self_radius,self_count,unknown_detection_rate,accuracy,precision,recall,f1,false_positive_rate,,,,,,,,,
0.05,52,0.986782321,0.8425,0.860147213,0.818,0.838544336,0.133,,,,,,,,,
0.02,78,0.997108633,0.8404,0.848484848,0.8288,0.838526912,0.148,,,,,,,,,
0.1,8,0.999586948,0.8314,0.804707613,0.8752,0.838474804,0.2124,,,,,,,,,
0.05,17,0.992152003,0.8357,0.824975799,0.8522,0.838366945,0.1808,,,,,,,,,
0.03,34,0.963238331,0.833,0.812265566,0.8662,0.838366241,0.2002,,,,,,,,,
0.03,39,0.997108633,0.8345,0.819240313,0.8584,0.838363121,0.1894,,,,,,,,,
0.02,64,0.99669558,0.8409,0.852242199,0.8248,0.838296575,0.143,,,,,,,,,
0.03,82,0.990912846,0.8432,0.865417376,0.8128,0.838283828,0.1264,,,,,,,,,
0.05,38,0.958694754,0.8411,0.853471503,0.8236,0.83826972,0.1414,,,,,,,,,
0.16,6,0.967781908,0.8453,0.878203724,0.8018,0.838264506,0.1112,,,,,,,,,
0.1,4,0.989260636,0.8337,0.816063648,0.8616,0.838213834,0.1942,,,,,,,,,
0.14,4,0.958281702,0.8464,0.885402759,0.7958,0.838213609,0.103,,,,,,,,,
0.07,22,0.99669558,0.841,0.853441128,0.8234,0.838151466,0.1414,,,,,,,,,
0.03,24,0.977282115,0.8286,0.79391771,0.8876,0.838149197,0.2304,,,,,,,,,
0.06,35,0.994630318,0.8422,0.860514117,0.8168,0.83808742,0.1324,,,,,,,,,
0.05,21,0.993804213,0.8391,0.843427182,0.8328,0.838079903,0.1546,,,,,,,,,
0.03,42,0.995869475,0.8374,0.834855101,0.8412,0.838015541,0.1664,,,,,,,,,
0.03,63,0.976042957,0.8483,0.899335015,0.7844,0.837944664,0.0878,,,,,,,,,
0.03,21,0.998760843,0.8293,0.797578167,0.8826,0.837937909,0.224,,,,,,,,,
0.25,1,0.998760843,0.8335,0.816353633,0.8606,0.837893097,0.1936,,,,,,,,,
0.05,27,0.990086741,0.8388,0.84263754,0.8332,0.837892196,0.1556,,,,,,,,,
0.07,35,0.964064436,0.8444,0.874510657,0.8042,0.837882892,0.1154,,,,,,,,,
0.08,55,0.954151177,0.8526,0.930840665,0.7618,0.837879454,0.0566,,,,,,,,,
0.04,22,0.962412226,0.8355,0.826171495,0.8498,0.837819186,0.1788,,,,,,,,,
0.07,12,0.999586948,0.8305,0.803155384,0.8756,0.837814563,0.2146,,,,,,,,,
0.04,28,0.995043371,0.8377,0.837227881,0.8384,0.837813531,0.163,,,,,,,,,
0.04,57,0.987195374,0.8426,0.864468085,0.8126,0.837731959,0.1274,,,,,,,,,
0.04,68,0.995043371,0.8434,0.869247312,0.8084,0.837720207,0.1216,,,,,,,,,
0.07,46,0.978934325,0.8426,0.864778535,0.8122,0.837665017,0.127,,,,,,,,,
0.13,12,0.940107394,0.846,0.885644226,0.7946,0.837655492,0.1026,,,,,,,,,
0.01,74,0.955803387,0.8463,0.887620327,0.793,0.837646562,0.1004,,,,,,,,,
0.03,46,0.983890954,0.838,0.839630225,0.8356,0.837610265,0.1596,,,,,,,,,
0.04,24,0.995043371,0.8334,0.8170407,0.8592,0.837590174,0.1924,,,,,,,,,
0.02,55,0.994630318,0.8382,0.840790004,0.8344,0.837582815,0.158,,,,,,,,,
0.02,28,0.997521685,0.8287,0.796607111,0.8828,0.837491699,0.2254,,,,,,,,,
0.14,12,0.995043371,0.8393,0.847287615,0.8278,0.83743045,0.1492,,,,,,,,,
0.13,7,0.998760843,0.8376,0.838412189,0.8364,0.837404886,0.1612,,,,,,,,,
0.04,13,0.997521685,0.8316,0.809559373,0.8672,0.837388953,0.204,,,,,,,,,
0.07,23,0.995869475,0.8394,0.848031173,0.827,0.837383556,0.1482,,,,,,,,,
0.06,22,0.983890954,0.8429,0.867997424,0.8088,0.837353763,0.123,,,,,,,,,
