self_radius,self_count,uc,accuracy,precision,recall,f1,far,,,,,,,,,,
0.58,87,0.000244559,0.5,0,0,0,0,,,,,,,,,,
0.58,89,0,0.5,0,0,0,0,,,,,,,,,,
0.58,90,0,0.5,0,0,0,0,,,,,,,,,,
0.58,91,0,0.5,0,0,0,0,,,,,,,,,,
0.58,92,0,0.5,0,0,0,0,,,,,,,,,,
0.58,93,0,0.5,0,0,0,0,,,,,,,,,,
0.58,94,0,0.5,0,0,0,0,,,,,,,,,,
0.58,95,0,0.5,0,0,0,0,,,,,,,,,,
0.58,96,0,0.5,0,0,0,0,,,,,,,,,,
0.58,97,0,0.5,0,0,0,0,,,,,,,,,,
0.58,98,0,0.5,0,0,0,0,,,,,,,,,,
0.58,99,0.000489117,0.5,0,0,0,0,,,,,,,,,,
0.58,100,0,0.5,0,0,0,0,,,,,,,,,,
0.59,4,0,0.5,0,0,0,0,,,,,,,,,,
0.59,10,0,0.5,0,0,0,0,,,,,,,,,,
0.59,11,0,0.5,0,0,0,0,,,,,,,,,,
0.59,16,0,0.5,0,0,0,0,,,,,,,,,,
0.59,18,0,0.5,0,0,0,0,,,,,,,,,,
0.59,19,0,0.5,0,0,0,0,,,,,,,,,,
0.59,22,0,0.5,0,0,0,0,,,,,,,,,,
0.59,24,0,0.5,0,0,0,0,,,,,,,,,,
0.59,26,0,0.5,0,0,0,0,,,,,,,,,,
0.59,27,0,0.5,0,0,0,0,,,,,,,,,,
0.59,28,0,0.5,0,0,0,0,,,,,,,,,,
0.59,29,0,0.5,0,0,0,0,,,,,,,,,,
0.59,31,0.000244559,0.5,0,0,0,0,,,,,,,,,,
0.59,32,0,0.5,0,0,0,0,,,,,,,,,,
0.59,33,0,0.5,0,0,0,0,,,,,,,,,,
0.59,36,0,0.5,0,0,0,0,,,,,,,,,,
0.59,37,0,0.5,0,0,0,0,,,,,,,,,,
0.59,39,0,0.5,0,0,0,0,,,,,,,,,,
0.59,40,0,0.5,0,0,0,0,,,,,,,,,,
0.59,42,0,0.5,0,0,0,0,,,,,,,,,,
0.59,43,0,0.5,0,0,0,0,,,,,,,,,,
0.59,44,0,0.5,0,0,0,0,,,,,,,,,,
0.59,45,0,0.5,0,0,0,0,,,,,,,,,,
0.59,46,0,0.5,0,0,0,0,,,,,,,,,,
0.59,47,0,0.5,0,0,0,0,,,,,,,,,,
0.59,48,0,0.5,0,0,0,0,,,,,,,,,,
0.59,49,0,0.5,0,0,0,0,,,,,,,,,,
0.59,51,0,0.5,0,0,0,0,,,,,,,,,,
0.59,52,0,0.5,0,0,0,0,,,,,,,,,,
0.59,54,0,0.5,0,0,0,0,,,,,,,,,,
0.59,55,0,0.5,0,0,0,0,,,,,,,,,,
0.59,56,0,0.5,0,0,0,0,,,,,,,,,,
0.59,57,0,0.5,0,0,0,0,,,,,,,,,,
0.59,58,0,0.5,0,0,0,0,,,,,,,,,,
0.59,59,0,0.5,0,0,0,0,,,,,,,,,,
0.59,61,0,0.5,0,0,0,0,,,,,,,,,,
0.59,62,0,0.5,0,0,0,0,,,,,,,,,,
0.59,64,0,0.5,0,0,0,0,,,,,,,,,,
0.59,65,0,0.5,0,0,0,0,,,,,,,,,,
0.59,66,0,0.5,0,0,0,0,,,,,,,,,,
0.59,67,0,0.5,0,0,0,0,,,,,,,,,,
0.59,68,0,0.5,0,0,0,0,,,,,,,,,,
0.59,69,0,0.5,0,0,0,0,,,,,,,,,,
0.59,70,0,0.5,0,0,0,0,,,,,,,,,,
0.59,71,0,0.5,0,0,0,0,,,,,,,,,,
0.59,72,0,0.5,0,0,0,0,,,,,,,,,,
0.59,73,0,0.5,0,0,0,0,,,,,,,,,,
0.59,74,0,0.5,0,0,0,0,,,,,,,,,,
0.59,75,0,0.5,0,0,0,0,,,,,,,,,,
0.59,76,0,0.5,0,0,0,0,,,,,,,,,,
0.59,78,0,0.5,0,0,0,0,,,,,,,,,,
0.59,79,0,0.5,0,0,0,0,,,,,,,,,,
0.59,80,0,0.5,0,0,0,0,,,,,,,,,,
0.59,82,0,0.5,0,0,0,0,,,,,,,,,,
0.59,83,0,0.5,0,0,0,0,,,,,,,,,,
0.59,84,0,0.5,0,0,0,0,,,,,,,,,,
0.59,85,0,0.5,0,0,0,0,,,,,,,,,,
0.59,87,0,0.5,0,0,0,0,,,,,,,,,,
0.59,89,0,0.5,0,0,0,0,,,,,,,,,,
0.59,90,0,0.5,0,0,0,0,,,,,,,,,,
0.59,91,0,0.5,0,0,0,0,,,,,,,,,,
0.59,92,0,0.5,0,0,0,0,,,,,,,,,,
0.59,93,0,0.5,0,0,0,0,,,,,,,,,,
0.59,94,0,0.5,0,0,0,0,,,,,,,,,,
0.59,95,0,0.5,0,0,0,0,,,,,,,,,,
0.59,96,0,0.5,0,0,0,0,,,,,,,,,,
0.59,97,0,0.5,0,0,0,0,,,,,,,,,,
0.59,98,0,0.5,0,0,0,0,,,,,,,,,,
0.59,99,0,0.5,0,0,0,0,,,,,,,,,,
0.59,100,0,0.5,0,0,0,0,,,,,,,,,,
0.6,6,0,0.5,0,0,0,0,,,,,,,,,,
0.6,7,0,0.5,0,0,0,0,,,,,,,,,,
0.6,8,0,0.5,0,0,0,0,,,,,,,,,,
0.6,9,0,0.5,0,0,0,0,,,,,,,,,,
0.6,10,0,0.5,0,0,0,0,,,,,,,,,,
0.6,12,0,0.5,0,0,0,0,,,,,,,,,,
0.6,14,0,0.5,0,0,0,0,,,,,,,,,,
0.6,16,0,0.5,0,0,0,0,,,,,,,,,,
0.6,19,0,0.5,0,0,0,0,,,,,,,,,,
0.6,21,0,0.5,0,0,0,0,,,,,,,,,,
0.6,23,0,0.5,0,0,0,0,,,,,,,,,,
0.6,25,0,0.5,0,0,0,0,,,,,,,,,,
0.6,26,0,0.5,0,0,0,0,,,,,,,,,,
0.6,28,0,0.5,0,0,0,0,,,,,,,,,,
0.6,30,0,0.5,0,0,0,0,,,,,,,,,,
0.6,31,0,0.5,0,0,0,0,,,,,,,,,,
0.6,33,0,0.5,0,0,0,0,,,,,,,,,,
0.6,36,0,0.5,0,0,0,0,,,,,,,,,,
0.6,39,0,0.5,0,0,0,0,,,,,,,,,,
0.6,40,0,0.5,0,0,0,0,,,,,,,,,,
0.6,41,0,0.5,0,0,0,0,,,,,,,,,,
0.6,42,0,0.5,0,0,0,0,,,,,,,,,,
0.6,43,0,0.5,0,0,0,0,,,,,,,,,,
0.6,44,0,0.5,0,0,0,0,,,,,,,,,,
0.6,45,0,0.5,0,0,0,0,,,,,,,,,,
0.6,47,0,0.5,0,0,0,0,,,,,,,,,,
0.6,48,0,0.5,0,0,0,0,,,,,,,,,,
0.6,49,0,0.5,0,0,0,0,,,,,,,,,,
0.6,50,0,0.5,0,0,0,0,,,,,,,,,,
0.6,51,0,0.5,0,0,0,0,,,,,,,,,,
0.6,52,0,0.5,0,0,0,0,,,,,,,,,,
0.6,53,0,0.5,0,0,0,0,,,,,,,,,,
0.6,54,0,0.5,0,0,0,0,,,,,,,,,,
0.6,56,0,0.5,0,0,0,0,,,,,,,,,,
0.6,57,0,0.5,0,0,0,0,,,,,,,,,,
0.6,58,0,0.5,0,0,0,0,,,,,,,,,,
0.6,59,0,0.5,0,0,0,0,,,,,,,,,,
0.6,60,0,0.5,0,0,0,0,,,,,,,,,,
0.6,61,0,0.5,0,0,0,0,,,,,,,,,,
0.6,62,0,0.5,0,0,0,0,,,,,,,,,,
0.6,63,0,0.5,0,0,0,0,,,,,,,,,,
0.6,64,0,0.5,0,0,0,0,,,,,,,,,,
0.6,65,0,0.5,0,0,0,0,,,,,,,,,,
0.6,66,0,0.5,0,0,0,0,,,,,,,,,,
0.6,67,0,0.5,0,0,0,0,,,,,,,,,,
0.6,70,0,0.5,0,0,0,0,,,,,,,,,,
0.6,71,0,0.5,0,0,0,0,,,,,,,,,,
0.6,72,0,0.5,0,0,0,0,,,,,,,,,,
0.6,73,0,0.5,0,0,0,0,,,,,,,,,,
0.6,74,0,0.5,0,0,0,0,,,,,,,,,,
0.6,75,0,0.5,0,0,0,0,,,,,,,,,,
0.6,77,0,0.5,0,0,0,0,,,,,,,,,,
0.6,78,0,0.5,0,0,0,0,,,,,,,,,,
0.6,79,0,0.5,0,0,0,0,,,,,,,,,,
0.6,80,0,0.5,0,0,0,0,,,,,,,,,,
0.6,81,0,0.5,0,0,0,0,,,,,,,,,,
0.6,82,0,0.5,0,0,0,0,,,,,,,,,,
0.6,83,0,0.5,0,0,0,0,,,,,,,,,,
0.6,84,0,0.5,0,0,0,0,,,,,,,,,,
0.6,85,0,0.5,0,0,0,0,,,,,,,,,,
0.6,87,0,0.5,0,0,0,0,,,,,,,,,,
0.6,88,0,0.5,0,0,0,0,,,,,,,,,,
0.6,89,0,0.5,0,0,0,0,,,,,,,,,,
0.6,90,0,0.5,0,0,0,0,,,,,,,,,,
0.6,91,0,0.5,0,0,0,0,,,,,,,,,,
0.6,92,0,0.5,0,0,0,0,,,,,,,,,,
0.6,93,0,0.5,0,0,0,0,,,,,,,,,,
0.6,94,0,0.5,0,0,0,0,,,,,,,,,,
0.6,96,0,0.5,0,0,0,0,,,,,,,,,,
0.6,97,0,0.5,0,0,0,0,,,,,,,,,,
0.6,99,0,0.5,0,0,0,0,,,,,,,,,,
0.6,100,0,0.5,0,0,0,0,,,,,,,,,,
0.61,4,0,0.5,0,0,0,0,,,,,,,,,,
0.61,7,0,0.5,0,0,0,0,,,,,,,,,,
0.61,8,0,0.5,0,0,0,0,,,,,,,,,,
0.61,16,0,0.5,0,0,0,0,,,,,,,,,,
0.61,17,0,0.5,0,0,0,0,,,,,,,,,,
0.61,18,0,0.5,0,0,0,0,,,,,,,,,,
0.61,20,0,0.5,0,0,0,0,,,,,,,,,,
0.61,21,0,0.5,0,0,0,0,,,,,,,,,,
0.61,22,0,0.5,0,0,0,0,,,,,,,,,,
0.61,23,0.000244559,0.5,0,0,0,0,,,,,,,,,,
0.61,24,0,0.5,0,0,0,0,,,,,,,,,,
0.61,25,0,0.5,0,0,0,0,,,,,,,,,,
0.61,26,0,0.5,0,0,0,0,,,,,,,,,,
0.61,27,0,0.5,0,0,0,0,,,,,,,,,,
0.61,28,0,0.5,0,0,0,0,,,,,,,,,,
0.61,29,0,0.5,0,0,0,0,,,,,,,,,,
0.61,30,0,0.5,0,0,0,0,,,,,,,,,,
0.61,31,0,0.5,0,0,0,0,,,,,,,,,,
0.61,32,0,0.5,0,0,0,0,,,,,,,,,,
0.61,34,0,0.5,0,0,0,0,,,,,,,,,,
0.61,35,0,0.5,0,0,0,0,,,,,,,,,,
0.61,36,0,0.5,0,0,0,0,,,,,,,,,,
0.61,37,0,0.5,0,0,0,0,,,,,,,,,,
0.61,40,0,0.5,0,0,0,0,,,,,,,,,,
0.61,41,0,0.5,0,0,0,0,,,,,,,,,,
0.61,42,0,0.5,0,0,0,0,,,,,,,,,,
0.61,43,0,0.5,0,0,0,0,,,,,,,,,,
0.61,44,0,0.5,0,0,0,0,,,,,,,,,,
0.61,45,0,0.5,0,0,0,0,,,,,,,,,,
0.61,46,0,0.5,0,0,0,0,,,,,,,,,,
0.61,47,0,0.5,0,0,0,0,,,,,,,,,,
0.61,49,0,0.5,0,0,0,0,,,,,,,,,,
0.61,50,0,0.5,0,0,0,0,,,,,,,,,,
0.61,51,0,0.5,0,0,0,0,,,,,,,,,,
0.61,52,0,0.5,0,0,0,0,,,,,,,,,,
0.61,53,0,0.5,0,0,0,0,,,,,,,,,,
0.61,54,0,0.5,0,0,0,0,,,,,,,,,,
0.61,55,0,0.5,0,0,0,0,,,,,,,,,,
0.61,57,0,0.5,0,0,0,0,,,,,,,,,,
0.61,58,0,0.5,0,0,0,0,,,,,,,,,,
0.61,59,0,0.5,0,0,0,0,,,,,,,,,,
0.61,60,0,0.5,0,0,0,0,,,,,,,,,,
0.61,61,0,0.5,0,0,0,0,,,,,,,,,,
0.61,62,0,0.5,0,0,0,0,,,,,,,,,,
0.61,63,0,0.5,0,0,0,0,,,,,,,,,,
0.61,64,0,0.5,0,0,0,0,,,,,,,,,,
0.61,65,0,0.5,0,0,0,0,,,,,,,,,,
0.61,66,0,0.5,0,0,0,0,,,,,,,,,,
0.61,67,0,0.5,0,0,0,0,,,,,,,,,,
0.61,68,0,0.5,0,0,0,0,,,,,,,,,,
0.61,69,0,0.5,0,0,0,0,,,,,,,,,,
0.61,70,0,0.5,0,0,0,0,,,,,,,,,,
0.61,71,0,0.5,0,0,0,0,,,,,,,,,,
0.61,72,0,0.5,0,0,0,0,,,,,,,,,,
0.61,73,0,0.5,0,0,0,0,,,,,,,,,,
0.61,74,0,0.5,0,0,0,0,,,,,,,,,,
0.61,75,0,0.5,0,0,0,0,,,,,,,,,,
0.61,77,0,0.5,0,0,0,0,,,,,,,,,,
0.61,78,0,0.5,0,0,0,0,,,,,,,,,,
0.61,79,0,0.5,0,0,0,0,,,,,,,,,,
0.61,80,0,0.5,0,0,0,0,,,,,,,,,,
0.61,81,0,0.5,0,0,0,0,,,,,,,,,,
0.61,82,0,0.5,0,0,0,0,,,,,,,,,,
0.61,83,0,0.5,0,0,0,0,,,,,,,,,,
0.61,84,0,0.5,0,0,0,0,,,,,,,,,,
0.61,85,0,0.5,0,0,0,0,,,,,,,,,,
0.61,86,0,0.5,0,0,0,0,,,,,,,,,,
0.61,87,0,0.5,0,0,0,0,,,,,,,,,,
0.61,88,0,0.5,0,0,0,0,,,,,,,,,,
0.61,89,0,0.5,0,0,0,0,,,,,,,,,,
0.61,90,0,0.5,0,0,0,0,,,,,,,,,,
0.61,91,0,0.5,0,0,0,0,,,,,,,,,,
0.61,92,0,0.5,0,0,0,0,,,,,,,,,,
0.61,93,0,0.5,0,0,0,0,,,,,,,,,,
0.61,94,0,0.5,0,0,0,0,,,,,,,,,,
0.61,95,0,0.5,0,0,0,0,,,,,,,,,,
0.61,96,0,0.5,0,0,0,0,,,,,,,,,,
0.61,97,0,0.5,0,0,0,0,,,,,,,,,,
0.61,98,0,0.5,0,0,0,0,,,,,,,,,,
0.61,99,0,0.5,0,0,0,0,,,,,,,,,,
0.61,100,0,0.5,0,0,0,0,,,,,,,,,,
0.62,5,0,0.5,0,0,0,0,,,,,,,,,,
0.62,6,0,0.5,0,0,0,0,,,,,,,,,,
0.62,7,0,0.5,0,0,0,0,,,,,,,,,,
0.62,8,0,0.5,0,0,0,0,,,,,,,,,,
0.62,11,0,0.5,0,0,0,0,,,,,,,,,,
0.62,12,0,0.5,0,0,0,0,,,,,,,,,,
0.62,13,0,0.5,0,0,0,0,,,,,,,,,,
0.62,15,0,0.5,0,0,0,0,,,,,,,,,,
0.62,16,0,0.5,0,0,0,0,,,,,,,,,,
0.62,17,0,0.5,0,0,0,0,,,,,,,,,,
0.62,18,0,0.5,0,0,0,0,,,,,,,,,,
0.62,19,0,0.5,0,0,0,0,,,,,,,,,,
0.62,20,0,0.5,0,0,0,0,,,,,,,,,,
0.62,21,0,0.5,0,0,0,0,,,,,,,,,,
0.62,22,0,0.5,0,0,0,0,,,,,,,,,,
0.62,23,0,0.5,0,0,0,0,,,,,,,,,,
0.62,24,0,0.5,0,0,0,0,,,,,,,,,,
0.62,25,0,0.5,0,0,0,0,,,,,,,,,,
0.62,27,0,0.5,0,0,0,0,,,,,,,,,,
0.62,28,0,0.5,0,0,0,0,,,,,,,,,,
0.62,29,0,0.5,0,0,0,0,,,,,,,,,,
0.62,32,0,0.5,0,0,0,0,,,,,,,,,,
0.62,33,0,0.5,0,0,0,0,,,,,,,,,,
0.62,34,0,0.5,0,0,0,0,,,,,,,,,,
0.62,35,0,0.5,0,0,0,0,,,,,,,,,,
0.62,36,0,0.5,0,0,0,0,,,,,,,,,,
0.62,37,0,0.5,0,0,0,0,,,,,,,,,,
0.62,38,0,0.5,0,0,0,0,,,,,,,,,,
0.62,39,0,0.5,0,0,0,0,,,,,,,,,,
0.62,40,0,0.5,0,0,0,0,,,,,,,,,,
0.62,41,0,0.5,0,0,0,0,,,,,,,,,,
0.62,42,0,0.5,0,0,0,0,,,,,,,,,,
0.62,43,0,0.5,0,0,0,0,,,,,,,,,,
0.62,44,0,0.5,0,0,0,0,,,,,,,,,,
0.62,45,0,0.5,0,0,0,0,,,,,,,,,,
0.62,46,0,0.5,0,0,0,0,,,,,,,,,,
0.62,47,0,0.5,0,0,0,0,,,,,,,,,,
0.62,48,0,0.5,0,0,0,0,,,,,,,,,,
0.62,49,0,0.5,0,0,0,0,,,,,,,,,,
0.62,50,0,0.5,0,0,0,0,,,,,,,,,,
0.62,51,0,0.5,0,0,0,0,,,,,,,,,,
0.62,52,0,0.5,0,0,0,0,,,,,,,,,,
0.62,53,0,0.5,0,0,0,0,,,,,,,,,,
0.62,54,0,0.5,0,0,0,0,,,,,,,,,,
0.62,55,0,0.5,0,0,0,0,,,,,,,,,,
0.62,56,0,0.5,0,0,0,0,,,,,,,,,,
0.62,58,0,0.5,0,0,0,0,,,,,,,,,,
0.62,59,0,0.5,0,0,0,0,,,,,,,,,,
0.62,60,0,0.5,0,0,0,0,,,,,,,,,,
0.62,61,0,0.5,0,0,0,0,,,,,,,,,,
0.62,62,0,0.5,0,0,0,0,,,,,,,,,,
0.62,63,0,0.5,0,0,0,0,,,,,,,,,,
0.62,64,0,0.5,0,0,0,0,,,,,,,,,,
0.62,65,0,0.5,0,0,0,0,,,,,,,,,,
0.62,66,0,0.5,0,0,0,0,,,,,,,,,,
0.62,67,0,0.5,0,0,0,0,,,,,,,,,,
0.62,68,0,0.5,0,0,0,0,,,,,,,,,,
0.62,69,0,0.5,0,0,0,0,,,,,,,,,,
0.62,70,0,0.5,0,0,0,0,,,,,,,,,,
0.62,71,0,0.5,0,0,0,0,,,,,,,,,,
0.62,72,0,0.5,0,0,0,0,,,,,,,,,,
0.62,73,0,0.5,0,0,0,0,,,,,,,,,,
0.62,74,0,0.5,0,0,0,0,,,,,,,,,,
0.62,75,0,0.5,0,0,0,0,,,,,,,,,,
0.62,76,0,0.5,0,0,0,0,,,,,,,,,,
0.62,77,0,0.5,0,0,0,0,,,,,,,,,,
0.62,78,0,0.5,0,0,0,0,,,,,,,,,,
0.62,79,0,0.5,0,0,0,0,,,,,,,,,,
0.62,80,0,0.5,0,0,0,0,,,,,,,,,,
0.62,81,0,0.5,0,0,0,0,,,,,,,,,,
0.62,83,0,0.5,0,0,0,0,,,,,,,,,,
0.62,84,0,0.5,0,0,0,0,,,,,,,,,,
0.62,85,0,0.5,0,0,0,0,,,,,,,,,,
0.62,87,0,0.5,0,0,0,0,,,,,,,,,,
0.62,88,0,0.5,0,0,0,0,,,,,,,,,,
0.62,89,0,0.5,0,0,0,0,,,,,,,,,,
0.62,90,0,0.5,0,0,0,0,,,,,,,,,,
0.62,91,0,0.5,0,0,0,0,,,,,,,,,,
0.62,92,0,0.5,0,0,0,0,,,,,,,,,,
0.62,93,0,0.5,0,0,0,0,,,,,,,,,,
0.62,94,0,0.5,0,0,0,0,,,,,,,,,,
0.62,95,0,0.5,0,0,0,0,,,,,,,,,,
0.62,96,0,0.5,0,0,0,0,,,,,,,,,,
0.62,97,0,0.5,0,0,0,0,,,,,,,,,,
0.62,98,0,0.5,0,0,0,0,,,,,,,,,,
0.62,99,0,0.5,0,0,0,0,,,,,,,,,,
0.62,100,0,0.5,0,0,0,0,,,,,,,,,,
0.63,5,0,0.5,0,0,0,0,,,,,,,,,,
0.63,6,0,0.5,0,0,0,0,,,,,,,,,,
0.63,9,0,0.4995,0,0,0,0.001,,,,,,,,,,
0.63,10,0,0.5,0,0,0,0,,,,,,,,,,
0.63,11,0,0.5,0,0,0,0,,,,,,,,,,
0.63,12,0,0.5,0,0,0,0,,,,,,,,,,
0.63,14,0,0.5,0,0,0,0,,,,,,,,,,
0.63,15,0,0.5,0,0,0,0,,,,,,,,,,
0.63,16,0,0.5,0,0,0,0,,,,,,,,,,
0.63,17,0,0.5,0,0,0,0,,,,,,,,,,
0.63,18,0,0.5,0,0,0,0,,,,,,,,,,
0.63,19,0,0.5,0,0,0,0,,,,,,,,,,
0.63,20,0,0.5,0,0,0,0,,,,,,,,,,
0.63,21,0,0.5,0,0,0,0,,,,,,,,,,
0.63,22,0,0.5,0,0,0,0,,,,,,,,,,
0.63,23,0,0.5,0,0,0,0,,,,,,,,,,
0.63,24,0,0.5,0,0,0,0,,,,,,,,,,
0.63,25,0,0.5,0,0,0,0,,,,,,,,,,
0.63,27,0,0.5,0,0,0,0,,,,,,,,,,
0.63,28,0,0.5,0,0,0,0,,,,,,,,,,
0.63,29,0,0.5,0,0,0,0,,,,,,,,,,
0.63,30,0,0.5,0,0,0,0,,,,,,,,,,
0.63,31,0,0.5,0,0,0,0,,,,,,,,,,
0.63,32,0,0.5,0,0,0,0,,,,,,,,,,
0.63,33,0,0.5,0,0,0,0,,,,,,,,,,
0.63,36,0,0.5,0,0,0,0,,,,,,,,,,
0.63,37,0,0.5,0,0,0,0,,,,,,,,,,
0.63,38,0,0.5,0,0,0,0,,,,,,,,,,
0.63,39,0,0.5,0,0,0,0,,,,,,,,,,
0.63,40,0,0.5,0,0,0,0,,,,,,,,,,
0.63,41,0,0.5,0,0,0,0,,,,,,,,,,
0.63,42,0,0.5,0,0,0,0,,,,,,,,,,
0.63,43,0,0.5,0,0,0,0,,,,,,,,,,
0.63,44,0,0.5,0,0,0,0,,,,,,,,,,
0.63,45,0,0.5,0,0,0,0,,,,,,,,,,
0.63,46,0,0.5,0,0,0,0,,,,,,,,,,
0.63,47,0,0.5,0,0,0,0,,,,,,,,,,
0.63,48,0,0.5,0,0,0,0,,,,,,,,,,
0.63,49,0,0.5,0,0,0,0,,,,,,,,,,
0.63,50,0,0.5,0,0,0,0,,,,,,,,,,
0.63,51,0,0.5,0,0,0,0,,,,,,,,,,
0.63,52,0,0.5,0,0,0,0,,,,,,,,,,
0.63,53,0,0.5,0,0,0,0,,,,,,,,,,
0.63,54,0,0.5,0,0,0,0,,,,,,,,,,
0.63,55,0,0.5,0,0,0,0,,,,,,,,,,
0.63,56,0,0.5,0,0,0,0,,,,,,,,,,
0.63,57,0,0.5,0,0,0,0,,,,,,,,,,
0.63,58,0,0.5,0,0,0,0,,,,,,,,,,
0.63,59,0,0.5,0,0,0,0,,,,,,,,,,
0.63,60,0,0.5,0,0,0,0,,,,,,,,,,
0.63,61,0,0.5,0,0,0,0,,,,,,,,,,
0.63,63,0,0.5,0,0,0,0,,,,,,,,,,
0.63,65,0,0.5,0,0,0,0,,,,,,,,,,
0.63,66,0,0.5,0,0,0,0,,,,,,,,,,
0.63,67,0,0.5,0,0,0,0,,,,,,,,,,
0.63,68,0,0.5,0,0,0,0,,,,,,,,,,
0.63,69,0,0.5,0,0,0,0,,,,,,,,,,
0.63,70,0,0.5,0,0,0,0,,,,,,,,,,
0.63,71,0,0.5,0,0,0,0,,,,,,,,,,
0.63,72,0,0.5,0,0,0,0,,,,,,,,,,
0.63,73,0,0.5,0,0,0,0,,,,,,,,,,
0.63,74,0,0.5,0,0,0,0,,,,,,,,,,
0.63,75,0,0.5,0,0,0,0,,,,,,,,,,
0.63,76,0,0.5,0,0,0,0,,,,,,,,,,
0.63,77,0,0.5,0,0,0,0,,,,,,,,,,
0.63,78,0,0.5,0,0,0,0,,,,,,,,,,
0.63,79,0,0.5,0,0,0,0,,,,,,,,,,
0.63,80,0,0.5,0,0,0,0,,,,,,,,,,
0.63,81,0,0.5,0,0,0,0,,,,,,,,,,
0.63,82,0,0.5,0,0,0,0,,,,,,,,,,
0.63,83,0,0.5,0,0,0,0,,,,,,,,,,
0.63,84,0,0.5,0,0,0,0,,,,,,,,,,
0.63,85,0,0.5,0,0,0,0,,,,,,,,,,
0.63,87,0,0.5,0,0,0,0,,,,,,,,,,
0.63,88,0,0.5,0,0,0,0,,,,,,,,,,
0.63,89,0,0.5,0,0,0,0,,,,,,,,,,
0.63,90,0,0.5,0,0,0,0,,,,,,,,,,
0.63,91,0,0.5,0,0,0,0,,,,,,,,,,
0.63,92,0,0.5,0,0,0,0,,,,,,,,,,
0.63,93,0,0.5,0,0,0,0,,,,,,,,,,
0.63,94,0,0.5,0,0,0,0,,,,,,,,,,
0.63,95,0,0.5,0,0,0,0,,,,,,,,,,
0.63,96,0,0.5,0,0,0,0,,,,,,,,,,
0.63,97,0,0.5,0,0,0,0,,,,,,,,,,
0.63,98,0,0.5,0,0,0,0,,,,,,,,,,
0.63,99,0,0.5,0,0,0,0,,,,,,,,,,
0.63,100,0,0.5,0,0,0,0,,,,,,,,,,
0.64,5,0,0.5,0,0,0,0,,,,,,,,,,
0.64,8,0,0.5,0,0,0,0,,,,,,,,,,
0.64,9,0,0.5,0,0,0,0,,,,,,,,,,
0.64,11,0,0.5,0,0,0,0,,,,,,,,,,
0.64,12,0,0.5,0,0,0,0,,,,,,,,,,
0.64,13,0,0.5,0,0,0,0,,,,,,,,,,
0.64,15,0,0.5,0,0,0,0,,,,,,,,,,
0.64,16,0,0.5,0,0,0,0,,,,,,,,,,
0.64,18,0,0.5,0,0,0,0,,,,,,,,,,
0.64,19,0,0.5,0,0,0,0,,,,,,,,,,
0.64,20,0,0.5,0,0,0,0,,,,,,,,,,
0.64,21,0,0.5,0,0,0,0,,,,,,,,,,
0.64,22,0,0.5,0,0,0,0,,,,,,,,,,
0.64,23,0,0.5,0,0,0,0,,,,,,,,,,
0.64,24,0,0.5,0,0,0,0,,,,,,,,,,
0.64,25,0,0.5,0,0,0,0,,,,,,,,,,
0.64,26,0,0.5,0,0,0,0,,,,,,,,,,
0.64,27,0,0.5,0,0,0,0,,,,,,,,,,
0.64,28,0,0.5,0,0,0,0,,,,,,,,,,
0.64,29,0,0.5,0,0,0,0,,,,,,,,,,
0.64,30,0,0.5,0,0,0,0,,,,,,,,,,
0.64,31,0,0.5,0,0,0,0,,,,,,,,,,
0.64,32,0,0.5,0,0,0,0,,,,,,,,,,
0.64,33,0,0.5,0,0,0,0,,,,,,,,,,
0.64,35,0,0.5,0,0,0,0,,,,,,,,,,
0.64,36,0,0.5,0,0,0,0,,,,,,,,,,
0.64,37,0,0.5,0,0,0,0,,,,,,,,,,
0.64,38,0,0.5,0,0,0,0,,,,,,,,,,
0.64,39,0,0.5,0,0,0,0,,,,,,,,,,
0.64,40,0,0.5,0,0,0,0,,,,,,,,,,
0.64,41,0,0.5,0,0,0,0,,,,,,,,,,
0.64,42,0,0.5,0,0,0,0,,,,,,,,,,
0.64,43,0,0.5,0,0,0,0,,,,,,,,,,
0.64,44,0,0.5,0,0,0,0,,,,,,,,,,
0.64,45,0,0.5,0,0,0,0,,,,,,,,,,
0.64,46,0,0.5,0,0,0,0,,,,,,,,,,
0.64,47,0,0.5,0,0,0,0,,,,,,,,,,
0.64,48,0,0.5,0,0,0,0,,,,,,,,,,
0.64,49,0,0.5,0,0,0,0,,,,,,,,,,
0.64,50,0,0.5,0,0,0,0,,,,,,,,,,
0.64,51,0,0.5,0,0,0,0,,,,,,,,,,
0.64,52,0,0.5,0,0,0,0,,,,,,,,,,
0.64,53,0,0.5,0,0,0,0,,,,,,,,,,
0.64,54,0,0.5,0,0,0,0,,,,,,,,,,
0.64,55,0,0.5,0,0,0,0,,,,,,,,,,
0.64,56,0,0.5,0,0,0,0,,,,,,,,,,
0.64,57,0,0.5,0,0,0,0,,,,,,,,,,
0.64,58,0,0.5,0,0,0,0,,,,,,,,,,
0.64,59,0,0.5,0,0,0,0,,,,,,,,,,
0.64,60,0,0.5,0,0,0,0,,,,,,,,,,
0.64,62,0,0.5,0,0,0,0,,,,,,,,,,
0.64,63,0,0.5,0,0,0,0,,,,,,,,,,
0.64,64,0,0.5,0,0,0,0,,,,,,,,,,
0.64,65,0,0.5,0,0,0,0,,,,,,,,,,
