self_radius,self_count,uc,accuracy,precision,recall,f1,far,,,,,,,,,
0.17,1,0.732804233,0.5126,0.506739409,0.9474,0.660301087,0.9222,,,,,,,,,
0.13,2,0.793650794,0.5072,0.50379107,0.9568,0.66004415,0.9424,,,,,,,,,
0.01,6,0.962962963,0.4925,0.496212504,0.9826,0.659418831,0.9976,,,,,,,,,
0.2,5,0.478835979,0.6527,0.646968239,0.6722,0.659342815,0.3668,,,,,,,,,
0.19,5,0.489417989,0.6486,0.63992467,0.6796,0.659165858,0.3824,,,,,,,,,
0.08,3,0.986772487,0.4918,0.495862765,0.9828,0.65915493,0.9992,,,,,,,,,
0.22,15,0.079365079,0.7047,0.779415779,0.571,0.659125014,0.1616,,,,,,,,,
0.11,2,0.838624339,0.4948,0.497350183,0.976,0.658925196,0.9864,,,,,,,,,
0.41,11,0.002645503,0.7308,0.900972898,0.5186,0.658288906,0.057,,,,,,,,,
0.01,10,0.777777778,0.5049,0.502582481,0.9536,0.658245323,0.9438,,,,,,,,,
0.16,15,0.185185185,0.6675,0.677323735,0.6398,0.658027358,0.3048,,,,,,,,,
0.12,2,0.748677249,0.5038,0.501999579,0.954,0.657840298,0.9464,,,,,,,,,
0.04,4,0.976190476,0.4906,0.495245802,0.9792,0.657799274,0.998,,,,,,,,,
0.01,11,0.798941799,0.4963,0.498095728,0.9678,0.657696228,0.9752,,,,,,,,,
0.22,3,0.489417989,0.6404,0.627868852,0.6894,0.657197331,0.4086,,,,,,,,,
0.32,12,0.161375661,0.73,0.899860918,0.5176,0.657186389,0.0576,,,,,,,,,
0.07,3,0.96031746,0.491,0.495424969,0.9746,0.656915611,0.9926,,,,,,,,,
0.16,13,0.489417989,0.6484,0.641657121,0.6722,0.65657355,0.3754,,,,,,,,,
0.01,14,0.822751323,0.4967,0.498286782,0.9598,0.656004374,0.9664,,,,,,,,,
0.02,10,0.812169312,0.505,0.502665245,0.943,0.655771905,0.933,,,,,,,,,
0.14,5,0.489417989,0.6238,0.604419703,0.7166,0.655746706,0.469,,,,,,,,,
0.2,1,0.642857143,0.5157,0.50865777,0.9224,0.655719059,0.891,,,,,,,,,
0.02,7,0.801587302,0.4952,0.497514499,0.9608,0.655567686,0.9704,,,,,,,,,
0.01,8,0.724867725,0.4974,0.498644704,0.9566,0.655564693,0.9618,,,,,,,,,
0.02,11,0.642857143,0.5136,0.507464325,0.9246,0.655279943,0.8974,,,,,,,,,
0.18,10,0.489417989,0.6426,0.633022388,0.6786,0.655019305,0.3934,,,,,,,,,
0.2,6,0.489417989,0.6431,0.634214969,0.6762,0.654534895,0.39,,,,,,,,,
0.18,1,0.587301587,0.5167,0.509318156,0.9128,0.65382136,0.8794,,,,,,,,,
0.06,4,0.931216931,0.4864,0.493086621,0.97,0.653815044,0.9972,,,,,,,,,
0.15,2,0.656084656,0.513,0.507171227,0.9194,0.653725825,0.8934,,,,,,,,,
0.19,1,0.576719577,0.5236,0.513494968,0.898,0.653376019,0.8508,,,,,,,,,
0.02,14,0.706349206,0.4967,0.498265896,0.9482,0.653255253,0.9548,,,,,,,,,
0.48,6,0.026455026,0.7308,0.917813179,0.507,0.65318217,0.0454,,,,,,,,,
0.24,9,0.306878307,0.6631,0.673252603,0.6338,0.652930875,0.3076,,,,,,,,,
0.19,15,0.489417989,0.6462,0.640902082,0.665,0.6527287,0.3726,,,,,,,,,
0.03,10,0.632275132,0.5179,0.510079964,0.9058,0.65264068,0.87,,,,,,,,,
0.01,15,0.671957672,0.5161,0.509017587,0.9088,0.652545415,0.8766,,,,,,,,,
0.01,13,0.777777778,0.5039,0.502101973,0.9316,0.652518036,0.9238,,,,,,,,,
0.02,50,0.502645503,0.5879,0.564113786,0.7734,0.652382961,0.5976,,,,,,,,,
0.1,12,0.489417989,0.6223,0.604512049,0.7074,0.651921482,0.4628,,,,,,,,,
0.02,8,0.658730159,0.5071,0.503875969,0.923,0.651882195,0.9088,,,,,,,,,
0.17,11,0.489417989,0.6403,0.631687629,0.673,0.651689745,0.3924,,,,,,,,,
0.02,5,0.722222222,0.4986,0.499254367,0.9374,0.651515152,0.9402,,,,,,,,,
0.04,5,0.716931217,0.4981,0.498989039,0.9378,0.651385705,0.9416,,,,,,,,,
0.17,14,0.489417989,0.6416,0.634243458,0.669,0.651158264,0.3858,,,,,,,,,
0.16,10,0.489417989,0.6361,0.625391561,0.6788,0.651002206,0.4066,,,,,,,,,
0.19,10,0.182539683,0.6586,0.665899582,0.6366,0.650920245,0.3194,,,,,,,,,
0.05,4,0.849206349,0.4887,0.494143257,0.9534,0.650918277,0.976,,,,,,,,,
0.1,7,0.492063492,0.5928,0.569627851,0.7592,0.650891632,0.5736,,,,,,,,,
0.02,13,0.727513228,0.5065,0.503560083,0.9194,0.650718381,0.9064,,,,,,,,,
0.01,66,0.296296296,0.5845,0.561311856,0.7736,0.650576066,0.6046,,,,,,,,,
0.14,2,0.735449735,0.5034,0.501849032,0.9228,0.650133859,0.916,,,,,,,,,
0.15,13,0.489417989,0.6369,0.62739624,0.6742,0.649956618,0.4004,,,,,,,,,
0.17,9,0.412698413,0.6412,0.634681419,0.6654,0.649677797,0.383,,,,,,,,,
0.09,3,0.78042328,0.4926,0.496095399,0.9402,0.649488809,0.955,,,,,,,,,
0.02,9,0.616402116,0.4967,0.498234728,0.9314,0.649194954,0.938,,,,,,,,,
0.14,10,0.489417989,0.6208,0.604030313,0.7014,0.649083842,0.4598,,,,,,,,,
0.26,13,0.084656085,0.701,0.785673678,0.5528,0.648978633,0.1508,,,,,,,,,
0.17,5,0.489417989,0.6205,0.603789836,0.701,0.648773716,0.46,,,,,,,,,
0.03,13,0.746031746,0.5077,0.50427066,0.9092,0.6487335,0.8938,,,,,,,,,
0.01,17,0.529100529,0.53,0.517912587,0.8674,0.648571856,0.8074,,,,,,,,,
0.03,5,0.613756614,0.5037,0.502028286,0.9158,0.648537639,0.9084,,,,,,,,,
0.03,9,0.748677249,0.4932,0.496386823,0.9342,0.648299792,0.9478,,,,,,,,,
0.27,3,0.404761905,0.6404,0.634431252,0.6626,0.648209744,0.3818,,,,,,,,,
0.02,12,0.701058201,0.4963,0.498013956,0.9278,0.648131331,0.9352,,,,,,,,,
0.03,12,0.825396825,0.4961,0.497907052,0.9278,0.648040791,0.9356,,,,,,,,,
0.05,6,0.748677249,0.4968,0.498276976,0.9254,0.647767045,0.9318,,,,,,,,,
0.27,2,0.489417989,0.6214,0.605601949,0.6962,0.647748418,0.4534,,,,,,,,,
0.42,14,0.055555556,0.7213,0.880371262,0.5122,0.647616639,0.0696,,,,,,,,,
0.16,26,0.060846561,0.6713,0.697943148,0.604,0.647582288,0.2614,,,,,,,,,
0.01,21,0.656084656,0.5054,0.502991358,0.908,0.647369172,0.8972,,,,,,,,,
0.02,19,0.523809524,0.537,0.522800099,0.8484,0.646942199,0.7744,,,,,,,,,
0.44,3,0.031746032,0.7192,0.871525424,0.5142,0.646792453,0.0758,,,,,,,,,
0.17,4,0.489417989,0.6134,0.595454545,0.7074,0.646617916,0.4806,,,,,,,,,
0.23,5,0.447089947,0.6456,0.644846797,0.6482,0.64651905,0.357,,,,,,,,,
0.23,1,0.510582011,0.5284,0.517034549,0.862,0.646370726,0.8052,,,,,,,,,
0.21,11,0.283068783,0.6542,0.661364588,0.632,0.646348947,0.3236,,,,,,,,,
0.22,1,0.566137566,0.518,0.510431154,0.8808,0.646316407,0.8448,,,,,,,,,
0.21,1,0.5,0.5267,0.515951727,0.8636,0.645972025,0.8102,,,,,,,,,
0.01,9,0.645502646,0.4956,0.497620078,0.92,0.645885987,0.9288,,,,,,,,,
0.2,14,0.486772487,0.6351,0.627525014,0.6648,0.645624939,0.3946,,,,,,,,,
0.01,23,0.69047619,0.5088,0.50496614,0.8948,0.645598846,0.8772,,,,,,,,,
0.07,5,0.828042328,0.4931,0.496291519,0.9234,0.645598825,0.9372,,,,,,,,,
0.2,11,0.489417989,0.6323,0.623253214,0.669,0.645316871,0.4044,,,,,,,,,
0.06,24,0.473544974,0.6055,0.586206897,0.7174,0.645201907,0.5064,,,,,,,,,
0.03,11,0.5,0.5284,0.51713734,0.857,0.645039892,0.8002,,,,,,,,,
0.31,5,0.034391534,0.7168,0.864983165,0.5138,0.644667503,0.0802,,,,,,,,,
0.15,15,0.489417989,0.6266,0.614923747,0.6774,0.644651694,0.4242,,,,,,,,,
0.07,4,0.814814815,0.4858,0.492496301,0.932,0.644447518,0.9604,,,,,,,,,
0.05,8,0.55026455,0.5141,0.508138058,0.8804,0.644368001,0.8522,,,,,,,,,
