self_radius,self_count,uc,accuracy,precision,recall,f1,far,,,,,,,,,
0.43,1,0.974935086,0.621,0.605437435,0.6948,0.647047867,0.4528,,,,,,,,,
0.01,62,0.989719676,0.5482,0.530984829,0.826,0.64642354,0.7296,,,,,,,,,
0.06,4,0.995919665,0.4815,0.490423439,0.9474,0.64629238,0.9844,,,,,,,,,
0.19,8,0.969476975,0.6499,0.653115424,0.6394,0.646184942,0.3396,,,,,,,,,
0.05,16,0.991415399,0.535,0.521530512,0.8478,0.645795247,0.7778,,,,,,,,,
0.03,10,0.994276933,0.5091,0.50513602,0.895,0.64578974,0.8768,,,,,,,,,
0.17,12,0.973080388,0.6306,0.62034648,0.6732,0.645693459,0.412,,,,,,,,,
0.05,12,0.995442743,0.488,0.493644068,0.932,0.645429363,0.956,,,,,,,,,
0.17,8,0.973504319,0.6307,0.620906568,0.6712,0.645074483,0.4098,,,,,,,,,
0.09,10,0.991309417,0.512,0.506858711,0.8868,0.645039278,0.8628,,,,,,,,,
0.24,1,0.99183933,0.5361,0.522369563,0.843,0.645037876,0.7708,,,,,,,,,
0.04,7,0.995230777,0.5057,0.503193993,0.898,0.644975939,0.8866,,,,,,,,,
0.08,10,0.988182926,0.5635,0.543582704,0.792,0.644688645,0.665,,,,,,,,,
0.03,5,0.995442743,0.4938,0.496644295,0.9176,0.644472538,0.93,,,,,,,,,
0.03,14,0.992740183,0.5206,0.5121405,0.869,0.644467517,0.8278,,,,,,,,,
0.01,15,0.996184622,0.4842,0.491689459,0.9348,0.644422997,0.9664,,,,,,,,,
0.04,8,0.991680356,0.5322,0.51974491,0.8476,0.644366733,0.7832,,,,,,,,,
0.06,11,0.992475227,0.524,0.514319809,0.862,0.644245142,0.814,,,,,,,,,
0.03,11,0.994594881,0.5042,0.502350045,0.8978,0.644230769,0.8894,,,,,,,,,
0.01,27,0.993111123,0.5238,0.514193702,0.8622,0.644202032,0.8146,,,,,,,,,
0.13,12,0.978061576,0.6147,0.598624248,0.6962,0.643735552,0.4668,,,,,,,,,
0.02,16,0.994965821,0.5063,0.503559724,0.8912,0.643512167,0.8786,,,,,,,,,
0.21,9,0.970483811,0.6375,0.633313942,0.6532,0.643103279,0.3782,,,,,,,,,
0.04,9,0.994435907,0.5023,0.501285634,0.8968,0.643097885,0.8922,,,,,,,,,
0.18,3,0.981188066,0.5832,0.5622941,0.751,0.64308957,0.5846,,,,,,,,,
0.37,3,0.955169307,0.7098,0.83514377,0.5228,0.643050431,0.1032,,,,,,,,,
0.04,16,0.978273541,0.5847,0.563866687,0.7478,0.642936979,0.5784,,,,,,,,,
0.02,14,0.992634201,0.5244,0.514666987,0.8562,0.642889323,0.8074,,,,,,,,,
0.04,5,0.993641037,0.5131,0.507587166,0.8764,0.642851903,0.8502,,,,,,,,,
0.03,15,0.992104287,0.532,0.519777503,0.841,0.642475172,0.777,,,,,,,,,
0.08,9,0.988129935,0.5487,0.531951188,0.8108,0.642421361,0.7134,,,,,,,,,
0.14,20,0.951247947,0.6618,0.681471512,0.6076,0.642419116,0.284,,,,,,,,,
0.33,2,0.920936887,0.6819,0.733624454,0.5712,0.642302935,0.2074,,,,,,,,,
0.23,1,0.991680356,0.5257,0.515558784,0.8516,0.642280715,0.8002,,,,,,,,,
0.17,6,0.974935086,0.6492,0.655222638,0.6298,0.642259841,0.3314,,,,,,,,,
