self_radius,self_count,uc,accuracy,precision,recall,f1,far,,,,,,,,,
0.05,78,0.390136543,0.6433,0.641516887,0.6496,0.645533141,0.363,,,,,,,,,
0.01,19,0.885195832,0.5049,0.50273468,0.9008,0.645318433,0.891,,,,,,,,,
0.2,4,0.314408911,0.6524,0.65875,0.6324,0.645306122,0.3276,,,,,,,,,
0.01,68,0.729249012,0.5314,0.519151012,0.8512,0.644946204,0.7884,,,,,,,,,
0.01,11,0.892382321,0.4968,0.498254799,0.9136,0.644833427,0.92,,,,,,,,,
0.1,16,0.408641754,0.6137,0.596831886,0.7008,0.644650906,0.4734,,,,,,,,,
0.02,59,0.702479339,0.5612,0.541643985,0.796,0.644638808,0.6736,,,,,,,,,
0.05,7,0.853036292,0.5019,0.501053799,0.9034,0.644595077,0.8996,,,,,,,,,
0.01,16,0.865073662,0.5023,0.501277352,0.9026,0.644576162,0.898,,,,,,,,,
0.08,22,0.434423284,0.6184,0.60320781,0.692,0.644560358,0.4552,,,,,,,,,
0.15,29,0.281530722,0.6634,0.682855864,0.6102,0.644486692,0.2834,,,,,,,,,
0.2,10,0.311624147,0.6301,0.620529924,0.6698,0.644224295,0.4096,,,,,,,,,
0.14,25,0.226284585,0.6757,0.714425189,0.5854,0.643508849,0.234,,,,,,,,,
0.25,15,0.16636723,0.714,0.85453943,0.5158,0.643302569,0.0878,,,,,,,,,
0.15,2,0.874685591,0.4988,0.499336577,0.9032,0.643121618,0.9056,,,,,,,,,
0.24,3,0.286830758,0.658,0.672413793,0.6162,0.643080776,0.3002,,,,,,,,,
0.21,4,0.353215954,0.618,0.603508772,0.688,0.642990654,0.452,,,,,,,,,
0.29,2,0.46703198,0.6045,0.586036555,0.7118,0.642824889,0.5028,,,,,,,,,
0.18,15,0.310815667,0.6296,0.620670391,0.6666,0.642815815,0.4074,,,,,,,,,
0.28,14,0.140406037,0.7193,0.88379419,0.505,0.642738959,0.0664,,,,,,,,,
0.04,11,0.833812433,0.5309,0.519006028,0.8438,0.642699368,0.782,,,,,,,,,
0.03,97,0.588483651,0.5969,0.577137399,0.725,0.642673522,0.5312,,,,,,,,,
0.13,13,0.361660079,0.6192,0.605374823,0.6848,0.642642643,0.4464,,,,,,,,,
0.03,16,0.83039885,0.5009,0.500502176,0.897,0.642504119,0.8952,,,,,,,,,
0.45,2,0.15513834,0.7084,0.830374128,0.5238,0.642384106,0.107,,,,,,,,,
0.2,11,0.313780093,0.6268,0.616715758,0.67,0.642254601,0.4164,,,,,,,,,
0.03,6,0.857887172,0.5165,0.509695616,0.8674,0.642090458,0.8344,,,,,,,,,
0.04,6,0.84162774,0.5124,0.507192575,0.8744,0.641997063,0.8496,,,,,,,,,
0.24,1,0.84081926,0.5285,0.517452541,0.845,0.641853399,0.788,,,,,,,,,
0.03,7,0.85366511,0.5087,0.50499254,0.88,0.641726829,0.8626,,,,,,,,,
0.4,3,0.192597916,0.715,0.863913338,0.5104,0.641689716,0.0804,,,,,,,,,
0.01,18,0.870014373,0.5044,0.502492071,0.8872,0.64159676,0.8784,,,,,,,,,
0.19,10,0.234638879,0.6886,0.755832881,0.5572,0.641492056,0.18,,,,,,,,,
0.02,18,0.838573482,0.5066,0.503766263,0.8828,0.64147653,0.8696,,,,,,,,,
0.07,8,0.784135825,0.5073,0.504176679,0.8812,0.641385836,0.8666,,,,,,,,,
0.07,9,0.804527488,0.5142,0.508309925,0.8686,0.641317188,0.8402,,,,,,,,,
0.03,15,0.820158103,0.5031,0.501750819,0.8884,0.641305132,0.8822,,,,,,,,,
0.15,9,0.369026231,0.6141,0.599096752,0.6898,0.641256856,0.4616,,,,,,,,,
0.3,2,0.410258714,0.6123,0.596693646,0.693,0.641251041,0.4684,,,,,,,,,
0.02,20,0.807312253,0.5018,0.501013514,0.8898,0.641066282,0.8862,,,,,,,,,
0.24,8,0.225296443,0.6605,0.680053848,0.6062,0.641006662,0.2852,,,,,,,,,
0.06,4,0.837046353,0.4891,0.494095981,0.9122,0.640995011,0.934,,,,,,,,,
