self_radius,self_count,uc,accuracy,precision,recall,f1,far,,,,,,,,
0.7,2,0,0.5039,1,0.0078,0.015479262,0,,,,,,,,
0.56,22,0,0.5038,1,0.0076,0.015085351,0,,,,,,,,
0.26,90,0,0.5033,0.88372093,0.0076,0.015070395,0.001,,,,,,,,
0.24,83,0,0.5002,0.513513514,0.0076,0.014978321,0.0072,,,,,,,,
0.48,45,0,0.5037,1,0.0074,0.014691284,0,,,,,,,,
0.57,67,0,0.5037,1,0.0074,0.014691284,0,,,,,,,,
0.62,11,0,0.5037,1,0.0074,0.014691284,0,,,,,,,,
0.64,67,0,0.5037,1,0.0074,0.014691284,0,,,,,,,,
0.28,76,0,0.5035,0.948717949,0.0074,0.014685453,0.0004,,,,,,,,
0.35,80,0,0.5036,1,0.0072,0.014297061,0,,,,,,,,
0.44,70,0,0.5036,1,0.0072,0.014297061,0,,,,,,,,
0.68,13,0,0.5036,1,0.0072,0.014297061,0,,,,,,,,
0.76,1,0,0.503,0.857142857,0.0072,0.014280048,0.0012,,,,,,,,
0.32,73,0,0.5035,1,0.007,0.013902681,0,,,,,,,,
0.33,75,0,0.5035,1,0.007,0.013902681,0,,,,,,,,
0.5,67,0,0.5035,1,0.007,0.013902681,0,,,,,,,,
0.55,13,0,0.5035,1,0.007,0.013902681,0,,,,,,,,
0.27,93,0,0.5034,0.972222222,0.007,0.013899921,0.0002,,,,,,,,
0.31,75,0,0.5022,0.729166667,0.007,0.013866878,0.0026,,,,,,,,
0.32,93,0,0.5003,0.52238806,0.007,0.013814881,0.0064,,,,,,,,
0.42,44,0,0.5029,0.871794872,0.0068,0.013494741,0.001,,,,,,,,
0.29,77,0,0.5033,1,0.0066,0.013113451,0,,,,,,,,
0.33,100,0,0.5033,1,0.0066,0.013113451,0,,,,,,,,
0.41,63,0,0.5033,1,0.0066,0.013113451,0,,,,,,,,
0.43,40,0,0.5033,1,0.0066,0.013113451,0,,,,,,,,
0.58,7,0,0.5033,1,0.0066,0.013113451,0,,,,,,,,
0.58,36,0,0.5033,1,0.0066,0.013113451,0,,,,,,,,
0.3,94,0,0.5031,0.942857143,0.0066,0.013108242,0.0004,,,,,,,,
0.34,99,0,0.5032,1,0.0064,0.012718601,0,,,,,,,,
0.4,80,0,0.5032,1,0.0064,0.012718601,0,,,,,,,,
0.46,20,0,0.5032,1,0.0064,0.012718601,0,,,,,,,,
0.53,65,0,0.5032,1,0.0064,0.012718601,0,,,,,,,,
0.57,10,0,0.5032,1,0.0064,0.012718601,0,,,,,,,,
0.58,11,0,0.5032,1,0.0064,0.012718601,0,,,,,,,,
0.36,37,0,0.5031,1,0.0062,0.012323594,0,,,,,,,,
0.4,17,0,0.5031,1,0.0062,0.012323594,0,,,,,,,,
0.44,32,0,0.5031,1,0.0062,0.012323594,0,,,,,,,,
0.51,60,0,0.5031,1,0.0062,0.012323594,0,,,,,,,,
0.28,92,0,0.5029,0.939393939,0.0062,0.012318697,0.0004,,,,,,,,
0.22,99,0,0.5026,0.861111111,0.0062,0.012311358,0.001,,,,,,,,
0.46,29,0,0.5001,0.508196721,0.0062,0.012250543,0.006,,,,,,,,
0.39,62,0,0.503,1,0.006,0.011928429,0,,,,,,,,
0.42,61,0,0.503,1,0.006,0.011928429,0,,,,,,,,
0.3,80,0,0.5029,0.967741935,0.006,0.011926058,0.0002,,,,,,,,
0.3,78,0,0.5028,0.9375,0.006,0.011923688,0.0004,,,,,,,,
0.3,83,0,0.5028,0.9375,0.006,0.011923688,0.0004,,,,,,,,
0.29,90,0,0.5025,0.857142857,0.006,0.011916584,0.001,,,,,,,,
0.27,91,0,0.5021,0.769230769,0.006,0.011907124,0.0018,,,,,,,,
0.25,81,0,0.4992,0.441176471,0.006,0.01183899,0.0076,,,,,,,,
0.41,89,0,0.5029,1,0.0058,0.011533108,0,,,,,,,,
0.52,40,0,0.5029,1,0.0058,0.011533108,0,,,,,,,,
0.84,1,0,0.5029,1,0.0058,0.011533108,0,,,,,,,,
0.54,15,0,0.5024,0.852941176,0.0058,0.011521653,0.001,,,,,,,,
0.48,73,0,0.5028,1,0.0056,0.011137629,0,,,,,,,,
0.66,3,0,0.5028,1,0.0056,0.011137629,0,,,,,,,,
0.32,82,0,0.5026,0.933333333,0.0056,0.011133201,0.0004,,,,,,,,
0.42,31,0,0.5027,1,0.0054,0.010741993,0,,,,,,,,
0.43,30,0,0.5027,1,0.0054,0.010741993,0,,,,,,,,
0.43,31,0,0.5027,1,0.0054,0.010741993,0,,,,,,,,
0.46,55,0,0.5027,1,0.0054,0.010741993,0,,,,,,,,
0.46,60,0,0.5027,1,0.0054,0.010741993,0,,,,,,,,
0.36,93,0,0.5026,0.964285714,0.0054,0.010739857,0.0002,,,,,,,,
0.3,74,0,0.5025,0.931034483,0.0054,0.010737721,0.0004,,,,,,,,
0.3,99,0,0.5026,1,0.0052,0.0103462,0,,,,,,,,
0.49,31,0,0.5026,1,0.0052,0.0103462,0,,,,,,,,
0.51,54,0,0.5026,1,0.0052,0.0103462,0,,,,,,,,
0.51,62,0,0.5026,1,0.0052,0.0103462,0,,,,,,,,
0.61,37,0,0.5026,1,0.0052,0.0103462,0,,,,,,,,
0.27,84,0,0.5021,0.838709677,0.0052,0.010335917,0.001,,,,,,,,
0.55,69,0,0.5025,1,0.005,0.009950249,0,,,,,,,,
0.38,47,0,0.5023,0.925925926,0.005,0.00994629,0.0004,,,,,,,,
0.36,41,0,0.5014,0.694444444,0.005,0.009928515,0.0022,,,,,,,,
0.36,73,0,0.5024,1,0.0048,0.00955414,0,,,,,,,,
0.39,54,0,0.5024,1,0.0048,0.00955414,0,,,,,,,,
0.41,65,0,0.5024,1,0.0048,0.00955414,0,,,,,,,,
0.43,47,0,0.5024,1,0.0048,0.00955414,0,,,,,,,,
0.45,34,0,0.5024,1,0.0048,0.00955414,0,,,,,,,,
0.5,59,0,0.5024,1,0.0048,0.00955414,0,,,,,,,,
0.54,20,0,0.5024,1,0.0048,0.00955414,0,,,,,,,,
0.62,13,0,0.5024,1,0.0048,0.00955414,0,,,,,,,,
0.34,90,0,0.5023,0.96,0.0048,0.009552239,0.0002,,,,,,,,
0.42,43,0,0.4993,0.436363636,0.0048,0.009495549,0.0062,,,,,,,,
0.42,60,0,0.5023,1,0.0046,0.009157874,0,,,,,,,,
0.47,71,0,0.5023,1,0.0046,0.009157874,0,,,,,,,,
0.53,35,0,0.5023,1,0.0046,0.009157874,0,,,,,,,,
0.58,43,0,0.5023,1,0.0046,0.009157874,0,,,,,,,,
0.31,81,0,0.5021,0.92,0.0046,0.009154229,0.0004,,,,,,,,
0.43,6,0,0.5012,0.676470588,0.0046,0.009137863,0.0022,,,,,,,,
0.44,86,0,0.5022,1,0.0044,0.00876145,0,,,,,,,,
0.5,44,0,0.5022,1,0.0044,0.00876145,0,,,,,,,,
0.58,10,0,0.5022,1,0.0044,0.00876145,0,,,,,,,,
0.31,99,0,0.5021,1,0.0042,0.008364868,0,,,,,,,,
0.37,90,0,0.5021,1,0.0042,0.008364868,0,,,,,,,,
0.45,52,0,0.5021,1,0.0042,0.008364868,0,,,,,,,,
0.52,9,0,0.5021,1,0.0042,0.008364868,0,,,,,,,,
0.32,87,0,0.502,0.954545455,0.0042,0.008363202,0.0002,,,,,,,,
0.6,4,0,0.502,0.954545455,0.0042,0.008363202,0.0002,,,,,,,,
0.34,85,0,0.502,1,0.004,0.007968127,0,,,,,,,,
0.35,72,0,0.502,1,0.004,0.007968127,0,,,,,,,,
0.37,98,0,0.502,1,0.004,0.007968127,0,,,,,,,,
0.39,81,0,0.502,1,0.004,0.007968127,0,,,,,,,,
0.47,19,0,0.502,1,0.004,0.007968127,0,,,,,,,,
0.58,13,0,0.502,1,0.004,0.007968127,0,,,,,,,,
0.73,12,0,0.502,1,0.004,0.007968127,0,,,,,,,,
0.3,98,0,0.5019,0.952380952,0.004,0.007966541,0.0002,,,,,,,,
0.31,91,0,0.5012,0.714285714,0.004,0.007955449,0.0016,,,,,,,,
0.35,73,0,0.5019,1,0.0038,0.007571229,0,,,,,,,,
0.36,82,0,0.5019,1,0.0038,0.007571229,0,,,,,,,,
0.38,75,0,0.5019,1,0.0038,0.007571229,0,,,,,,,,
0.44,27,0,0.5019,1,0.0038,0.007571229,0,,,,,,,,
0.48,22,0,0.5019,1,0.0038,0.007571229,0,,,,,,,,
0.48,32,0,0.5019,1,0.0038,0.007571229,0,,,,,,,,
0.53,29,0,0.5019,1,0.0038,0.007571229,0,,,,,,,,
0.56,35,0,0.5019,1,0.0038,0.007571229,0,,,,,,,,
0.59,15,0,0.5019,1,0.0038,0.007571229,0,,,,,,,,
0.49,28,0,0.5016,0.863636364,0.0038,0.007566706,0.0006,,,,,,,,
0.48,59,0,0.5015,0.826086957,0.0038,0.0075652,0.0008,,,,,,,,
0.38,76,0,0.5018,1,0.0036,0.007174173,0,,,,,,,,
0.51,49,0,0.5018,1,0.0036,0.007174173,0,,,,,,,,
0.51,71,0,0.5018,1,0.0036,0.007174173,0,,,,,,,,
0.57,47,0,0.5018,1,0.0036,0.007174173,0,,,,,,,,
0.33,86,0,0.5017,0.947368421,0.0036,0.007172744,0.0002,,,,,,,,
0.32,80,0,0.5016,0.9,0.0036,0.007171315,0.0004,,,,,,,,
0.4,46,0,0.4904,0.136363636,0.0036,0.007014809,0.0228,,,,,,,,
0.42,99,0,0.5017,1,0.0034,0.006776958,0,,,,,,,,
0.54,8,0,0.5017,1,0.0034,0.006776958,0,,,,,,,,
0.66,12,0,0.5017,1,0.0034,0.006776958,0,,,,,,,,
0.74,55,0,0.5017,1,0.0034,0.006776958,0,,,,,,,,
0.28,81,0,0.5013,0.80952381,0.0034,0.006771559,0.0008,,,,,,,,
0.34,78,0,0.5011,0.739130435,0.0034,0.006768863,0.0012,,,,,,,,
0.29,85,0,0.5004,0.566666667,0.0034,0.006759443,0.0026,,,,,,,,
0.21,87,0,0.4983,0.333333333,0.0034,0.00673134,0.0068,,,,,,,,
0.29,88,0,0.5016,1,0.0032,0.006379585,0,,,,,,,,
0.35,76,0,0.5016,1,0.0032,0.006379585,0,,,,,,,,
0.38,77,0,0.5016,1,0.0032,0.006379585,0,,,,,,,,
0.42,62,0,0.5016,1,0.0032,0.006379585,0,,,,,,,,
0.5,30,0,0.5016,1,0.0032,0.006379585,0,,,,,,,,
0.5,34,0,0.5016,1,0.0032,0.006379585,0,,,,,,,,
0.52,41,0,0.5016,1,0.0032,0.006379585,0,,,,,,,,
0.57,6,0,0.5016,1,0.0032,0.006379585,0,,,,,,,,
0.42,48,0,0.5014,0.9375,0.003,0.005980861,0.0002,,,,,,,,
0.26,87,0,0.5011,0.789473684,0.003,0.005977286,0.0008,,,,,,,,
0.35,86,0,0.5014,1,0.0028,0.005584364,0,,,,,,,,
0.41,62,0,0.5014,1,0.0028,0.005584364,0,,,,,,,,
0.41,90,0,0.5014,1,0.0028,0.005584364,0,,,,,,,,
0.43,76,0,0.5014,1,0.0028,0.005584364,0,,,,,,,,
0.45,81,0,0.5014,1,0.0028,0.005584364,0,,,,,,,,
0.47,59,0,0.5014,1,0.0028,0.005584364,0,,,,,,,,
0.5,52,0,0.5014,1,0.0028,0.005584364,0,,,,,,,,
0.51,48,0,0.5014,1,0.0028,0.005584364,0,,,,,,,,
0.52,61,0,0.5014,1,0.0028,0.005584364,0,,,,,,,,
0.53,41,0,0.5014,1,0.0028,0.005584364,0,,,,,,,,
0.57,29,0,0.5014,1,0.0028,0.005584364,0,,,,,,,,
0.64,51,0,0.5014,1,0.0028,0.005584364,0,,,,,,,,
0.69,41,0,0.5014,1,0.0028,0.005584364,0,,,,,,,,
0.8,1,0,0.5014,1,0.0028,0.005584364,0,,,,,,,,
0.3,88,0,0.5013,0.933333333,0.0028,0.00558325,0.0002,,,,,,,,
0.3,93,0,0.5011,0.823529412,0.0028,0.005581025,0.0006,,,,,,,,
0.34,81,0,0.5013,1,0.0026,0.005186515,0,,,,,,,,
0.34,82,0,0.5013,1,0.0026,0.005186515,0,,,,,,,,
0.34,96,0,0.5013,1,0.0026,0.005186515,0,,,,,,,,
0.45,63,0,0.5013,1,0.0026,0.005186515,0,,,,,,,,
0.47,43,0,0.5013,1,0.0026,0.005186515,0,,,,,,,,
0.48,64,0,0.5013,1,0.0026,0.005186515,0,,,,,,,,
0.51,23,0,0.5013,1,0.0026,0.005186515,0,,,,,,,,
0.52,38,0,0.5013,1,0.0026,0.005186515,0,,,,,,,,
0.53,43,0,0.5013,1,0.0026,0.005186515,0,,,,,,,,
0.56,36,0,0.5013,1,0.0026,0.005186515,0,,,,,,,,
0.62,5,0,0.5013,1,0.0026,0.005186515,0,,,,,,,,
0.69,3,0,0.5013,1,0.0026,0.005186515,0,,,,,,,,
0.69,4,0,0.5013,1,0.0026,0.005186515,0,,,,,,,,
0.36,88,0,0.5012,1,0.0024,0.004788508,0,,,,,,,,
0.36,94,0,0.5012,1,0.0024,0.004788508,0,,,,,,,,
0.36,96,0,0.5012,1,0.0024,0.004788508,0,,,,,,,,
0.44,75,0,0.5012,1,0.0024,0.004788508,0,,,,,,,,
0.45,39,0,0.5012,1,0.0024,0.004788508,0,,,,,,,,
0.48,26,0,0.5012,1,0.0024,0.004788508,0,,,,,,,,
0.49,57,0,0.5012,1,0.0024,0.004788508,0,,,,,,,,
0.52,20,0,0.5012,1,0.0024,0.004788508,0,,,,,,,,
0.52,54,0,0.5012,1,0.0024,0.004788508,0,,,,,,,,
0.59,9,0,0.5012,1,0.0024,0.004788508,0,,,,,,,,
0.61,8,0,0.5012,1,0.0024,0.004788508,0,,,,,,,,
0.27,81,0,0.5011,0.923076923,0.0024,0.004787552,0.0002,,,,,,,,
0.38,30,0,0.5011,0.923076923,0.0024,0.004787552,0.0002,,,,,,,,
0.31,86,0,0.501,0.857142857,0.0024,0.004786598,0.0004,,,,,,,,
0.39,37,0,0.5007,0.705882353,0.0024,0.004783735,0.001,,,,,,,,
0.39,28,0,0.4983,0.292682927,0.0024,0.00476096,0.0058,,,,,,,,
0.35,83,0,0.5011,1,0.0022,0.004390341,0,,,,,,,,
0.38,73,0,0.5011,1,0.0022,0.004390341,0,,,,,,,,
0.43,45,0,0.5011,1,0.0022,0.004390341,0,,,,,,,,
0.49,26,0,0.5011,1,0.0022,0.004390341,0,,,,,,,,
0.5,64,0,0.5011,1,0.0022,0.004390341,0,,,,,,,,
0.51,42,0,0.5011,1,0.0022,0.004390341,0,,,,,,,,
0.54,70,0,0.5011,1,0.0022,0.004390341,0,,,,,,,,
0.58,37,0,0.5011,1,0.0022,0.004390341,0,,,,,,,,
0.61,6,0,0.5011,1,0.0022,0.004390341,0,,,,,,,,
0.64,10,0,0.5011,1,0.0022,0.004390341,0,,,,,,,,
0.66,6,0,0.5011,1,0.0022,0.004390341,0,,,,,,,,
0.71,5,0,0.5011,1,0.0022,0.004390341,0,,,,,,,,
0.89,12,0,0.5011,1,0.0022,0.004390341,0,,,,,,,,
0.32,96,0,0.501,0.916666667,0.0022,0.004389465,0.0002,,,,,,,,
0.38,60,0,0.5009,0.846153846,0.0022,0.00438859,0.0004,,,,,,,,
0.41,42,0,0.5009,0.846153846,0.0022,0.00438859,0.0004,,,,,,,,
0.26,100,0,0.5008,0.785714286,0.0022,0.004387714,0.0006,,,,,,,,
0.29,87,0,0.5008,0.785714286,0.0022,0.004387714,0.0006,,,,,,,,
0.35,36,0,0.501,1,0.002,0.003992016,0,,,,,,,,
0.36,90,0,0.501,1,0.002,0.003992016,0,,,,,,,,
0.42,58,0,0.501,1,0.002,0.003992016,0,,,,,,,,
0.43,34,0,0.501,1,0.002,0.003992016,0,,,,,,,,
0.48,33,0,0.501,1,0.002,0.003992016,0,,,,,,,,
0.48,37,0,0.501,1,0.002,0.003992016,0,,,,,,,,
0.48,61,0,0.501,1,0.002,0.003992016,0,,,,,,,,
0.49,36,0,0.501,1,0.002,0.003992016,0,,,,,,,,
0.5,18,0,0.501,1,0.002,0.003992016,0,,,,,,,,
0.5,20,0,0.501,1,0.002,0.003992016,0,,,,,,,,
0.52,17,0,0.501,1,0.002,0.003992016,0,,,,,,,,
0.53,19,0,0.501,1,0.002,0.003992016,0,,,,,,,,
0.54,63,0,0.501,1,0.002,0.003992016,0,,,,,,,,
0.57,5,0,0.501,1,0.002,0.003992016,0,,,,,,,,
0.59,10,0,0.501,1,0.002,0.003992016,0,,,,,,,,
0.61,13,0,0.501,1,0.002,0.003992016,0,,,,,,,,
0.33,96,0,0.5009,0.909090909,0.002,0.003991219,0.0002,,,,,,,,
0.36,71,0,0.5009,0.909090909,0.002,0.003991219,0.0002,,,,,,,,
0.31,92,0,0.4997,0.434782609,0.002,0.003981684,0.0026,,,,,,,,
0.35,78,0,0.5009,1,0.0018,0.003593532,0,,,,,,,,
0.37,80,0,0.5009,1,0.0018,0.003593532,0,,,,,,,,
0.38,86,0,0.5009,1,0.0018,0.003593532,0,,,,,,,,
0.42,70,0,0.5009,1,0.0018,0.003593532,0,,,,,,,,
0.43,65,0,0.5009,1,0.0018,0.003593532,0,,,,,,,,
0.44,22,0,0.5009,1,0.0018,0.003593532,0,,,,,,,,
0.5,40,0,0.5009,1,0.0018,0.003593532,0,,,,,,,,
0.52,64,0,0.5009,1,0.0018,0.003593532,0,,,,,,,,
0.53,15,0,0.5009,1,0.0018,0.003593532,0,,,,,,,,
0.56,53,0,0.5009,1,0.0018,0.003593532,0,,,,,,,,
0.59,47,0,0.5009,1,0.0018,0.003593532,0,,,,,,,,
0.62,35,0,0.5009,1,0.0018,0.003593532,0,,,,,,,,
0.28,94,0,0.5008,0.9,0.0018,0.003592814,0.0002,,,,,,,,
0.33,83,0,0.5007,0.818181818,0.0018,0.003592097,0.0004,,,,,,,,
0.32,77,0,0.5006,0.75,0.0018,0.003591381,0.0006,,,,,,,,
0.37,43,0,0.5003,0.6,0.0018,0.003589232,0.0012,,,,,,,,
0.29,95,0,0.4981,0.243243243,0.0018,0.003573556,0.0056,,,,,,,,
0.28,84,0,0.5008,1,0.0016,0.003194888,0,,,,,,,,
0.28,100,0,0.5008,1,0.0016,0.003194888,0,,,,,,,,
0.31,76,0,0.5008,1,0.0016,0.003194888,0,,,,,,,,
0.31,83,0,0.5008,1,0.0016,0.003194888,0,,,,,,,,
0.34,92,0,0.5008,1,0.0016,0.003194888,0,,,,,,,,
0.35,81,0,0.5008,1,0.0016,0.003194888,0,,,,,,,,
0.37,94,0,0.5008,1,0.0016,0.003194888,0,,,,,,,,
0.38,56,0,0.5008,1,0.0016,0.003194888,0,,,,,,,,
0.38,80,0,0.5008,1,0.0016,0.003194888,0,,,,,,,,
0.38,83,0,0.5008,1,0.0016,0.003194888,0,,,,,,,,
0.43,52,0,0.5008,1,0.0016,0.003194888,0,,,,,,,,
0.44,50,0,0.5008,1,0.0016,0.003194888,0,,,,,,,,
0.45,54,0,0.5008,1,0.0016,0.003194888,0,,,,,,,,
0.47,31,0,0.5008,1,0.0016,0.003194888,0,,,,,,,,
0.48,29,0,0.5008,1,0.0016,0.003194888,0,,,,,,,,
0.52,65,0,0.5008,1,0.0016,0.003194888,0,,,,,,,,
0.68,10,0,0.5008,1,0.0016,0.003194888,0,,,,,,,,
0.3,85,0,0.5007,0.888888889,0.0016,0.00319425,0.0002,,,,,,,,
0.32,91,0,0.5007,0.888888889,0.0016,0.00319425,0.0002,,,,,,,,
0.32,92,0,0.5007,0.888888889,0.0016,0.00319425,0.0002,,,,,,,,
0.32,99,0,0.5007,0.888888889,0.0016,0.00319425,0.0002,,,,,,,,
0.35,74,0,0.5007,0.888888889,0.0016,0.00319425,0.0002,,,,,,,,
0.33,82,0,0.5006,0.8,0.0016,0.003193613,0.0004,,,,,,,,
0.34,88,0,0.5006,0.8,0.0016,0.003193613,0.0004,,,,,,,,
0.29,100,0,0.5004,0.666666667,0.0016,0.003192338,0.0008,,,,,,,,
0.26,82,0,0.5002,0.571428571,0.0016,0.003191065,0.0012,,,,,,,,
0.49,11,0,0.4892,0.064516129,0.0016,0.00312256,0.0232,,,,,,,,
0.31,84,0,0.5007,1,0.0014,0.002796085,0,,,,,,,,
0.33,76,0,0.5007,1,0.0014,0.002796085,0,,,,,,,,
0.34,79,0,0.5007,1,0.0014,0.002796085,0,,,,,,,,
0.36,62,0,0.5007,1,0.0014,0.002796085,0,,,,,,,,
0.36,80,0,0.5007,1,0.0014,0.002796085,0,,,,,,,,
0.36,84,0,0.5007,1,0.0014,0.002796085,0,,,,,,,,
0.36,85,0,0.5007,1,0.0014,0.002796085,0,,,,,,,,
0.37,82,0,0.5007,1,0.0014,0.002796085,0,,,,,,,,
0.37,84,0,0.5007,1,0.0014,0.002796085,0,,,,,,,,
0.38,82,0,0.5007,1,0.0014,0.002796085,0,,,,,,,,
0.38,90,0,0.5007,1,0.0014,0.002796085,0,,,,,,,,
0.39,75,0,0.5007,1,0.0014,0.002796085,0,,,,,,,,
0.4,74,0,0.5007,1,0.0014,0.002796085,0,,,,,,,,
0.43,75,0,0.5007,1,0.0014,0.002796085,0,,,,,,,,
0.46,69,0,0.5007,1,0.0014,0.002796085,0,,,,,,,,
0.47,30,0,0.5007,1,0.0014,0.002796085,0,,,,,,,,
0.47,36,0,0.5007,1,0.0014,0.002796085,0,,,,,,,,
0.47,52,0,0.5007,1,0.0014,0.002796085,0,,,,,,,,
0.47,65,0,0.5007,1,0.0014,0.002796085,0,,,,,,,,
0.49,33,0,0.5007,1,0.0014,0.002796085,0,,,,,,,,
0.49,40,0,0.5007,1,0.0014,0.002796085,0,,,,,,,,
0.49,56,0,0.5007,1,0.0014,0.002796085,0,,,,,,,,
0.49,69,0,0.5007,1,0.0014,0.002796085,0,,,,,,,,
0.51,25,0,0.5007,1,0.0014,0.002796085,0,,,,,,,,
0.54,42,0,0.5007,1,0.0014,0.002796085,0,,,,,,,,
0.54,43,0,0.5007,1,0.0014,0.002796085,0,,,,,,,,
0.56,25,0,0.5007,1,0.0014,0.002796085,0,,,,,,,,
0.6,21,0,0.5007,1,0.0014,0.002796085,0,,,,,,,,
0.65,56,0,0.5007,1,0.0014,0.002796085,0,,,,,,,,
0.69,9,0,0.5007,1,0.0014,0.002796085,0,,,,,,,,
0.69,11,0,0.5007,1,0.0014,0.002796085,0,,,,,,,,
0.76,12,0,0.5007,1,0.0014,0.002796085,0,,,,,,,,
0.34,73,0,0.5006,0.875,0.0014,0.002795527,0.0002,,,,,,,,
0.34,80,0,0.5006,0.875,0.0014,0.002795527,0.0002,,,,,,,,
0.37,74,0,0.5006,0.875,0.0014,0.002795527,0.0002,,,,,,,,
0.24,81,0,0.495,0.109375,0.0014,0.002764613,0.0114,,,,,,,,
0.33,81,0,0.5006,1,0.0012,0.002397123,0,,,,,,,,
0.34,95,0,0.5006,1,0.0012,0.002397123,0,,,,,,,,
0.35,55,0,0.5006,1,0.0012,0.002397123,0,,,,,,,,
0.35,85,0,0.5006,1,0.0012,0.002397123,0,,,,,,,,
0.35,92,0,0.5006,1,0.0012,0.002397123,0,,,,,,,,
0.36,60,0,0.5006,1,0.0012,0.002397123,0,,,,,,,,
0.36,83,0,0.5006,1,0.0012,0.002397123,0,,,,,,,,
0.37,79,0,0.5006,1,0.0012,0.002397123,0,,,,,,,,
0.37,96,0,0.5006,1,0.0012,0.002397123,0,,,,,,,,
0.38,35,0,0.5006,1,0.0012,0.002397123,0,,,,,,,,
0.39,98,0,0.5006,1,0.0012,0.002397123,0,,,,,,,,
0.4,84,0,0.5006,1,0.0012,0.002397123,0,,,,,,,,
0.41,81,0,0.5006,1,0.0012,0.002397123,0,,,,,,,,
0.43,46,0,0.5006,1,0.0012,0.002397123,0,,,,,,,,
0.43,59,0,0.5006,1,0.0012,0.002397123,0,,,,,,,,
0.44,36,0,0.5006,1,0.0012,0.002397123,0,,,,,,,,
0.44,78,0,0.5006,1,0.0012,0.002397123,0,,,,,,,,
0.45,31,0,0.5006,1,0.0012,0.002397123,0,,,,,,,,
0.45,41,0,0.5006,1,0.0012,0.002397123,0,,,,,,,,
0.46,39,0,0.5006,1,0.0012,0.002397123,0,,,,,,,,
0.46,71,0,0.5006,1,0.0012,0.002397123,0,,,,,,,,
0.48,48,0,0.5006,1,0.0012,0.002397123,0,,,,,,,,
0.52,59,0,0.5006,1,0.0012,0.002397123,0,,,,,,,,
0.54,25,0,0.5006,1,0.0012,0.002397123,0,,,,,,,,
0.55,71,0,0.5006,1,0.0012,0.002397123,0,,,,,,,,
0.58,5,0,0.5006,1,0.0012,0.002397123,0,,,,,,,,
0.6,35,0,0.5006,1,0.0012,0.002397123,0,,,,,,,,
0.68,2,0,0.5006,1,0.0012,0.002397123,0,,,,,,,,
0.69,2,0,0.5006,1,0.0012,0.002397123,0,,,,,,,,
0.79,1,0,0.5006,1,0.0012,0.002397123,0,,,,,,,,
0.28,91,0,0.5005,0.857142857,0.0012,0.002396645,0.0002,,,,,,,,
0.33,84,0,0.5005,0.857142857,0.0012,0.002396645,0.0002,,,,,,,,
0.34,75,0,0.5005,0.857142857,0.0012,0.002396645,0.0002,,,,,,,,
0.39,30,0,0.5005,0.857142857,0.0012,0.002396645,0.0002,,,,,,,,
0.29,91,0,0.5004,0.75,0.0012,0.002396166,0.0004,,,,,,,,
0.46,23,0,0.5004,0.75,0.0012,0.002396166,0.0004,,,,,,,,
0.32,89,0,0.5003,0.666666667,0.0012,0.002395688,0.0006,,,,,,,,
0.35,77,0,0.5002,0.6,0.0012,0.00239521,0.0008,,,,,,,,
0.42,20,0,0.5001,0.545454545,0.0012,0.002394732,0.001,,,,,,,,
0.48,50,0,0.4892,0.05,0.0012,0.00234375,0.0228,,,,,,,,
0.33,92,0,0.5005,1,0.001,0.001998002,0,,,,,,,,
0.34,98,0,0.5005,1,0.001,0.001998002,0,,,,,,,,
0.36,45,0,0.5005,1,0.001,0.001998002,0,,,,,,,,
0.36,98,0,0.5005,1,0.001,0.001998002,0,,,,,,,,
0.37,75,0,0.5005,1,0.001,0.001998002,0,,,,,,,,
0.37,77,0,0.5005,1,0.001,0.001998002,0,,,,,,,,
0.37,91,0,0.5005,1,0.001,0.001998002,0,,,,,,,,
0.38,78,0,0.5005,1,0.001,0.001998002,0,,,,,,,,
0.38,85,0,0.5005,1,0.001,0.001998002,0,,,,,,,,
0.38,97,0,0.5005,1,0.001,0.001998002,0,,,,,,,,
0.4,65,0,0.5005,1,0.001,0.001998002,0,,,,,,,,
0.41,32,0,0.5005,1,0.001,0.001998002,0,,,,,,,,
0.42,93,0,0.5005,1,0.001,0.001998002,0,,,,,,,,
0.44,79,0,0.5005,1,0.001,0.001998002,0,,,,,,,,
0.45,24,0,0.5005,1,0.001,0.001998002,0,,,,,,,,
0.45,100,0,0.5005,1,0.001,0.001998002,0,,,,,,,,
0.46,81,0,0.5005,1,0.001,0.001998002,0,,,,,,,,
0.47,21,0,0.5005,1,0.001,0.001998002,0,,,,,,,,
0.47,37,0,0.5005,1,0.001,0.001998002,0,,,,,,,,
0.47,92,0,0.5005,1,0.001,0.001998002,0,,,,,,,,
0.48,63,0,0.5005,1,0.001,0.001998002,0,,,,,,,,
0.48,68,0,0.5005,1,0.001,0.001998002,0,,,,,,,,
0.49,15,0,0.5005,1,0.001,0.001998002,0,,,,,,,,
0.5,100,0,0.5005,1,0.001,0.001998002,0,,,,,,,,
0.51,20,0,0.5005,1,0.001,0.001998002,0,,,,,,,,
0.52,46,0,0.5005,1,0.001,0.001998002,0,,,,,,,,
0.54,58,0,0.5005,1,0.001,0.001998002,0,,,,,,,,
0.55,22,0,0.5005,1,0.001,0.001998002,0,,,,,,,,
0.55,42,0,0.5005,1,0.001,0.001998002,0,,,,,,,,
0.55,43,0,0.5005,1,0.001,0.001998002,0,,,,,,,,
0.55,66,0,0.5005,1,0.001,0.001998002,0,,,,,,,,
