self_radius,self_count,uc,accuracy,precision,recall,f1,far,,,,,,,,
0.05,78,0.204545455,0.4951,0.49427971,0.4234,0.456102553,0.4332,,,,,,,,
0.08,34,0.113636364,0.4842,0.482366071,0.4322,0.455907173,0.4638,,,,,,,,
0.4,2,0,0.6246,0.828240253,0.3144,0.455784285,0.0652,,,,,,,,
0.01,100,0.181818182,0.4982,0.497867299,0.4202,0.455748373,0.4238,,,,,,,,
0.08,72,0.090909091,0.5634,0.605036448,0.3652,0.455475181,0.2384,,,,,,,,
0.08,66,0.159090909,0.5022,0.502658289,0.416,0.455241847,0.4116,,,,,,,,
0.19,30,0,0.6195,0.801311145,0.3178,0.455105256,0.0788,,,,,,,,
0.05,67,0.159090909,0.4792,0.477172959,0.4348,0.455002093,0.4764,,,,,,,,
0.45,13,0,0.6427,0.958842444,0.2982,0.454919908,0.0128,,,,,,,,
0.04,78,0.204545455,0.5096,0.512012012,0.4092,0.454868831,0.39,,,,,,,,
0.08,96,0.022727273,0.598,0.706576728,0.3352,0.454693435,0.1392,,,,,,,,
0.26,10,0,0.6144,0.776863504,0.321,0.45428814,0.0922,,,,,,,,
0.1,53,0.045454545,0.5401,0.55857435,0.3824,0.453995014,0.3022,,,,,,,,
0.2,24,0,0.6145,0.778588808,0.32,0.453579022,0.091,,,,,,,,
0.09,35,0.090909091,0.5063,0.507806691,0.4098,0.453569452,0.3972,,,,,,,,
0.2,25,0,0.618,0.797379032,0.3164,0.45303551,0.0804,,,,,,,,
0.43,2,0,0.6352,0.905275779,0.302,0.452909418,0.0316,,,,,,,,
0.09,41,0.136363636,0.5076,0.509519038,0.4068,0.452402135,0.3916,,,,,,,,
0.09,42,0,0.4527,0.452557673,0.4512,0.451877817,0.5458,,,,,,,,
0.07,62,0.159090909,0.4865,0.484543165,0.4232,0.451798868,0.4502,,,,,,,,
0.12,19,0.113636364,0.4772,0.474834437,0.4302,0.451416579,0.4758,,,,,,,,
0.05,43,0.159090909,0.4324,0.43670412,0.4664,0.45106383,0.6016,,,,,,,,
0.11,37,0,0.518,0.523847377,0.3954,0.450649647,0.3594,,,,,,,,
0.15,20,0.068181818,0.5554,0.589586028,0.3646,0.450568463,0.2538,,,,,,,,
0.09,69,0.090909091,0.5513,0.581042654,0.3678,0.450459277,0.2652,,,,,,,,
0.24,17,0,0.6327,0.894236482,0.301,0.450396529,0.0356,,,,,,,,
0.07,68,0.136363636,0.4915,0.489992936,0.4162,0.450091922,0.4332,,,,,,,,
0.11,56,0.022727273,0.5598,0.599600266,0.36,0.449887528,0.2404,,,,,,,,
0.08,63,0.113636364,0.5085,0.510806001,0.4018,0.449792903,0.3848,,,,,,,,
0.09,43,0.159090909,0.538,0.555981143,0.3774,0.449606862,0.3014,,,,,,,,
0.07,77,0.136363636,0.5355,0.551613841,0.3794,0.449579334,0.3084,,,,,,,,
0.14,59,0,0.6063,0.747554728,0.321,0.449139499,0.1084,,,,,,,,
0.07,88,0.045454545,0.543,0.565349544,0.372,0.448733414,0.286,,,,,,,,
0.14,37,0.022727273,0.5763,0.642191577,0.3446,0.448522712,0.192,,,,,,,,
0.11,51,0.068181818,0.5261,0.536320623,0.3854,0.448504597,0.3332,,,,,,,,
0.34,11,0,0.6311,0.888099467,0.3,0.448497533,0.0378,,,,,,,,
0.12,67,0.068181818,0.5958,0.705932932,0.3284,0.448266448,0.1368,,,,,,,,
0.11,39,0.090909091,0.5183,0.524603388,0.3902,0.447528386,0.3536,,,,,,,,
0.19,19,0.022727273,0.5822,0.660421546,0.3384,0.447500661,0.174,,,,,,,,
0.16,24,0,0.5146,0.519301957,0.3928,0.447278524,0.3636,,,,,,,,
0.01,96,0.227272727,0.4416,0.44267766,0.451,0.446800079,0.5678,,,,,,,,
0.15,21,0,0.5419,0.563969466,0.3694,0.446404834,0.2856,,,,,,,,
0.09,46,0.045454545,0.4728,0.469911504,0.4248,0.446218487,0.4792,,,,,,,,
0.02,88,0.318181818,0.4399,0.441228242,0.4512,0.44615841,0.5714,,,,,,,,
0.03,91,0.227272727,0.4816,0.478899083,0.4176,0.446153846,0.4544,,,,,,,,
0.15,59,0,0.6046,0.744621141,0.3184,0.446063323,0.1092,,,,,,,,
0.42,5,0,0.6401,0.967935872,0.2898,0.446052024,0.0096,,,,,,,,
0.09,55,0.25,0.5074,0.509511568,0.3964,0.445894263,0.3816,,,,,,,,
0.07,71,0.159090909,0.5136,0.517998941,0.3914,0.445887446,0.3642,,,,,,,,
0.06,95,0.136363636,0.516,0.521424746,0.3894,0.445843829,0.3574,,,,,,,,
0.1,39,0.113636364,0.5792,0.652777778,0.3384,0.44573235,0.18,,,,,,,,
0.08,62,0.136363636,0.5016,0.502006018,0.4004,0.445482866,0.3972,,,,,,,,
0.14,33,0,0.5633,0.610086957,0.3508,0.445460317,0.2242,,,,,,,,
0.09,54,0.068181818,0.5303,0.543672528,0.3772,0.445389066,0.3166,,,,,,,,
0.12,16,0.159090909,0.5399,0.560546282,0.3694,0.445328511,0.2896,,,,,,,,
0.15,27,0.045454545,0.5425,0.565485362,0.367,0.445118253,0.282,,,,,,,,
0.04,93,0.113636364,0.492,0.490370727,0.4074,0.445051344,0.4234,,,,,,,,
0.06,82,0.136363636,0.537,0.555389222,0.371,0.444844125,0.297,,,,,,,,
0.05,84,0.25,0.493,0.491529526,0.4062,0.444809461,0.4202,,,,,,,,
0.17,19,0.113636364,0.5583,0.598646362,0.3538,0.444751728,0.2372,,,,,,,,
0.12,21,0.159090909,0.5033,0.504186755,0.3974,0.444469299,0.3908,,,,,,,,
0.31,12,0,0.6218,0.837583149,0.3022,0.4441505,0.0586,,,,,,,,
0.26,12,0,0.6298,0.891908213,0.2954,0.443810096,0.0358,,,,,,,,
0.12,38,0.022727273,0.5396,0.560476481,0.367,0.443558134,0.2878,,,,,,,,
0.31,6,0,0.6265,0.870967742,0.297,0.44295302,0.044,,,,,,,,
0.3,11,0,0.6306,0.900613497,0.2936,0.442835596,0.0324,,,,,,,,
0.13,69,0,0.5663,0.619116062,0.3446,0.442759861,0.212,,,,,,,,
0.02,100,0.204545455,0.4885,0.486240727,0.4064,0.442749755,0.4294,,,,,,,,
0.06,90,0.113636364,0.5567,0.595939086,0.3522,0.442740415,0.2388,,,,,,,,
0.45,7,0,0.6323,0.914733542,0.2918,0.442456406,0.0272,,,,,,,,
0.42,14,0,0.636,0.945026178,0.2888,0.442401961,0.0168,,,,,,,,
0.11,40,0.159090909,0.5088,0.511554622,0.3896,0.442325159,0.372,,,,,,,,
0.3,10,0,0.6218,0.842134831,0.2998,0.442182891,0.0562,,,,,,,,
0.12,49,0,0.544,0.56931317,0.3614,0.442133594,0.2734,,,,,,,,
0.01,97,0.318181818,0.4604,0.45754717,0.4268,0.441639073,0.506,,,,,,,,
0.13,55,0.022727273,0.5761,0.64730933,0.3344,0.440986417,0.1822,,,,,,,,
0.13,62,0.022727273,0.5968,0.71880651,0.318,0.44093178,0.1244,,,,,,,,
0.12,66,0.045454545,0.5876,0.684343434,0.3252,0.440889371,0.15,,,,,,,,
0.25,26,0,0.6196,0.831853496,0.2998,0.44075272,0.0606,,,,,,,,
0.41,2,0,0.6291,0.895769467,0.2922,0.440657518,0.034,,,,,,,,
0.49,1,0,0.5821,0.666261644,0.329,0.440487348,0.1648,,,,,,,,
0.33,7,0.045454545,0.6245,0.863822326,0.2956,0.440470869,0.0466,,,,,,,,
0.43,8,0,0.6346,0.939869281,0.2876,0.44042879,0.0184,,,,,,,,
0.15,66,0.022727273,0.5813,0.66410981,0.329,0.440016049,0.1664,,,,,,,,
0.07,80,0.159090909,0.5543,0.591753971,0.3502,0.440005026,0.2416,,,,,,,,
0.11,68,0.090909091,0.5888,0.689581554,0.323,0.439934623,0.1454,,,,,,,,
0.13,48,0.022727273,0.5118,0.515911543,0.3826,0.4393661,0.359,,,,,,,,
0.17,45,0.022727273,0.5988,0.729128015,0.3144,0.439351593,0.1168,,,,,,,,
0.16,37,0.022727273,0.5949,0.713450292,0.3172,0.439152707,0.1274,,,,,,,,
0.09,59,0.136363636,0.5339,0.551223935,0.3648,0.439042003,0.297,,,,,,,,
0.17,42,0,0.5993,0.731684554,0.3136,0.439031219,0.115,,,,,,,,
0.03,74,0.181818182,0.4445,0.443263136,0.4336,0.438378324,0.5446,,,,,,,,
0.08,58,0.068181818,0.5179,0.524979068,0.3762,0.438308284,0.3404,,,,,,,,
0.1,70,0.090909091,0.5365,0.556136573,0.3616,0.438249909,0.2886,,,,,,,,
0.12,55,0.045454545,0.5685,0.628037383,0.336,0.437785016,0.199,,,,,,,,
0.34,14,0,0.6289,0.904075235,0.2884,0.437300986,0.0306,,,,,,,,
0.1,55,0.022727273,0.5099,0.513353116,0.3806,0.437119559,0.3608,,,,,,,,
0.11,58,0.045454545,0.5409,0.564858865,0.3562,0.436894395,0.2744,,,,,,,,
0.04,100,0.159090909,0.5387,0.560639298,0.3578,0.436820901,0.2804,,,,,,,,
0.17,18,0,0.5719,0.638216071,0.332,0.436784634,0.1882,,,,,,,,
0.21,29,0,0.6145,0.810634835,0.2988,0.436650592,0.0698,,,,,,,,
0.23,23,0.045454545,0.6188,0.836353341,0.2954,0.436594738,0.0578,,,,,,,,
0.53,3,0,0.6315,0.927225471,0.2854,0.436458174,0.0224,,,,,,,,
0.12,60,0,0.5807,0.665436654,0.3246,0.436348972,0.1632,,,,,,,,
0.32,8,0.022727273,0.6235,0.868217054,0.2912,0.436124008,0.0442,,,,,,,,
0.13,31,0.090909091,0.5192,0.527226319,0.3718,0.436077879,0.3334,,,,,,,,
0.1,59,0.113636364,0.5489,0.581527176,0.3488,0.436054507,0.251,,,,,,,,
0.14,27,0.022727273,0.5146,0.520244038,0.3752,0.435974901,0.346,,,,,,,,
0.17,39,0.090909091,0.5824,0.671809842,0.3222,0.435523114,0.1574,,,,,,,,
0.1,79,0,0.5699,0.633447881,0.3318,0.435490222,0.192,,,,,,,,
0.1,69,0.113636364,0.5519,0.588415673,0.3454,0.435286704,0.2416,,,,,,,,
0.02,93,0.136363636,0.4892,0.486646884,0.3936,0.435205661,0.4152,,,,,,,,
0.05,79,0.204545455,0.4801,0.476326433,0.4004,0.435075519,0.4402,,,,,,,,
0.1,38,0.090909091,0.4764,0.472339428,0.403,0.434923376,0.4502,,,,,,,,
0.23,25,0,0.6284,0.907360406,0.286,0.434914842,0.0292,,,,,,,,
0.11,61,0.068181818,0.4692,0.464936248,0.4084,0.43483816,0.47,,,,,,,,
0.04,97,0.272727273,0.525,0.536743092,0.3652,0.434658415,0.3152,,,,,,,,
0.13,46,0.068181818,0.5425,0.568747978,0.3516,0.434556915,0.2666,,,,,,,,
0.03,76,0.295454545,0.4571,0.453298498,0.4164,0.434066507,0.5022,,,,,,,,
0.06,73,0.159090909,0.5239,0.535033714,0.365,0.433955534,0.3172,,,,,,,,
0.16,59,0,0.6041,0.761164074,0.3034,0.433862434,0.0952,,,,,,,,
0.09,67,0.136363636,0.5659,0.623547057,0.3326,0.433807226,0.2008,,,,,,,,
0.16,17,0.090909091,0.5669,0.626274066,0.3318,0.433782194,0.198,,,,,,,,
0.46,2,0,0.6251,0.885872918,0.2872,0.433771334,0.037,,,,,,,,
0.08,84,0.136363636,0.5312,0.547589994,0.359,0.433679633,0.2966,,,,,,,,
0.56,9,0,0.6291,0.916720465,0.284,0.433653993,0.0258,,,,,,,,
0.11,45,0.068181818,0.4973,0.496510726,0.3842,0.433194272,0.3896,,,,,,,,
0.03,93,0.204545455,0.4976,0.496892802,0.3838,0.433085082,0.3886,,,,,,,,
0.09,65,0.136363636,0.4978,0.497148782,0.3836,0.433054866,0.388,,,,,,,,
0.15,48,0,0.6004,0.745117188,0.3052,0.433030647,0.1044,,,,,,,,
0.21,16,0,0.592,0.709471767,0.3116,0.433018344,0.1276,,,,,,,,
0.07,83,0.159090909,0.559,0.606268012,0.3366,0.43287037,0.2186,,,,,,,,
0.15,53,0.022727273,0.5969,0.730166271,0.3074,0.432653061,0.1136,,,,,,,,
0.14,53,0.045454545,0.5864,0.688811189,0.3152,0.432491767,0.1424,,,,,,,,
0.48,2,0,0.6289,0.918778428,0.2828,0.432482031,0.025,,,,,,,,
0.07,37,0.159090909,0.4331,0.432898696,0.4316,0.432248373,0.5654,,,,,,,,
0.09,37,0.090909091,0.4806,0.476615236,0.3954,0.432225623,0.4342,,,,,,,,
0.05,76,0.159090909,0.5684,0.631538462,0.3284,0.432105263,0.1916,,,,,,,,
0.13,36,0,0.5762,0.655004068,0.322,0.43175114,0.1696,,,,,,,,
0.17,49,0,0.6012,0.750992063,0.3028,0.431584949,0.1004,,,,,,,,
0.02,83,0.363636364,0.4392,0.43747429,0.4254,0.431352667,0.547,,,,,,,,
0.13,59,0.090909091,0.5436,0.5720423,0.3462,0.431348119,0.259,,,,,,,,
0.37,14,0,0.6278,0.914396887,0.282,0.431060838,0.0264,,,,,,,,
0.15,71,0,0.6062,0.776850886,0.298,0.430760335,0.0856,,,,,,,,
0.14,52,0,0.5926,0.714948932,0.308,0.430528376,0.1228,,,,,,,,
0.05,83,0.204545455,0.499,0.498682824,0.3786,0.43042292,0.3806,,,,,,,,
0.15,23,0.045454545,0.5294,0.545119705,0.3552,0.43012836,0.2964,,,,,,,,
0.11,99,0.090909091,0.5994,0.745069034,0.3022,0.429994308,0.1034,,,,,,,,
0.15,61,0,0.6049,0.77190254,0.2978,0.429787848,0.088,,,,,,,,
0.13,33,0.113636364,0.5159,0.522785899,0.3648,0.429732595,0.333,,,,,,,,
0.46,7,0,0.6267,0.910032362,0.2812,0.429640947,0.0278,,,,,,,,
0.08,98,0.113636364,0.5835,0.681600696,0.3134,0.429373887,0.1464,,,,,,,,
0.04,86,0.045454545,0.5036,0.50487013,0.3732,0.429162833,0.366,,,,,,,,
0.26,27,0.022727273,0.6093,0.796527401,0.2936,0.429051586,0.075,,,,,,,,
0.2,19,0,0.6014,0.756578947,0.299,0.428612385,0.0962,,,,,,,,
0.15,38,0,0.5721,0.64495376,0.3208,0.428476025,0.1766,,,,,,,,
0.4,4,0,0.6275,0.920792079,0.279,0.428242517,0.024,,,,,,,,
0.21,17,0,0.5903,0.708545035,0.3068,0.428192603,0.1262,,,,,,,,
0.38,6,0,0.6193,0.85998793,0.285,0.428120775,0.0464,,,,,,,,
0.14,47,0.068181818,0.5672,0.630841121,0.324,0.428118393,0.1896,,,,,,,,
0.16,26,0.022727273,0.5577,0.605561654,0.331,0.428035691,0.2156,,,,,,,,
0.09,70,0.113636364,0.5531,0.594383221,0.3344,0.428004608,0.2282,,,,,,,,
0.13,17,0.136363636,0.4385,0.436110534,0.4198,0.427799857,0.5428,,,,,,,,
0.03,94,0.181818182,0.4804,0.475980392,0.3884,0.427753304,0.4276,,,,,,,,
0.1,42,0.136363636,0.4851,0.48135169,0.3846,0.427570873,0.4144,,,,,,,,
0.11,35,0.022727273,0.5148,0.521301094,0.3622,0.427425065,0.3326,,,,,,,,
0.14,49,0.022727273,0.5808,0.674137931,0.3128,0.427322404,0.1512,,,,,,,,
0.13,58,0.045454545,0.5805,0.67311828,0.313,0.427303754,0.152,,,,,,,,
0.15,58,0.022727273,0.6022,0.762860082,0.2966,0.427131336,0.0922,,,,,,,,
0.06,74,0.136363636,0.5133,0.519059903,0.3622,0.426669808,0.3356,,,,,,,,
0.24,25,0,0.6099,0.804769828,0.2902,0.42657651,0.0704,,,,,,,,
0.47,14,0,0.6315,0.962052003,0.2738,0.426280554,0.0108,,,,,,,,
0.36,15,0.022727273,0.6275,0.928715535,0.2762,0.425774626,0.0212,,,,,,,,
0.16,33,0.022727273,0.5786,0.668092387,0.3124,0.425729081,0.1552,,,,,,,,
0.16,70,0.045454545,0.6025,0.76734481,0.2942,0.4253289,0.0892,,,,,,,,
0.1,98,0.022727273,0.5947,0.730862994,0.2998,0.425187917,0.1104,,,,,,,,
0.38,11,0,0.6252,0.912384717,0.277,0.424976987,0.0266,,,,,,,,
0.16,27,0.022727273,0.5294,0.54619736,0.3476,0.424835004,0.2888,,,,,,,,
0.21,20,0.068181818,0.6108,0.813703284,0.2874,0.424770913,0.0658,,,,,,,,
0.05,96,0.204545455,0.5031,0.504261754,0.3668,0.424684497,0.3606,,,,,,,,
0.17,21,0,0.5795,0.672152447,0.3104,0.424681899,0.1514,,,,,,,,
0.09,57,0.090909091,0.5356,0.557980456,0.3426,0.424535316,0.2714,,,,,,,,
0.07,100,0.068181818,0.5553,0.60146789,0.3278,0.42433657,0.2172,,,,,,,,
0.09,48,0.090909091,0.4936,0.491570074,0.3732,0.424283765,0.386,,,,,,,,
0.1,48,0.068181818,0.5149,0.521751825,0.3574,0.42421365,0.3276,,,,,,,,
0.22,24,0,0.5943,0.730562347,0.2988,0.424130589,0.1102,,,,,,,,
0.04,96,0.136363636,0.5156,0.522900763,0.3562,0.423744944,0.325,,,,,,,,
0.1,50,0,0.5022,0.503023639,0.366,0.423709192,0.3616,,,,,,,,
0.31,9,0,0.6187,0.86749226,0.2802,0.423582766,0.0428,,,,,,,,
0.21,24,0,0.6213,0.886551944,0.2782,0.423504339,0.0356,,,,,,,,
0.16,23,0.068181818,0.5339,0.554943274,0.3424,0.423500309,0.2746,,,,,,,,
0.09,29,0.159090909,0.4275,0.426395939,0.42,0.423173804,0.565,,,,,,,,
0.13,57,0,0.5727,0.651017865,0.3134,0.423113271,0.168,,,,,,,,
0.05,81,0.204545455,0.5136,0.519836639,0.3564,0.422876127,0.3292,,,,,,,,
0.08,79,0.022727273,0.5389,0.56507193,0.3378,0.422831393,0.26,,,,,,,,
0.14,51,0.045454545,0.5625,0.621170997,0.3204,0.422747064,0.1954,,,,,,,,
0.1,75,0,0.5866,0.700462963,0.3026,0.422625698,0.1294,,,,,,,,
0.56,3,0.045454545,0.6108,0.818757192,0.2846,0.422380528,0.063,,,,,,,,
0.18,28,0,0.5759,0.662110209,0.31,0.422285792,0.1582,,,,,,,,
0.15,44,0,0.5988,0.754115226,0.2932,0.422235023,0.0956,,,,,,,,
0.06,97,0.113636364,0.5536,0.598312546,0.3262,0.422210717,0.219,,,,,,,,
0.16,48,0,0.5801,0.676665196,0.3068,0.422182469,0.1466,,,,,,,,
0.04,99,0.090909091,0.5564,0.605459985,0.3238,0.421944227,0.211,,,,,,,,
0.14,38,0.022727273,0.549,0.587437545,0.3292,0.421943092,0.2312,,,,,,,,
0.08,89,0.068181818,0.578,0.669712794,0.3078,0.421759386,0.1518,,,,,,,,
0.35,10,0,0.6254,0.925951087,0.2726,0.421199011,0.0218,,,,,,,,
0.21,55,0,0.6232,0.909030544,0.2738,0.420842299,0.0274,,,,,,,,
0.14,39,0.022727273,0.5787,0.673119226,0.306,0.420734222,0.1486,,,,,,,,
0.12,34,0.090909091,0.5215,0.532985578,0.3474,0.420632038,0.3044,,,,,,,,
0.06,99,0.090909091,0.5473,0.584073942,0.3286,0.420581083,0.234,,,,,,,,
0.2,17,0.022727273,0.5694,0.64291598,0.3122,0.420301562,0.1734,,,,,,,,
0.19,54,0,0.6088,0.811569301,0.2834,0.4201008,0.0658,,,,,,,,
0.22,27,0,0.614,0.844202899,0.2796,0.420072115,0.0516,,,,,,,,
0.34,15,0,0.6103,0.820826062,0.2822,0.420002977,0.0616,,,,,,,,
0.02,95,0.25,0.4488,0.443136384,0.399,0.419911598,0.5014,,,,,,,,
0.03,89,0.204545455,0.4755,0.469685721,0.3796,0.419865059,0.4286,,,,,,,,
0.13,71,0,0.5903,0.719068413,0.2964,0.419770571,0.1158,,,,,,,,
0.15,41,0,0.5716,0.650800337,0.309,0.41903987,0.1658,,,,,,,,
0.18,62,0,0.6082,0.810562572,0.2824,0.418866805,0.066,,,,,,,,
0.04,83,0.159090909,0.487,0.483002092,0.3694,0.418631006,0.3954,,,,,,,,
0.3,13,0,0.6212,0.900264201,0.2726,0.418483267,0.0302,,,,,,,,
0.1,62,0.068181818,0.5417,0.57242098,0.3296,0.418327199,0.2462,,,,,,,,
0.19,18,0.022727273,0.6047,0.791643454,0.2842,0.418248712,0.0748,,,,,,,,
0.27,16,0,0.6235,0.919782461,0.2706,0.418173389,0.0236,,,,,,,,
0.07,97,0.159090909,0.5252,0.539873418,0.3412,0.418137255,0.2908,,,,,,,,
0.1,41,0.090909091,0.5038,0.505388542,0.3564,0.418015482,0.3488,,,,,,,,
0.1,68,0,0.538,0.564669843,0.3318,0.417989418,0.2558,,,,,,,,
0.11,46,0.113636364,0.5086,0.512492737,0.3528,0.417910448,0.3356,,,,,,,,
0.15,64,0,0.5901,0.720725135,0.2942,0.417838375,0.114,,,,,,,,
0.43,5,0,0.6236,0.922131148,0.27,0.41769802,0.0228,,,,,,,,
0.06,77,0.113636364,0.5404,0.569847856,0.3296,0.417638115,0.2488,,,,,,,,
0.36,11,0,0.6141,0.851076923,0.2766,0.417509434,0.0484,,,,,,,,
0.1,49,0.022727273,0.4915,0.488602843,0.3644,0.417459045,0.3814,,,,,,,,
0.06,91,0.159090909,0.5042,0.505989732,0.3548,0.417117329,0.3464,,,,,,,,
0.04,75,0.272727273,0.4555,0.448720903,0.3894,0.416961131,0.4784,,,,,,,,
0.17,63,0,0.6152,0.861355082,0.2746,0.416439187,0.0442,,,,,,,,
0.12,51,0.022727273,0.5622,0.6244,0.3122,0.416266667,0.1878,,,,,,,,
0.14,36,0,0.5234,0.536978508,0.3398,0.41621754,0.293,,,,,,,,
0.25,20,0,0.6089,0.820482637,0.2788,0.41618152,0.061,,,,,,,,
0.06,89,0.136363636,0.5044,0.506314581,0.3528,0.415841584,0.344,,,,,,,,
0.11,53,0.022727273,0.5487,0.589554983,0.3206,0.415338774,0.2232,,,,,,,,
0.09,56,0,0.482,0.476671851,0.3678,0.415217882,0.4038,,,,,,,,
0.18,27,0,0.5907,0.726863432,0.2906,0.415202172,0.1092,,,,,,,,
0.08,55,0.022727273,0.4621,0.454805628,0.3814,0.414880888,0.4572,,,,,,,,
0.11,74,0.068181818,0.5771,0.673258427,0.2996,0.41467128,0.1454,,,,,,,,
0.02,96,0.272727273,0.4649,0.457598454,0.3788,0.414487362,0.449,,,,,,,,
0.22,28,0,0.6116,0.842331288,0.2746,0.414177979,0.0514,,,,,,,,
0.02,92,0.136363636,0.4644,0.457025592,0.3786,0.414132575,0.4498,,,,,,,,
0.11,42,0.068181818,0.5043,0.506215669,0.3502,0.413996926,0.3416,,,,,,,,
0.1,60,0.136363636,0.5643,0.632032854,0.3078,0.413987895,0.1792,,,,,,,,
0.13,42,0.113636364,0.4987,0.49817056,0.354,0.413889863,0.3566,,,,,,,,
0.06,84,0.159090909,0.5383,0.566562391,0.326,0.413863146,0.2494,,,,,,,,
0.14,58,0.022727273,0.5848,0.703650336,0.293,0.413724936,0.1234,,,,,,,,
0.17,47,0,0.582,0.692669173,0.2948,0.413580247,0.1308,,,,,,,,
0.18,71,0,0.6061,0.808969132,0.2778,0.41357749,0.0656,,,,,,,,
0.04,91,0.227272727,0.4669,0.459525556,0.3758,0.413466828,0.442,,,,,,,,
0.15,68,0.022727273,0.5428,0.576592699,0.3222,0.413394919,0.2366,,,,,,,,
0.12,46,0.113636364,0.5303,0.550382441,0.331,0.413388285,0.2704,,,,,,,,
0.16,55,0,0.5635,0.630069644,0.3076,0.413385298,0.1806,,,,,,,,
0.05,94,0.159090909,0.501,0.501426127,0.3516,0.413355279,0.3496,,,,,,,,
0.21,13,0,0.5955,0.751978892,0.285,0.413343002,0.094,,,,,,,,
0.11,33,0.136363636,0.4793,0.47327653,0.3666,0.41316353,0.408,,,,,,,,
0.25,22,0,0.6158,0.875,0.2702,0.412897311,0.0386,,,,,,,,
0.1,31,0.045454545,0.455,0.44738073,0.3826,0.412462268,0.4726,,,,,,,,
0.14,57,0.022727273,0.5739,0.664441478,0.2986,0.412032565,0.1508,,,,,,,,
0.17,70,0,0.5951,0.752254642,0.2836,0.411909949,0.0934,,,,,,,,
0.25,28,0,0.6041,0.801041064,0.277,0.411651063,0.0688,,,,,,,,
0.08,95,0.113636364,0.5777,0.67862069,0.2952,0.411428571,0.1398,,,,,,,,
0.19,36,0,0.5994,0.775193798,0.28,0.411401704,0.0812,,,,,,,,
0.11,36,0.045454545,0.5028,0.504062681,0.3474,0.411318968,0.3418,,,,,,,,
0.06,86,0.181818182,0.5236,0.538163001,0.3328,0.411270391,0.2856,,,,,,,,
0.16,66,0,0.5934,0.74501574,0.284,0.411236606,0.0972,,,,,,,,
0.2,28,0,0.5753,0.670131044,0.2966,0.411201996,0.146,,,,,,,,
0.16,71,0,0.6037,0.799884326,0.2766,0.411056621,0.0692,,,,,,,,
0.18,21,0,0.576,0.67288444,0.2958,0.410947485,0.1438,,,,,,,,
0.1,88,0.045454545,0.5745,0.667717244,0.2966,0.410746434,0.1476,,,,,,,,
0.03,84,0.25,0.4482,0.440623567,0.3844,0.410596026,0.488,,,,,,,,
0.13,64,0,0.563,0.630488815,0.3044,0.410574589,0.1784,,,,,,,,
0.24,26,0,0.6029,0.796200345,0.2766,0.410568502,0.0708,,,,,,,,
0.09,72,0.045454545,0.5485,0.591199699,0.3144,0.410497454,0.2174,,,,,,,,
0.2,60,0,0.6019,0.790644609,0.2772,0.410484229,0.0734,,,,,,,,
0.13,54,0,0.5677,0.645092156,0.301,0.410473203,0.1656,,,,,,,,
0.15,34,0,0.5556,0.609535067,0.3094,0.410453701,0.1982,,,,,,,,
0.12,33,0.045454545,0.5267,0.544103072,0.3294,0.410365018,0.276,,,,,,,,
0.08,83,0.136363636,0.5544,0.606416275,0.31,0.410269984,0.2012,,,,,,,,
0.06,76,0.181818182,0.5275,0.545665892,0.3286,0.410185994,0.2736,,,,,,,,
0.38,7,0.022727273,0.6186,0.904502046,0.2652,0.410145376,0.028,,,,,,,,
0.19,24,0.045454545,0.592,0.740083507,0.2836,0.410063621,0.0996,,,,,,,,
0.27,23,0,0.6104,0.844139651,0.2708,0.410054512,0.05,,,,,,,,
0.48,3,0,0.621,0.924859551,0.2634,0.410024907,0.0214,,,,,,,,
0.04,88,0.136363636,0.4937,0.491203574,0.3518,0.409975527,0.3644,,,,,,,,
0.59,1,0,0.6209,0.924210526,0.2634,0.409961089,0.0216,,,,,,,,
0.32,15,0.045454545,0.561,0.625,0.305,0.409946237,0.183,,,,,,,,
0.13,66,0.068181818,0.5939,0.749601276,0.282,0.409824153,0.0942,,,,,,,,
0.25,21,0,0.6077,0.827355623,0.2722,0.409631302,0.0568,,,,,,,,
0.15,32,0,0.571,0.656663725,0.2976,0.40957886,0.1556,,,,,,,,
0.16,68,0,0.5916,0.739039666,0.2832,0.409485252,0.1,,,,,,,,
0.36,13,0,0.6211,0.927915194,0.2626,0.409353079,0.0204,,,,,,,,
0.12,70,0,0.5451,0.583487597,0.3152,0.409297494,0.225,,,,,,,,
0.12,69,0.022727273,0.5452,0.583765752,0.315,0.409197194,0.2246,,,,,,,,
0.18,42,0,0.598,0.771618625,0.2784,0.409171076,0.0824,,,,,,,,
0.11,82,0.022727273,0.5552,0.609177215,0.308,0.409139214,0.1976,,,,,,,,
0.18,34,0.022727273,0.6077,0.828553996,0.2716,0.409097756,0.0562,,,,,,,,
0.16,20,0.045454545,0.5338,0.558518006,0.3226,0.408975659,0.255,,,,,,,,
0.18,25,0,0.5953,0.757985923,0.28,0.408938221,0.0894,,,,,,,,
0.14,45,0.022727273,0.5724,0.662041182,0.2958,0.408902405,0.151,,,,,,,,
0.15,40,0.068181818,0.55,0.595712098,0.3112,0.408828166,0.2112,,,,,,,,
0.04,80,0.181818182,0.4582,0.449807877,0.3746,0.408773461,0.4582,,,,,,,,
0.23,7,0,0.5898,0.732161324,0.2832,0.408422267,0.1036,,,,,,,,
0.12,58,0.045454545,0.5498,0.595548734,0.3104,0.408098869,0.2108,,,,,,,,
