self_radius,self_count,uc,accuracy,precision,recall,f1,far
0.13,99,0.032590051,0.5725,0.750518314,0.2172,0.336900884,0.0722
0.3,32,0.027444254,0.6007,0.993143976,0.2028,0.336821126,0.0014
0.38,25,0,0.5995,0.978825794,0.2034,0.33681073,0.0044
0.26,66,0,0.5926,0.905429072,0.2068,0.336698144,0.0216
0.29,17,0,0.5973,0.954248366,0.2044,0.336682589,0.0098
0.27,36,0,0.5904,0.885008518,0.2078,0.336572724,0.027
0.13,96,0,0.5821,0.816012317,0.212,0.336561359,0.0478
0.1,94,0.121783877,0.5221,0.550158874,0.2424,0.336526447,0.1982
0.19,42,0.037735849,0.5515,0.646389994,0.2274,0.336440302,0.1244
0.31,36,0,0.5993,0.978784957,0.203,0.336259732,0.0044
0.15,87,0.104631218,0.5842,0.833597464,0.2104,0.33599489,0.042
0.35,6,0,0.5814,0.812596006,0.2116,0.335766423,0.0488
0.23,54,0.003430532,0.5976,0.961247637,0.2034,0.335754374,0.0082
0.27,57,0,0.5924,0.906690141,0.206,0.335723598,0.0212
0.3,17,0.003430532,0.596,0.944444444,0.204,0.335526316,0.012
0.22,56,0.025728988,0.5924,0.907407407,0.2058,0.33550701,0.021
0.29,55,0,0.5991,0.979670862,0.2024,0.335488149,0.0042
0.39,8,0,0.5979,0.965746908,0.203,0.335481739,0.0072
0.2,75,0.008576329,0.595,0.934186472,0.2044,0.335411881,0.0144
0.19,100,0,0.5988,0.976833977,0.2024,0.335321405,0.0048
0.24,24,0.008576329,0.5869,0.857613169,0.2084,0.33531778,0.0346
0.22,30,0.051457976,0.5491,0.637689288,0.2274,0.335249889,0.1292
0.28,25,0.072041166,0.585,0.842190016,0.2092,0.335148991,0.0392
0.15,93,0.027444254,0.5682,0.728246319,0.2176,0.335078534,0.0812
0.49,10,0.012006861,0.5971,0.958451369,0.203,0.335038785,0.0088
0.23,64,0.012006861,0.5927,0.912,0.2052,0.335020408,0.0198
0.6,8,0.017152659,0.6006,1,0.2012,0.334998335,0
0.42,28,0,0.6001,0.994076999,0.2014,0.334940961,0.0012
0.28,24,0,0.5969,0.957507082,0.2028,0.334708698,0.009
0.29,60,0,0.5976,0.966539197,0.2022,0.334435991,0.007
0.27,31,0,0.5964,0.953007519,0.2028,0.334432718,0.01
0.25,44,0.015437393,0.5855,0.848410758,0.2082,0.33435041,0.0372
0.28,55,0.015437393,0.5986,0.978640777,0.2016,0.334328358,0.0044
0.12,75,0.032590051,0.5743,0.766308244,0.2138,0.33432369,0.0652
0.15,90,0.048027444,0.5726,0.755633803,0.2146,0.334267913,0.0694
0.27,27,0.030874786,0.5908,0.896160558,0.2054,0.334201106,0.0238
0.3,34,0,0.5978,0.970192308,0.2018,0.33410596,0.0062
0.31,65,0,0.5972,0.963740458,0.202,0.333994709,0.0076
0.27,62,0,0.59,0.889273356,0.2056,0.333983106,0.0256
0.28,58,0.003430532,0.5991,0.98626104,0.201,0.333942515,0.0028
0.33,27,0,0.599,0.985294118,0.201,0.333887043,0.003
0.65,3,0.003430532,0.5957,0.947614593,0.2026,0.333827649,0.0112
0.27,33,0,0.5864,0.858208955,0.207,0.333548179,0.0342
0.16,74,0.034305317,0.5796,0.804281346,0.2104,0.333544705,0.0512
0.27,68,0,0.5995,0.993062438,0.2004,0.33349975,0.0014
0.12,86,0.02058319,0.5554,0.665868263,0.2224,0.333433283,0.1116
0.24,68,0.012006861,0.5889,0.880891174,0.2056,0.333387384,0.0278
0.09,88,0.048027444,0.5157,0.534657837,0.2422,0.333379215,0.2108
0.42,5,0,0.5975,0.970106075,0.2012,0.333278118,0.0062
0.32,20,0.030874786,0.5949,0.941395349,0.2024,0.333168724,0.0126
0.14,89,0.010291595,0.5884,0.877133106,0.2056,0.333117304,0.0288
0.16,85,0.036020583,0.592,0.911449016,0.2038,0.333115397,0.0198
0.15,79,0.056603774,0.5936,0.927787934,0.203,0.333114539,0.0158
0.16,79,0.006861063,0.5863,0.858686617,0.2066,0.333064646,0.034
0.35,50,0.008576329,0.5986,0.98523622,0.2002,0.332779255,0.003
0.56,2,0,0.5973,0.970048309,0.2008,0.332725766,0.0062
0.31,70,0,0.5979,0.977560976,0.2004,0.332614108,0.0046
0.15,85,0.015437393,0.5776,0.792168675,0.2104,0.332490518,0.0552
0.11,93,0.012006861,0.5443,0.621636463,0.2264,0.331916141,0.1378
0.22,41,0.02058319,0.5792,0.805084746,0.209,0.331851381,0.0506
0.3,30,0,0.5976,0.978431373,0.1996,0.331561462,0.0044
0.27,51,0.001715266,0.5963,0.963426372,0.2002,0.33151184,0.0076
0.22,60,0,0.5846,0.848434926,0.206,0.331509495,0.0368
0.11,86,0.022298456,0.5477,0.635127479,0.2242,0.331411678,0.1288
0.68,1,0.012006861,0.5903,0.900621118,0.203,0.331320385,0.0224
0.15,83,0,0.5857,0.858577406,0.2052,0.331234867,0.0338
0.65,1,0,0.5948,0.948015123,0.2006,0.331132387,0.011
0.13,80,0.02058319,0.5409,0.609769189,0.2272,0.331050561,0.1454
0.12,93,0.046312178,0.5544,0.663855422,0.2204,0.330930931,0.1116
0.29,53,0,0.5935,0.934883721,0.201,0.330864198,0.014
0.14,93,0.012006861,0.5698,0.744740533,0.2124,0.330532213,0.0728
0.18,77,0.022298456,0.5879,0.880519481,0.2034,0.330463038,0.0276
0.34,43,0,0.5984,0.992985972,0.1982,0.330443481,0.0014
0.16,88,0.030874786,0.58,0.814465409,0.2072,0.330357143,0.0472
0.32,60,0,0.5978,0.986083499,0.1984,0.33033633,0.0028
0.13,74,0.04974271,0.5463,0.630569656,0.2236,0.330134357,0.131
0.25,59,0.015437393,0.5933,0.93557423,0.2004,0.330093889,0.0138
0.1,91,0.010291595,0.5262,0.563223938,0.2334,0.330033937,0.181
0.34,22,0,0.5952,0.95681382,0.1994,0.330023171,0.009
0.14,85,0.053173242,0.5489,0.641084824,0.2222,0.330016337,0.1244
0.35,44,0,0.5975,0.984111221,0.1982,0.329948394,0.0032
0.1,84,0.116638079,0.5126,0.527704485,0.24,0.32994226,0.2148
0.23,65,0.02058319,0.5792,0.809375,0.2072,0.329936306,0.0488
0.1,78,0.073756432,0.491,0.482665639,0.2506,0.329910479,0.2686
0.26,63,0,0.5918,0.921100917,0.2008,0.329720854,0.0172
0.31,46,0.015437393,0.5962,0.969726563,0.1986,0.329681275,0.0062
0.37,25,0,0.5977,0.988011988,0.1978,0.329611731,0.0024
0.27,17,0,0.5855,0.861981372,0.2036,0.329396538,0.0326
0.35,21,0.010291595,0.5964,0.973477407,0.1982,0.329345297,0.0054
0.31,23,0,0.5887,0.892130858,0.2018,0.329146958,0.0244
0.34,24,0,0.5963,0.974384236,0.1978,0.328844555,0.0052
0.23,58,0.015437393,0.5971,0.984047856,0.1974,0.328835582,0.0032
0.28,51,0.001715266,0.5937,0.944919278,0.199,0.328762597,0.0116
0.3,61,0,0.5952,0.962135922,0.1982,0.328689884,0.0078
0.3,49,0.005145798,0.5968,0.98111332,0.1974,0.328671329,0.0038
0.09,99,0.034305317,0.5302,0.575575576,0.23,0.328665333,0.1696
0.13,84,0.032590051,0.5861,0.870163371,0.2024,0.328411488,0.0302
0.33,37,0.010291595,0.5979,0.997965412,0.1962,0.327929133,0.0004
0.13,88,0.034305317,0.5576,0.68204804,0.2158,0.327863871,0.1006
0.25,30,0,0.5823,0.83924155,0.2036,0.327699984,0.039
0.33,29,0.015437393,0.5925,0.935909519,0.1986,0.327668702,0.0136
0.23,71,0.012006861,0.5878,0.888495575,0.2008,0.327569331,0.0252
0.08,89,0.036020583,0.5115,0.525408749,0.2378,0.327412915,0.2148
0.3,47,0,0.5965,0.982982983,0.1964,0.327387898,0.0034
0.18,80,0.018867925,0.5784,0.809148265,0.2052,0.327377154,0.0484
0.24,73,0,0.5972,0.991902834,0.196,0.327321309,0.0016
0.19,77,0.015437393,0.5961,0.98001998,0.1962,0.326945509,0.004
0.26,46,0,0.593,0.946257198,0.1972,0.326381993,0.0112
0.51,7,0,0.5975,1,0.195,0.326359833,0
0.4,12,0,0.597,0.99389002,0.1952,0.32631227,0.0012
0.16,90,0.034305317,0.594,0.958089669,0.1966,0.326252904,0.0086
0.2,70,0.032590051,0.5844,0.86130137,0.2012,0.326199741,0.0324
0.3,18,0.032590051,0.5926,0.942638623,0.1972,0.32616606,0.012
0.41,5,0.118353345,0.5867,0.882612533,0.2,0.32610468,0.0266
0.3,42,0.02915952,0.5952,0.973161034,0.1958,0.326007326,0.0054
0.31,24,0.017152659,0.5949,0.970267592,0.1958,0.325844566,0.006
0.3,52,0,0.5924,0.9416826,0.197,0.325835263,0.0122
0.55,13,0,0.5973,1,0.1946,0.325799431,0
0.19,87,0.065180103,0.5806,0.830870279,0.2024,0.325506594,0.0412
0.16,89,0.017152659,0.5672,0.737288136,0.2088,0.325436409,0.0744
0.15,98,0.025728988,0.5848,0.867417678,0.2002,0.325316867,0.0306
0.31,21,0.02058319,0.586,0.878521127,0.1996,0.325293351,0.0276
0.14,72,0.013722127,0.5426,0.619797525,0.2204,0.325169667,0.1352
0.29,34,0.013722127,0.5907,0.925821596,0.1972,0.32514427,0.0158
0.2,74,0.003430532,0.5829,0.851569126,0.2008,0.324971678,0.035
0.34,26,0.015437393,0.5954,0.981818182,0.1944,0.324540902,0.0036
0.48,7,0.003430532,0.5957,0.986775178,0.194,0.324252047,0.0026
0.25,51,0.005145798,0.5849,0.872042068,0.199,0.324051457,0.0292
0.28,57,0.012006861,0.5886,0.907918969,0.1972,0.324022346,0.02
0.18,76,0.034305317,0.5902,0.924670433,0.1964,0.323985483,0.016
0.22,53,0.005145798,0.5768,0.804761905,0.2028,0.323961661,0.0492
0.33,44,0,0.5929,0.954946131,0.195,0.323866467,0.0092
0.31,17,0,0.5941,0.969092722,0.1944,0.323838081,0.0062
0.28,22,0.008576329,0.5791,0.823385119,0.2014,0.323638117,0.0432
0.35,13,0,0.5904,0.929657795,0.1956,0.323198942,0.0148
0.28,18,0.015437393,0.5866,0.890794224,0.1974,0.323182711,0.0242
0.15,80,0.003430532,0.5618,0.70963365,0.2092,0.323138709,0.0856
0.11,92,0.018867925,0.5485,0.645470906,0.2152,0.322783861,0.1182
0.17,78,0,0.5883,0.909175162,0.1962,0.322750452,0.0196
0.26,59,0.012006861,0.5923,0.952894995,0.1942,0.322644958,0.0096
0.29,23,0.02058319,0.5944,0.978701826,0.193,0.322418978,0.0042
0.33,17,0,0.591,0.939189189,0.1946,0.32239894,0.0126
0.34,60,0,0.5949,0.986666667,0.1924,0.322008368,0.0026
0.52,9,0,0.5936,0.97082495,0.193,0.321988655,0.0058
0.33,47,0,0.5935,0.969849246,0.193,0.321934946,0.006
0.35,51,0.012006861,0.5955,0.994818653,0.192,0.321877619,0.001
0.3,22,0.003430532,0.5781,0.81981982,0.2002,0.321813213,0.044
0.27,44,0,0.5928,0.962151394,0.1932,0.321785476,0.0076
0.27,69,0.001715266,0.594,0.976673428,0.1926,0.321750752,0.0046
0.28,33,0.012006861,0.5777,0.817142857,0.2002,0.321606426,0.0448
0.32,22,0,0.592,0.953648915,0.1934,0.321582973,0.0094
0.22,59,0.030874786,0.5565,0.68379961,0.2102,0.32155423,0.0972
0.35,12,0.04974271,0.5917,0.950835792,0.1934,0.321422636,0.01
0.29,57,0,0.5912,0.9453125,0.1936,0.321381142,0.0112
0.42,12,0,0.5831,0.86351706,0.1974,0.321341364,0.0312
0.32,69,0,0.5928,0.964,0.1928,0.321333333,0.0072
0.16,92,0,0.5874,0.905380334,0.1952,0.321158276,0.0204
0.29,18,0.039451115,0.5882,0.91369606,0.1948,0.321134191,0.0184
0.39,7,0.001715266,0.5866,0.897977941,0.1954,0.320959264,0.0222
0.28,41,0,0.5909,0.945151812,0.193,0.32054476,0.0112
0.32,28,0.003430532,0.5858,0.891423358,0.1954,0.320538058,0.0238
0.46,11,0,0.594,0.982546201,0.1914,0.32038835,0.0034
0.35,24,0,0.593,0.970647773,0.1918,0.320307281,0.0058
0.17,85,0.024013722,0.5884,0.919354839,0.1938,0.32011893,0.017
0.15,92,0.015437393,0.5723,0.780449961,0.2012,0.319923676,0.0566
0.37,14,0,0.5948,0.994780793,0.1906,0.319906009,0.001
0.47,38,0,0.5909,0.947783251,0.1924,0.319866999,0.0106
0.34,20,0.022298456,0.5919,0.95995996,0.1918,0.319719953,0.008
0.1,90,0.056603774,0.4897,0.479391757,0.2396,0.319509268,0.2602
0.34,36,0,0.5948,0.996855346,0.1902,0.31944911,0.0006
0.55,7,0.008576329,0.595,1,0.19,0.319327731,0
0.31,53,0,0.5919,0.961809045,0.1914,0.319266055,0.0076
0.3,39,0.001715266,0.5923,0.966632963,0.1912,0.319251962,0.0066
0.27,46,0,0.5832,0.870766488,0.1954,0.31917674,0.029
0.27,54,0.015437393,0.592,0.963709677,0.1912,0.319092123,0.0072
0.41,21,0.012006861,0.5926,0.971486762,0.1908,0.318956871,0.0056
0.36,26,0.012006861,0.5846,0.885245902,0.1944,0.318793047,0.0252
0.78,3,0,0.594,0.989583333,0.19,0.318791946,0.002
0.24,54,0,0.5882,0.922413793,0.1926,0.318663137,0.0162
0.08,96,0.04974271,0.5004,0.500857633,0.2336,0.318603382,0.2328
0.32,55,0,0.5946,0.998945148,0.1894,0.318426362,0.0002
0.25,65,0,0.5888,0.930232558,0.192,0.318302387,0.0144
0.28,39,0.010291595,0.5892,0.934697856,0.1918,0.318287421,0.0134
0.27,52,0.008576329,0.5808,0.851916376,0.1956,0.318152245,0.034
0.15,84,0,0.5816,0.85915493,0.1952,0.318122555,0.032
0.27,42,0,0.5835,0.877145438,0.1942,0.317995743,0.0272
0.34,40,0,0.5936,0.988517745,0.1894,0.31789191,0.0022
0.19,78,0.012006861,0.5836,0.878623188,0.194,0.317824377,0.0268
0.34,41,0,0.5926,0.976337449,0.1898,0.317816477,0.0046
0.54,11,0,0.5944,1,0.1888,0.317631225,0
0.21,96,0,0.5935,0.988505747,0.1892,0.317609535,0.0022
0.16,78,0.070325901,0.5804,0.850174216,0.1952,0.317501627,0.0344
0.36,42,0,0.5923,0.974306269,0.1896,0.317428428,0.005
0.14,88,0.02915952,0.548,0.647965475,0.2102,0.317426759,0.1142
0.29,63,0,0.5934,0.990546218,0.1886,0.31686828,0.0018
0.58,3,0.013722127,0.591,0.961460446,0.1896,0.316739058,0.0076
0.24,45,0,0.5819,0.865951743,0.1938,0.316718418,0.03
0.14,81,0,0.558,0.697547684,0.2048,0.316635745,0.0888
0.56,1,0,0.583,0.877272727,0.193,0.316393443,0.027
0.1,72,0.056603774,0.4788,0.459603659,0.2412,0.31636936,0.2836
0.26,64,0,0.5876,0.924418605,0.1908,0.316312997,0.0156
0.3,60,0,0.5912,0.966257669,0.189,0.316159251,0.0066
0.32,41,0,0.5845,0.893023256,0.192,0.316049383,0.023
0.33,24,0,0.5908,0.962321792,0.189,0.315947844,0.0074
0.33,35,0,0.5929,0.988433228,0.188,0.315913292,0.0022
0.32,23,0.04974271,0.578,0.83390411,0.1948,0.315823606,0.0388
0.2,58,0,0.5655,0.742772424,0.2004,0.315640258,0.0694
0.13,100,0,0.5779,0.834334764,0.1944,0.315328467,0.0386
0.31,41,0,0.5926,0.987368421,0.1876,0.315294118,0.0024
0.31,64,0,0.5929,0.991534392,0.1874,0.315222876,0.0016
0.36,18,0,0.592,0.980167015,0.1878,0.315206445,0.0038
0.3,46,0.006861063,0.5905,0.962206333,0.1884,0.31510286,0.0074
0.34,66,0,0.5932,0.996801706,0.187,0.314920849,0.0006
0.41,54,0,0.5934,1,0.1868,0.31479609,0
0.32,25,0,0.5853,0.905803996,0.1904,0.314658734,0.0198
0.19,76,0,0.5838,0.891588785,0.1908,0.314332784,0.0232
0.29,21,0.025728988,0.5741,0.8059455,0.1952,0.314281114,0.047
0.32,42,0,0.5915,0.978056426,0.1872,0.31425214,0.0042
0.32,43,0,0.5927,0.993610224,0.1866,0.314194309,0.0012
0.6,3,0,0.5918,0.982142857,0.187,0.314180108,0.0034
0.28,35,0,0.5922,0.987315011,0.1868,0.31416078,0.0024
0.3,51,0.034305317,0.5904,0.965020576,0.1876,0.314132619,0.0068
0.24,43,0,0.5673,0.757459832,0.198,0.313936896,0.0634
0.32,18,0.015437393,0.5917,0.98212408,0.1868,0.313896824,0.0034
0.12,89,0.006861063,0.5414,0.623067776,0.2096,0.313678539,0.1268
0.38,39,0,0.591,0.974947808,0.1868,0.31352803,0.0048
0.35,26,0.015437393,0.5803,0.860736748,0.1916,0.313430394,0.031
0.37,24,0.003430532,0.5929,1,0.1858,0.313374937,0
0.26,37,0.015437393,0.5695,0.773837667,0.1964,0.313287606,0.0574
0.42,7,0,0.5878,0.938123752,0.188,0.313228924,0.0124
0.45,6,0.030874786,0.5837,0.894439208,0.1898,0.313149645,0.0224
0.33,23,0,0.5909,0.97591623,0.1864,0.313014274,0.0046
0.14,100,0.024013722,0.5653,0.746043708,0.198,0.312944523,0.0674
0.12,98,0.066895369,0.5496,0.65958816,0.205,0.312786085,0.1058
0.32,52,0,0.5918,0.989339019,0.1856,0.312563153,0.002
0.28,63,0,0.5921,0.993569132,0.1854,0.312489466,0.0012
0.18,100,0.001715266,0.5906,0.974842767,0.186,0.312395029,0.0048
0.15,75,0.001715266,0.5772,0.836236934,0.192,0.312296682,0.0376
0.31,35,0,0.5901,0.969760167,0.186,0.312132908,0.0058
0.26,61,0.010291595,0.5854,0.916179337,0.188,0.311981414,0.0172
0.26,30,0.010291595,0.5752,0.820272572,0.1926,0.311953353,0.0422
0.15,94,0.001715266,0.5776,0.840949033,0.1914,0.311827957,0.0362
0.29,43,0,0.5889,0.956834532,0.1862,0.311736146,0.0084
0.15,81,0.001715266,0.5841,0.903938521,0.1882,0.311537825,0.02
0.5,4,0,0.5858,0.922244094,0.1874,0.31150266,0.0158
0.49,8,0.02058319,0.5897,0.967674661,0.1856,0.311461655,0.0062
0.15,72,0.04974271,0.5039,0.508843537,0.2244,0.311450382,0.2166
0.16,76,0.012006861,0.5566,0.696801113,0.2004,0.311276794,0.0872
0.13,87,0.063464837,0.5362,0.604503464,0.2094,0.311051693,0.137
0.32,30,0,0.5875,0.943262411,0.1862,0.311007182,0.0112
0.54,8,0,0.5918,0.996753247,0.1842,0.310938555,0.0006
0.31,71,0,0.5859,0.926514399,0.1866,0.310637589,0.0148
0.29,28,0.154373928,0.5718,0.796694215,0.1928,0.310466989,0.0492
0.16,81,0.012006861,0.5834,0.900961538,0.1874,0.310264901,0.0206
0.39,11,0.001715266,0.59,0.976694915,0.1844,0.310228802,0.0044
0.34,27,0,0.5908,0.988172043,0.1838,0.30994941,0.0022
0.59,6,0,0.5915,0.997823721,0.1834,0.309849637,0.0004
0.55,9,0.015437393,0.5914,0.99673913,0.1834,0.309797297,0.0006
0.33,34,0,0.5909,0.990291262,0.1836,0.309768854,0.0018
0.68,3,0,0.5908,0.990280778,0.1834,0.309483631,0.0018
0.39,53,0,0.5913,0.997818975,0.183,0.309278351,0.0004
0.37,40,0,0.5901,0.983888292,0.1832,0.308885517,0.003
0.32,36,0,0.5846,0.918811881,0.1856,0.308818636,0.0164
0.32,68,0,0.5907,0.992399566,0.1828,0.308731633,0.0014
0.25,32,0.015437393,0.5735,0.814371257,0.1904,0.308639974,0.0434
0.18,85,0.04974271,0.5868,0.945585216,0.1842,0.308336123,0.0106
0.11,84,0.090909091,0.5145,0.535908866,0.2164,0.308306026,0.1874
0.1,86,0.041166381,0.4777,0.45629165,0.2328,0.308303536,0.2774
0.34,46,0.001715266,0.591,1,0.182,0.307952623,0
0.43,24,0,0.5896,0.98172043,0.1826,0.307925801,0.0034
0.27,39,0,0.5863,0.941658137,0.184,0.307846746,0.0114
0.29,61,0,0.5903,0.991294886,0.1822,0.307822267,0.0016
0.28,47,0,0.5901,0.989142237,0.1822,0.307718291,0.002
0.37,36,0,0.5908,0.998901099,0.1818,0.307614213,0.0002
0.2,96,0,0.5825,0.902439024,0.185,0.307053942,0.02
0.14,83,0.010291595,0.5684,0.778501629,0.1912,0.307000642,0.0544
0.46,13,0,0.5899,0.990185387,0.1816,0.306912287,0.0018
0.38,30,0,0.5898,0.990174672,0.1814,0.306626099,0.0018
0.27,65,0,0.5843,0.92361809,0.1838,0.306588824,0.0152
0.16,84,0.02058319,0.5611,0.729872084,0.194,0.306525517,0.0718
0.3,65,0,0.5896,0.988017429,0.1814,0.306522474,0.0022
0.17,91,0,0.5873,0.958990536,0.1824,0.306503109,0.0078
0.24,66,0.010291595,0.5832,0.911881188,0.1842,0.306489185,0.0178
0.13,90,0,0.5423,0.632435817,0.202,0.306199788,0.1174
0.27,26,0,0.5842,0.924395161,0.1834,0.306074766,0.015
0.31,44,0,0.5877,0.965993624,0.1818,0.306009089,0.0064
0.26,58,0,0.5871,0.95890411,0.182,0.30593377,0.0078
0.35,52,0,0.5892,0.98583878,0.181,0.30584657,0.0026
0.18,92,0,0.5856,0.94214876,0.1824,0.305630027,0.0112
0.5,7,0,0.5892,0.987964989,0.1806,0.305377071,0.0022
0.31,67,0,0.5894,0.991208791,0.1804,0.305245347,0.0016
0.48,14,0.003430532,0.5884,0.978354978,0.1808,0.30519919,0.004
0.34,50,0,0.59,1,0.18,0.305084746,0
0.2,79,0.008576329,0.5833,0.921985816,0.182,0.303991983,0.0154
0.31,22,0.132075472,0.5846,0.936983471,0.1814,0.303954424,0.0122
0.17,97,0.02058319,0.5789,0.87607245,0.1838,0.303851876,0.026
0.16,82,0.02058319,0.5642,0.754761905,0.1902,0.303833866,0.0618
0.29,44,0,0.5747,0.836789901,0.1856,0.303814045,0.0362
0.19,82,0.030874786,0.5818,0.906560636,0.1824,0.303696304,0.0188
0.27,67,0,0.5863,0.958554729,0.1804,0.303652584,0.0078
0.48,6,0,0.5872,0.969827586,0.18,0.303643725,0.0056
0.29,66,0,0.5885,0.987872106,0.1792,0.303368884,0.0022
0.27,61,0,0.5854,0.950421941,0.1802,0.302958978,0.0094
0.33,51,0,0.5879,0.982436883,0.179,0.302825241,0.0032
0.16,87,0.025728988,0.5683,0.786733837,0.1874,0.302697464,0.0508
0.2,73,0,0.583,0.924335378,0.1808,0.302442288,0.0148
0.2,98,0.003430532,0.5834,0.929012346,0.1806,0.302411253,0.0138
0.17,100,0,0.5833,0.928939238,0.1804,0.302126947,0.0138
0.32,26,0.005145798,0.5777,0.869647954,0.1828,0.302098827,0.0274
0.31,66,0,0.5878,0.984547461,0.1784,0.302065696,0.0028
0.49,9,0,0.5876,0.982378855,0.1784,0.301963439,0.0032
0.33,60,0,0.5885,0.994413408,0.178,0.301950806,0.001
0.52,6,0,0.5881,0.989988877,0.178,0.301746059,0.0018
0.45,61,0,0.5888,1,0.1776,0.301630435,0
0.28,62,0,0.5883,0.993296089,0.1778,0.301611535,0.0012
0.29,41,0,0.5861,0.965405405,0.1786,0.301434599,0.0064
0.23,74,0,0.5878,0.987777778,0.1778,0.301355932,0.0022
0.28,71,0,0.5864,0.969565217,0.1784,0.301351351,0.0056
0.29,64,0,0.5826,0.924897119,0.1798,0.301071668,0.0146
0.37,30,0,0.5885,1,0.177,0.300764656,0
0.39,33,0,0.5884,0.998871332,0.177,0.300713558,0.0002
0.34,71,0,0.5871,0.984427141,0.177,0.300050856,0.0028
0.23,70,0.10806175,0.5651,0.769230769,0.186,0.299565147,0.0558
0.35,41,0,0.5771,0.872463768,0.1806,0.29925435,0.0264
0.71,1,0,0.5866,0.982182628,0.1764,0.299084435,0.0032
0.34,16,0,0.5874,0.993227991,0.176,0.299014611,0.0012
0.35,60,0,0.5857,0.972436604,0.1764,0.298628746,0.005
0.28,66,0,0.582,0.927974948,0.1778,0.298422289,0.0138
0.17,88,0.034305317,0.5776,0.881139489,0.1794,0.298105683,0.0242
0.26,38,0,0.5785,0.890547264,0.179,0.298084929,0.022
0.15,86,0.015437393,0.5764,0.869439072,0.1798,0.297978124,0.027
0.27,32,0.001715266,0.5843,0.957654723,0.1764,0.297922648,0.0078
0.17,99,0.015437393,0.5713,0.822624434,0.1818,0.297788698,0.0392
0.36,21,0,0.5868,0.990950226,0.1752,0.297756628,0.0016
0.47,16,0,0.5873,0.998857143,0.1748,0.297531915,0.0002
0.18,90,0.02058319,0.5731,0.839368617,0.1808,0.297515221,0.0346
0.3,53,0,0.5835,0.951351351,0.176,0.297046414,0.009
0.41,29,0,0.5862,0.986455982,0.1748,0.296975875,0.0024
0.24,64,0.010291595,0.5827,0.942245989,0.1762,0.296882898,0.0108
0.34,21,0.025728988,0.5735,0.846371348,0.1796,0.296320739,0.0326
0.24,74,0,0.5842,0.963656388,0.175,0.296208531,0.0066
0.42,10,0.001715266,0.5864,0.993150685,0.174,0.296119809,0.0012
0.3,55,0,0.5821,0.93810032,0.1758,0.296109146,0.0116
0.15,89,0.001715266,0.5564,0.716589862,0.1866,0.296096477,0.0738
0.33,56,0,0.5865,0.995418099,0.1738,0.29593053,0.0008
0.18,79,0,0.5746,0.858653846,0.1786,0.295695364,0.0294
0.12,85,0,0.5236,0.566893424,0.2,0.295683028,0.1528
0.41,18,0,0.5764,0.877470356,0.1776,0.295409182,0.0248
0.34,5,0.017152659,0.5801,0.917622523,0.176,0.295351569,0.0158
0.36,64,0,0.5851,0.979706877,0.1738,0.295226771,0.0036
0.32,39,0,0.5832,0.956140351,0.1744,0.294993234,0.008
0.16,97,0.022298456,0.5709,0.826728111,0.1794,0.294823336,0.0376
0.17,93,0,0.5739,0.855630414,0.1778,0.294419606,0.03
0.32,62,0,0.5862,0.998842593,0.1726,0.294338336,0.0002
0.27,71,0,0.5813,0.937567277,0.1742,0.293810086,0.0116
0.64,2,0.015437393,0.5861,1,0.1722,0.293806518,0
0.33,16,0,0.585,0.985159817,0.1726,0.293737236,0.0026
0.27,20,0,0.5675,0.800534283,0.1798,0.293646905,0.0448
0.31,29,0,0.5778,0.900205761,0.175,0.293034159,0.0194
0.27,53,0,0.5823,0.953693495,0.173,0.292872863,0.0084
0.29,26,0.02058319,0.5796,0.922505308,0.1738,0.29249411,0.0146
0.53,9,0.02915952,0.5842,0.980593607,0.1718,0.292375766,0.0034
0.44,71,0,0.5856,1,0.1712,0.292349727,0
0.29,69,0,0.5843,0.982817869,0.1716,0.292184573,0.003
0.31,40,0,0.5832,0.968468468,0.172,0.292119565,0.0056
0.33,55,0.010291595,0.581,0.943107221,0.1724,0.291511667,0.0104
0.52,5,0.003430532,0.5853,1,0.1706,0.291474458,0
0.37,53,0,0.5847,0.993015134,0.1706,0.291175969,0.0012
0.42,9,0,0.5752,0.879032258,0.1744,0.29105474,0.024
0.34,49,0,0.5845,0.99185099,0.1704,0.290834613,0.0014
0.51,13,0,0.5845,0.99185099,0.1704,0.290834613,0.0014
0.29,49,0.003430532,0.5785,0.916224814,0.1728,0.290762241,0.0158
0.32,48,0,0.585,1,0.17,0.290598291,0
0.14,97,0,0.5515,0.694928085,0.1836,0.29046037,0.0806
0.24,75,0,0.5832,0.97706422,0.1704,0.290190736,0.004
0.32,63,0,0.5844,0.994145199,0.1698,0.29005808,0.001
0.17,84,0,0.579,0.925646552,0.1718,0.289811066,0.0138
0.17,82,0.001715266,0.5754,0.887063655,0.1728,0.289253432,0.022
0.28,60,0,0.5842,0.997635934,0.1688,0.288744441,0.0004
0.45,2,0.006861063,0.58,0.94345898,0.1702,0.288376821,0.0102
0.27,50,0,0.5769,0.906878307,0.1714,0.288309504,0.0176
0.37,46,0,0.5837,0.992932862,0.1686,0.288254402,0.0012
0.2,83,0.015437393,0.5765,0.904761905,0.171,0.287636669,0.018
0.63,4,0.003430532,0.5834,0.994075829,0.1678,0.287132101,0.001
0.33,21,0,0.5808,0.959090909,0.1688,0.28707483,0.0072
0.29,70,0,0.5834,0.995249406,0.1676,0.286888052,0.0008
