self_radius,self_count,unknown_detection_rate,accuracy,precision,recall,f1,false_positive_rate,,,,,,,,,,,
0.18,70,0.0162,0.4619,0.079470199,0.0072,0.013203741,0.0834,,,,,,,,,,,
0.38,19,0.0159,0.4916,0.223684211,0.0068,0.013198758,0.0236,,,,,,,,,,,
0.2,39,0.013,0.4906,0.209876543,0.0068,0.013173189,0.0256,,,,,,,,,,,
0.2,49,0.0271,0.4444,0.058730159,0.0074,0.013143872,0.1186,,,,,,,,,,,
0.38,66,0.013,0.5012,0.611111111,0.0066,0.013058963,0.0042,,,,,,,,,,,
0.31,38,0.0116,0.5004,0.532258065,0.0066,0.013038325,0.0058,,,,,,,,,,,
0.24,93,0.0171,0.4991,0.44,0.0066,0.013004926,0.0084,,,,,,,,,,,
0.25,67,0.0192,0.4976,0.366666667,0.0066,0.012966601,0.0114,,,,,,,,,,,
0.35,19,0.0202,0.4973,0.35483871,0.0066,0.012958963,0.012,,,,,,,,,,,
0.4,6,0.0141,0.4946,0.275,0.0066,0.012890625,0.0174,,,,,,,,,,,
0.25,97,0.0229,0.4918,0.222972973,0.0066,0.012820513,0.023,,,,,,,,,,,
0.37,13,0.0177,0.4917,0.22147651,0.0066,0.012818023,0.0232,,,,,,,,,,,
0.25,54,0.019,0.4912,0.214285714,0.0066,0.012805588,0.0242,,,,,,,,,,,
0.21,42,0.0095,0.4878,0.175531915,0.0066,0.012721665,0.031,,,,,,,,,,,
0.27,52,0.0141,0.5013,0.62745098,0.0064,0.012670758,0.0038,,,,,,,,,,,
0.27,79,0.0178,0.501,0.592592593,0.0064,0.012663237,0.0044,,,,,,,,,,,
0.23,72,0.0143,0.4991,0.438356164,0.0064,0.012615809,0.0082,,,,,,,,,,,
0.3,11,0.0201,0.4987,0.415584416,0.0064,0.01260587,0.009,,,,,,,,,,,
0.42,6,0.0163,0.4966,0.326530612,0.0064,0.012553943,0.0132,,,,,,,,,,,
0.34,28,0.0157,0.4807,0.127413127,0.0066,0.012549914,0.0452,,,,,,,,,,,
0.14,52,0.0199,0.4945,0.268907563,0.0064,0.012502442,0.0174,,,,,,,,,,,
0.19,86,0.0201,0.4622,0.076233184,0.0068,0.012486228,0.0824,,,,,,,,,,,
0.18,51,0.0159,0.4908,0.205128205,0.0064,0.012412723,0.0248,,,,,,,,,,,
0.24,39,0.0181,0.4869,0.164102564,0.0064,0.012319538,0.0326,,,,,,,,,,,
0.39,79,0.0126,0.501,0.596153846,0.0062,0.012272367,0.0042,,,,,,,,,,,
0.31,62,0.0153,0.5004,0.534482759,0.0062,0.012257809,0.0054,,,,,,,,,,,
0.45,30,0.0189,0.5003,0.525423729,0.0062,0.012255386,0.0056,,,,,,,,,,,
0.39,7,0.0141,0.5001,0.508196721,0.0062,0.012250543,0.006,,,,,,,,,,,
0.54,3,0.0276,0.4997,0.476923077,0.0062,0.012240869,0.0068,,,,,,,,,,,
0.39,28,0.0223,0.483,0.136752137,0.0064,0.012227742,0.0404,,,,,,,,,,,
0.31,96,0.0262,0.498,0.37804878,0.0062,0.012199921,0.0102,,,,,,,,,,,
0.2,76,0.0195,0.497,0.336956522,0.0062,0.012175962,0.0122,,,,,,,,,,,
0.23,99,0.017,0.4964,0.316326531,0.0062,0.012161632,0.0134,,,,,,,,,,,
0.18,97,0.0226,0.4924,0.224637681,0.0062,0.012066952,0.0214,,,,,,,,,,,
0.21,81,0.0171,0.4685,0.084432718,0.0064,0.011898122,0.0694,,,,,,,,,,,
0.36,80,0.0165,0.4995,0.461538462,0.006,0.011846002,0.007,,,,,,,,,,,
0.46,4,0.0122,0.4992,0.441176471,0.006,0.01183899,0.0076,,,,,,,,,,,
0.24,80,0.0177,0.4658,0.078817734,0.0064,0.011838698,0.0748,,,,,,,,,,,
0.24,69,0.0154,0.499,0.428571429,0.006,0.01183432,0.008,,,,,,,,,,,
0.39,14,0.0228,0.4989,0.422535211,0.006,0.011831986,0.0082,,,,,,,,,,,
0.17,59,0.0138,0.4652,0.077669903,0.0064,0.011825573,0.076,,,,,,,,,,,
0.35,25,0.0223,0.4986,0.405405405,0.006,0.01182499,0.0088,,,,,,,,,,,
0.29,83,0.0171,0.4969,0.32967033,0.006,0.011785504,0.0122,,,,,,,,,,,
0.19,79,0.0172,0.4963,0.309278351,0.006,0.01177163,0.0134,,,,,,,,,,,
0.23,80,0.0117,0.4945,0.260869565,0.006,0.011730205,0.017,,,,,,,,,,,
0.37,20,0.0191,0.4585,0.066805846,0.0064,0.011680964,0.0894,,,,,,,,,,,
0.22,58,0.016,0.4916,0.208333333,0.006,0.011664075,0.0228,,,,,,,,,,,
0.42,17,0.0168,0.4899,0.186335404,0.006,0.011625654,0.0262,,,,,,,,,,,
0.25,56,0.0221,0.4858,0.148514851,0.006,0.011534025,0.0344,,,,,,,,,,,
0.42,36,0.0137,0.501,0.604166667,0.0058,0.011489699,0.0038,,,,,,,,,,,
0.36,23,0.0171,0.5003,0.527272727,0.0058,0.011473788,0.0052,,,,,,,,,,,
0.27,76,0.0152,0.5001,0.50877193,0.0058,0.011469251,0.0056,,,,,,,,,,,
0.4,32,0.0149,0.4998,0.483333333,0.0058,0.011462451,0.0062,,,,,,,,,,,
0.28,73,0.0131,0.4995,0.46031746,0.0058,0.011455659,0.0068,,,,,,,,,,,
0.33,60,0.013,0.4995,0.46031746,0.0058,0.011455659,0.0068,,,,,,,,,,,
0.18,74,0.0152,0.4994,0.453125,0.0058,0.011453397,0.007,,,,,,,,,,,
0.32,57,0.0162,0.4992,0.439393939,0.0058,0.011448875,0.0074,,,,,,,,,,,
0.34,97,0.0237,0.4992,0.439393939,0.0058,0.011448875,0.0074,,,,,,,,,,,
0.27,51,0.0158,0.4987,0.408450704,0.0058,0.011437586,0.0084,,,,,,,,,,,
0.3,52,0.0211,0.4984,0.391891892,0.0058,0.011430824,0.009,,,,,,,,,,,
0.26,65,0.0127,0.4966,0.315217391,0.0058,0.011390416,0.0126,,,,,,,,,,,
0.32,33,0.012,0.4961,0.298969072,0.0058,0.011379243,0.0136,,,,,,,,,,,
0.39,8,0.0146,0.4599,0.066954644,0.0062,0.011349076,0.0864,,,,,,,,,,,
0.31,9,0.018,0.4945,0.256637168,0.0058,0.011343634,0.0168,,,,,,,,,,,
0.31,68,0.0191,0.4937,0.239669421,0.0058,0.011325913,0.0184,,,,,,,,,,,
0.29,71,0.0164,0.4928,0.223076923,0.0058,0.011306043,0.0202,,,,,,,,,,,
0.65,1,0.0108,0.4922,0.213235294,0.0058,0.011292835,0.0214,,,,,,,,,,,
0.24,65,0.0183,0.4919,0.208633094,0.0058,0.011286242,0.022,,,,,,,,,,,
0.51,13,0.0194,0.4912,0.198630137,0.0058,0.01127089,0.0234,,,,,,,,,,,
0.27,81,0.0146,0.467,0.076923077,0.006,0.011131725,0.072,,,,,,,,,,,
0.24,90,0.0126,0.5008,0.583333333,0.0056,0.011093502,0.004,,,,,,,,,,,
0.3,95,0.0172,0.4997,0.474576271,0.0056,0.011069381,0.0062,,,,,,,,,,,
0.3,96,0.0185,0.4997,0.474576271,0.0056,0.011069381,0.0062,,,,,,,,,,,
0.38,14,0.0176,0.4986,0.4,0.0056,0.011045365,0.0084,,,,,,,,,,,
0.19,92,0.0198,0.4978,0.358974359,0.0056,0.011027964,0.01,,,,,,,,,,,
0.33,57,0.012,0.4976,0.35,0.0056,0.011023622,0.0104,,,,,,,,,,,
0.31,43,0.0197,0.4972,0.333333333,0.0056,0.011014949,0.0112,,,,,,,,,,,
0.19,82,0.0119,0.4959,0.288659794,0.0056,0.010986855,0.0138,,,,,,,,,,,
0.46,3,0.0108,0.4955,0.277227723,0.0056,0.01097824,0.0146,,,,,,,,,,,
0.25,89,0.0156,0.4918,0.202898551,0.0056,0.010899183,0.022,,,,,,,,,,,
0.22,62,0.0192,0.4544,0.058139535,0.006,0.010877447,0.0972,,,,,,,,,,,
0.18,83,0.013,0.4871,0.151351351,0.0056,0.010800386,0.0314,,,,,,,,,,,
0.44,9,0.012,0.5012,0.642857143,0.0054,0.010710036,0.003,,,,,,,,,,,
0.34,43,0.0202,0.5005,0.551020408,0.0054,0.010695187,0.0044,,,,,,,,,,,
0.28,82,0.0227,0.5001,0.509433962,0.0054,0.010686721,0.0052,,,,,,,,,,,
0.53,32,0.0194,0.4994,0.45,0.0054,0.010671937,0.0066,,,,,,,,,,,
0.25,99,0.0167,0.4985,0.391304348,0.0054,0.010652989,0.0084,,,,,,,,,,,
0.25,76,0.0165,0.4962,0.293478261,0.0054,0.01060487,0.013,,,,,,,,,,,
0.36,29,0.018,0.4945,0.247706422,0.0054,0.010569583,0.0164,,,,,,,,,,,
0.36,31,0.0083,0.4882,0.156976744,0.0054,0.010440835,0.029,,,,,,,,,,,
0.41,30,0.0248,0.4669,0.072351421,0.0056,0.010395396,0.0718,,,,,,,,,,,
0.38,12,0.018,0.4821,0.115879828,0.0054,0.010319129,0.0412,,,,,,,,,,,
0.23,85,0.0123,0.5011,0.634146341,0.0052,0.010315414,0.003,,,,,,,,,,,
0.29,94,0.0103,0.501,0.619047619,0.0052,0.010313368,0.0032,,,,,,,,,,,
0.31,87,0.011,0.5008,0.590909091,0.0052,0.010309278,0.0036,,,,,,,,,,,
0.33,69,0.0163,0.5001,0.509803922,0.0052,0.010294991,0.005,,,,,,,,,,,
0.31,80,0.0129,0.5,0.5,0.0052,0.010292953,0.0052,,,,,,,,,,,
0.31,83,0.0135,0.4998,0.481481481,0.0052,0.01028888,0.0056,,,,,,,,,,,
0.47,19,0.0162,0.4988,0.40625,0.0052,0.010268562,0.0076,,,,,,,,,,,
0.18,87,0.0086,0.459,0.060085837,0.0056,0.010245152,0.0876,,,,,,,,,,,
0.38,22,0.0154,0.4976,0.342105263,0.0052,0.010244287,0.01,,,,,,,,,,,
0.31,98,0.0196,0.4971,0.320987654,0.0052,0.010234206,0.011,,,,,,,,,,,
0.51,2,0.0103,0.4952,0.26,0.0052,0.010196078,0.0148,,,,,,,,,,,
0.23,81,0.0182,0.4937,0.226086957,0.0052,0.010166178,0.0178,,,,,,,,,,,
0.28,21,0.0142,0.4907,0.179310345,0.0052,0.0101069,0.0238,,,,,,,,,,,
0.24,75,0.0161,0.4885,0.155688623,0.0052,0.010063867,0.0282,,,,,,,,,,,
0.47,59,0.0118,0.5007,0.581395349,0.005,0.009914733,0.0036,,,,,,,,,,,
0.4,96,0.0133,0.5005,0.555555556,0.005,0.009910803,0.004,,,,,,,,,,,
0.32,79,0.0097,0.5002,0.520833333,0.005,0.009904913,0.0046,,,,,,,,,,,
0.23,57,0.0095,0.4998,0.480769231,0.005,0.00989707,0.0054,,,,,,,,,,,
0.29,42,0.0165,0.4998,0.480769231,0.005,0.00989707,0.0054,,,,,,,,,,,
0.37,32,0.0138,0.4996,0.462962963,0.005,0.009893154,0.0058,,,,,,,,,,,
0.28,83,0.0215,0.4995,0.454545455,0.005,0.009891197,0.006,,,,,,,,,,,
0.51,4,0.0136,0.4993,0.438596491,0.005,0.009887285,0.0064,,,,,,,,,,,
0.29,60,0.0149,0.499,0.416666667,0.005,0.009881423,0.007,,,,,,,,,,,
0.33,44,0.0109,0.4976,0.337837838,0.005,0.009854158,0.0098,,,,,,,,,,,
0.21,83,0.0195,0.4957,0.268817204,0.005,0.009817396,0.0136,,,,,,,,,,,
0.35,33,0.0163,0.4955,0.263157895,0.005,0.009813543,0.014,,,,,,,,,,,
0.24,53,0.0158,0.4932,0.211864407,0.005,0.009769441,0.0186,,,,,,,,,,,
0.16,91,0.0131,0.4927,0.203252033,0.005,0.009759906,0.0196,,,,,,,,,,,
0.16,82,0.0146,0.4926,0.201612903,0.005,0.009758002,0.0198,,,,,,,,,,,
0.44,35,0.012,0.4925,0.2,0.005,0.009756098,0.02,,,,,,,,,,,
0.41,20,0.0112,0.4914,0.183823529,0.005,0.009735202,0.0222,,,,,,,,,,,
0.3,58,0.0116,0.488,0.147058824,0.005,0.00967118,0.029,,,,,,,,,,,
0.29,93,0.0109,0.4863,0.13368984,0.005,0.009639483,0.0324,,,,,,,,,,,
0.24,72,0.0128,0.4857,0.129533679,0.005,0.009628346,0.0336,,,,,,,,,,,
0.31,75,0.0117,0.501,0.631578947,0.0048,0.00952759,0.0028,,,,,,,,,,,
0.28,49,0.0108,0.5007,0.585365854,0.0048,0.00952192,0.0034,,,,,,,,,,,
0.39,35,0.0125,0.5007,0.585365854,0.0048,0.00952192,0.0034,,,,,,,,,,,
0.26,86,0.0128,0.4996,0.461538462,0.0048,0.009501188,0.0056,,,,,,,,,,,
0.37,48,0.0137,0.4996,0.461538462,0.0048,0.009501188,0.0056,,,,,,,,,,,
0.2,56,0.0218,0.4578,0.054852321,0.0052,0.009499452,0.0896,,,,,,,,,,,
0.29,79,0.0198,0.4993,0.436363636,0.0048,0.009495549,0.0062,,,,,,,,,,,
0.25,37,0.0105,0.4986,0.387096774,0.0048,0.009482418,0.0076,,,,,,,,,,,
0.42,32,0.0125,0.4982,0.363636364,0.0048,0.009474931,0.0084,,,,,,,,,,,
0.42,21,0.0113,0.4981,0.358208955,0.0048,0.009473061,0.0086,,,,,,,,,,,
0.29,90,0.0039,0.4966,0.292682927,0.0048,0.0094451,0.0116,,,,,,,,,,,
0.33,47,0.0139,0.4961,0.275862069,0.0048,0.009435817,0.0126,,,,,,,,,,,
0.39,38,0.0152,0.495,0.244897959,0.0048,0.009415457,0.0148,,,,,,,,,,,
0.38,6,0.0127,0.4945,0.233009709,0.0048,0.009406232,0.0158,,,,,,,,,,,
0.23,76,0.0108,0.4935,0.212389381,0.0048,0.009387835,0.0178,,,,,,,,,,,
0.34,11,0.0163,0.4907,0.170212766,0.0048,0.009336705,0.0234,,,,,,,,,,,
0.61,5,0.0105,0.4902,0.164383562,0.0048,0.009327633,0.0244,,,,,,,,,,,
0.39,23,0.0133,0.4896,0.157894737,0.0048,0.00931677,0.0256,,,,,,,,,,,
0.32,52,0.0146,0.4838,0.114285714,0.0048,0.009213052,0.0372,,,,,,,,,,,
0.34,62,0.0123,0.5008,0.605263158,0.0046,0.009130607,0.003,,,,,,,,,,,
0.35,70,0.0086,0.5006,0.575,0.0046,0.009126984,0.0034,,,,,,,,,,,
0.22,97,0.0095,0.5003,0.534883721,0.0046,0.009121555,0.004,,,,,,,,,,,
0.44,39,0.021,0.5,0.5,0.0046,0.009116132,0.0046,,,,,,,,,,,
0.47,27,0.0066,0.4994,0.442307692,0.0046,0.009105305,0.0058,,,,,,,,,,,
0.44,27,0.0201,0.499,0.410714286,0.0046,0.009098101,0.0066,,,,,,,,,,,
0.37,9,0.0181,0.4979,0.343283582,0.0046,0.00907835,0.0088,,,,,,,,,,,
0.27,78,0.015,0.4975,0.323943662,0.0046,0.009071189,0.0096,,,,,,,,,,,
0.47,12,0.0131,0.497,0.302631579,0.0046,0.009062254,0.0106,,,,,,,,,,,
0.37,39,0.0109,0.4948,0.234693878,0.0046,0.009023146,0.015,,,,,,,,,,,
0.37,18,0.0136,0.4938,0.212962963,0.0046,0.009005482,0.017,,,,,,,,,,,
0.45,7,0.0052,0.4915,0.175572519,0.0046,0.008965114,0.0216,,,,,,,,,,,
0.35,27,0.0084,0.4913,0.172932331,0.0046,0.008961621,0.022,,,,,,,,,,,
0.32,36,0.0092,0.4902,0.159722222,0.0046,0.008942457,0.0242,,,,,,,,,,,
0.61,4,0.0108,0.4678,0.064864865,0.0048,0.008938547,0.0692,,,,,,,,,,,
0.26,59,0.0145,0.4667,0.062992126,0.0048,0.008920275,0.0714,,,,,,,,,,,
0.43,23,0.0115,0.4879,0.137724551,0.0046,0.008902651,0.0288,,,,,,,,,,,
0.32,21,0.01,0.4618,0.055813953,0.0048,0.008839779,0.0812,,,,,,,,,,,
0.32,19,0.0108,0.4814,0.099137931,0.0046,0.008792049,0.0418,,,,,,,,,,,
0.33,78,0.0073,0.5011,0.666666667,0.0044,0.008742301,0.0022,,,,,,,,,,,
0.23,51,0.0127,0.499,0.407407407,0.0044,0.008705975,0.0064,,,,,,,,,,,
0.21,98,0.0119,0.4989,0.4,0.0044,0.008704253,0.0066,,,,,,,,,,,
0.4,13,0.0114,0.4988,0.392857143,0.0044,0.008702532,0.0068,,,,,,,,,,,
0.23,56,0.0102,0.4987,0.385964912,0.0044,0.008700811,0.007,,,,,,,,,,,
0.22,70,0.0117,0.496,0.261904762,0.0044,0.008654603,0.0124,,,,,,,,,,,
0.19,94,0.0071,0.4947,0.226804124,0.0044,0.008632529,0.015,,,,,,,,,,,
0.22,52,0.0087,0.4913,0.167938931,0.0044,0.008575326,0.0218,,,,,,,,,,,
0.44,5,0.0132,0.4885,0.13836478,0.0044,0.008528785,0.0274,,,,,,,,,,,
0.44,6,0.0098,0.4651,0.058227848,0.0046,0.008526413,0.0744,,,,,,,,,,,
0.2,92,0.0149,0.4857,0.117647059,0.0044,0.008482745,0.033,,,,,,,,,,,
0.33,14,0.0096,0.4597,0.051224944,0.0046,0.008441916,0.0852,,,,,,,,,,,
0.39,36,0.0067,0.501,0.65625,0.0042,0.008346582,0.0022,,,,,,,,,,,
0.25,74,0.0063,0.5008,0.617647059,0.0042,0.008343266,0.0026,,,,,,,,,,,
0.2,83,0.0083,0.5005,0.567567568,0.0042,0.008338297,0.0032,,,,,,,,,,,
0.27,71,0.0131,0.4997,0.466666667,0.0042,0.008325074,0.0048,,,,,,,,,,,
0.31,79,0.0107,0.4997,0.466666667,0.0042,0.008325074,0.0048,,,,,,,,,,,
0.31,19,0.0106,0.4995,0.446808511,0.0042,0.008321775,0.0052,,,,,,,,,,,
0.35,12,0.0159,0.4994,0.4375,0.0042,0.008320127,0.0054,,,,,,,,,,,
0.32,8,0.0089,0.4992,0.42,0.0042,0.008316832,0.0058,,,,,,,,,,,
0.33,19,0.0184,0.4987,0.381818182,0.0042,0.008308605,0.0068,,,,,,,,,,,
0.25,93,0.0108,0.4974,0.308823529,0.0042,0.008287293,0.0094,,,,,,,,,,,
0.52,3,0.0135,0.497,0.291666667,0.0042,0.008280757,0.0102,,,,,,,,,,,
0.35,13,0.0118,0.4966,0.276315789,0.0042,0.008274232,0.011,,,,,,,,,,,
0.37,15,0.0081,0.4966,0.276315789,0.0042,0.008274232,0.011,,,,,,,,,,,
0.23,97,0.0143,0.4948,0.223404255,0.0042,0.008244994,0.0146,,,,,,,,,,,
0.35,93,0.0154,0.4945,0.216494845,0.0042,0.008240141,0.0152,,,,,,,,,,,
0.38,24,0.0124,0.494,0.205882353,0.0042,0.008232066,0.0162,,,,,,,,,,,
0.25,77,0.017,0.4938,0.201923077,0.0042,0.00822884,0.0166,,,,,,,,,,,
0.2,96,0.0141,0.4668,0.058510638,0.0044,0.008184524,0.0708,,,,,,,,,,,
0.51,3,0.0091,0.4854,0.111702128,0.0042,0.008095605,0.0334,,,,,,,,,,,
0.38,82,0.0112,0.5006,0.588235294,0.004,0.007945967,0.0028,,,,,,,,,,,
0.34,52,0.0087,0.5005,0.571428571,0.004,0.007944389,0.003,,,,,,,,,,,
0.39,47,0.0081,0.5004,0.555555556,0.004,0.007942812,0.0032,,,,,,,,,,,
0.36,20,0.01,0.5002,0.526315789,0.004,0.007939659,0.0036,,,,,,,,,,,
0.22,80,0.0103,0.5001,0.512820513,0.004,0.007938083,0.0038,,,,,,,,,,,
0.22,98,0.0086,0.4997,0.465116279,0.004,0.007931787,0.0046,,,,,,,,,,,
0.31,66,0.0101,0.4997,0.465116279,0.004,0.007931787,0.0046,,,,,,,,,,,
0.31,39,0.014,0.4974,0.303030303,0.004,0.007895776,0.0092,,,,,,,,,,,
0.34,23,0.0201,0.4965,0.266666667,0.004,0.007881773,0.011,,,,,,,,,,,
0.18,93,0.008,0.4962,0.256410256,0.004,0.007877117,0.0116,,,,,,,,,,,
0.32,12,0.0108,0.4959,0.24691358,0.004,0.007872466,0.0122,,,,,,,,,,,
0.56,1,0.0093,0.4883,0.127388535,0.004,0.007756448,0.0274,,,,,,,,,,,
0.18,90,0.0052,0.4831,0.09569378,0.004,0.007679017,0.0378,,,,,,,,,,,
0.37,53,0.0066,0.5011,0.703703704,0.0038,0.00755918,0.0016,,,,,,,,,,,
0.31,94,0.0138,0.5004,0.558823529,0.0038,0.007548669,0.003,,,,,,,,,,,
0.37,46,0.0142,0.5002,0.527777778,0.0038,0.007545671,0.0034,,,,,,,,,,,
0.27,67,0.0103,0.5001,0.513513514,0.0038,0.007544173,0.0036,,,,,,,,,,,
0.29,92,0.0142,0.5001,0.513513514,0.0038,0.007544173,0.0036,,,,,,,,,,,
0.44,29,0.0098,0.5001,0.513513514,0.0038,0.007544173,0.0036,,,,,,,,,,,
0.46,30,0.01,0.5,0.5,0.0038,0.007542676,0.0038,,,,,,,,,,,
0.31,55,0.0188,0.4999,0.487179487,0.0038,0.007541179,0.004,,,,,,,,,,,
0.26,52,0.009,0.4993,0.422222222,0.0038,0.00753221,0.0052,,,,,,,,,,,
0.31,76,0.0088,0.4988,0.38,0.0038,0.007524752,0.0062,,,,,,,,,,,
0.24,55,0.0072,0.4961,0.246753247,0.0038,0.007484735,0.0116,,,,,,,,,,,
0.27,75,0.0113,0.4961,0.246753247,0.0038,0.007484735,0.0116,,,,,,,,,,,
0.35,23,0.0117,0.493,0.175925926,0.0038,0.007439311,0.0178,,,,,,,,,,,
0.27,85,0.0174,0.4928,0.172727273,0.0038,0.007436399,0.0182,,,,,,,,,,,
0.23,48,0.0082,0.4923,0.165217391,0.0038,0.00742913,0.0192,,,,,,,,,,,
0.35,29,0.011,0.4651,0.051413882,0.004,0.007422527,0.0738,,,,,,,,,,,
0.18,48,0.0072,0.4903,0.140740741,0.0038,0.007400195,0.0232,,,,,,,,,,,
0.22,67,0.0115,0.4852,0.102150538,0.0038,0.00732742,0.0334,,,,,,,,,,,
0.38,18,0.0141,0.4803,0.080851064,0.0038,0.007258835,0.0432,,,,,,,,,,,
0.31,58,0.0087,0.5006,0.6,0.0036,0.007157058,0.0024,,,,,,,,,,,
0.34,92,0.009,0.5001,0.514285714,0.0036,0.00714995,0.0034,,,,,,,,,,,
0.56,29,0.0148,0.5,0.5,0.0036,0.007148531,0.0036,,,,,,,,,,,
0.24,61,0.0085,0.4999,0.486486486,0.0036,0.007147111,0.0038,,,,,,,,,,,
0.52,19,0.0082,0.4999,0.486486486,0.0036,0.007147111,0.0038,,,,,,,,,,,
0.36,37,0.0094,0.4993,0.418604651,0.0036,0.007138608,0.005,,,,,,,,,,,
0.48,20,0.0091,0.4987,0.367346939,0.0036,0.007130125,0.0062,,,,,,,,,,,
0.37,36,0.0038,0.4984,0.346153846,0.0036,0.007125891,0.0068,,,,,,,,,,,
0.35,16,0.0097,0.4978,0.310344828,0.0036,0.007117438,0.008,,,,,,,,,,,
0.2,86,0.0119,0.4968,0.264705882,0.0036,0.007103394,0.01,,,,,,,,,,,
0.26,49,0.0112,0.4957,0.227848101,0.0036,0.007088009,0.0122,,,,,,,,,,,
0.34,29,0.0074,0.4947,0.202247191,0.0036,0.007074081,0.0142,,,,,,,,,,,
0.35,41,0.0126,0.466,0.05026455,0.0038,0.007065824,0.0718,,,,,,,,,,,
0.27,47,0.0087,0.4936,0.18,0.0036,0.007058824,0.0164,,,,,,,,,,,
0.52,28,0.0111,0.4935,0.178217822,0.0036,0.00705744,0.0166,,,,,,,,,,,
0.41,23,0.0185,0.4932,0.173076923,0.0036,0.007053292,0.0172,,,,,,,,,,,
0.22,50,0.0093,0.4649,0.048843188,0.0038,0.007051401,0.074,,,,,,,,,,,
0.19,85,0.0157,0.4597,0.0430839,0.0038,0.00698401,0.0844,,,,,,,,,,,
0.26,50,0.0096,0.5005,0.586206897,0.0034,0.006760787,0.0024,,,,,,,,,,,
0.35,87,0.0078,0.5005,0.586206897,0.0034,0.006760787,0.0024,,,,,,,,,,,
0.39,54,0.0086,0.5005,0.586206897,0.0034,0.006760787,0.0024,,,,,,,,,,,
0.2,51,0.0108,0.4711,0.055384615,0.0036,0.006760563,0.0614,,,,,,,,,,,
0.27,55,0.0072,0.5003,0.548387097,0.0034,0.0067581,0.0028,,,,,,,,,,,
0.37,68,0.0103,0.5003,0.548387097,0.0034,0.0067581,0.0028,,,,,,,,,,,
0.46,27,0.0097,0.5003,0.548387097,0.0034,0.0067581,0.0028,,,,,,,,,,,
0.32,76,0.0099,0.5001,0.515151515,0.0034,0.006755414,0.0032,,,,,,,,,,,
0.34,47,0.0075,0.5001,0.515151515,0.0034,0.006755414,0.0032,,,,,,,,,,,
0.24,78,0.0058,0.5,0.5,0.0034,0.006754072,0.0034,,,,,,,,,,,
0.28,85,0.0082,0.4995,0.435897436,0.0034,0.006747371,0.0044,,,,,,,,,,,
0.64,4,0.0034,0.4995,0.435897436,0.0034,0.006747371,0.0044,,,,,,,,,,,
0.33,9,0.0062,0.4994,0.425,0.0034,0.006746032,0.0046,,,,,,,,,,,
0.37,16,0.0089,0.4989,0.377777778,0.0034,0.006739346,0.0056,,,,,,,,,,,
0.3,63,0.0076,0.4988,0.369565217,0.0034,0.00673801,0.0058,,,,,,,,,,,
0.24,68,0.0129,0.4976,0.293103448,0.0034,0.006722025,0.0082,,,,,,,,,,,
0.31,85,0.0078,0.4971,0.26984127,0.0034,0.006715386,0.0092,,,,,,,,,,,
0.26,70,0.0107,0.4967,0.253731343,0.0034,0.006710085,0.01,,,,,,,,,,,
0.21,57,0.0105,0.4958,0.223684211,0.0034,0.006698188,0.0118,,,,,,,,,,,
0.58,2,0.0059,0.4953,0.209876543,0.0034,0.006691596,0.0128,,,,,,,,,,,
0.25,60,0.0089,0.4946,0.193181818,0.0034,0.00668239,0.0142,,,,,,,,,,,
0.37,22,0.0107,0.494,0.180851064,0.0034,0.006674519,0.0154,,,,,,,,,,,
0.32,100,0.007,0.4939,0.178947368,0.0034,0.006673209,0.0156,,,,,,,,,,,
0.25,73,0.0089,0.4928,0.160377358,0.0034,0.006658833,0.0178,,,,,,,,,,,
0.21,69,0.0132,0.4926,0.157407407,0.0034,0.006656226,0.0182,,,,,,,,,,,
0.23,98,0.0184,0.4915,0.142857143,0.0034,0.006641922,0.0204,,,,,,,,,,,
0.27,48,0.0018,0.4915,0.142857143,0.0034,0.006641922,0.0204,,,,,,,,,,,
0.43,3,0.0075,0.4897,0.124087591,0.0034,0.006618649,0.024,,,,,,,,,,,
0.57,2,0.0049,0.4882,0.111842105,0.0034,0.006599379,0.027,,,,,,,,,,,
0.46,17,0.0078,0.5009,0.695652174,0.0032,0.006370695,0.0014,,,,,,,,,,,
0.47,36,0.0051,0.5007,0.64,0.0032,0.006368159,0.0018,,,,,,,,,,,
0.32,41,0.0085,0.5006,0.615384615,0.0032,0.006366892,0.002,,,,,,,,,,,
0.44,17,0.0101,0.5005,0.592592593,0.0032,0.006365626,0.0022,,,,,,,,,,,
0.4,86,0.0067,0.5003,0.551724138,0.0032,0.006363094,0.0026,,,,,,,,,,,
0.41,18,0.0055,0.5003,0.551724138,0.0032,0.006363094,0.0026,,,,,,,,,,,
0.42,38,0.009,0.5003,0.551724138,0.0032,0.006363094,0.0026,,,,,,,,,,,
0.39,61,0.0092,0.5002,0.533333333,0.0032,0.006361829,0.0028,,,,,,,,,,,
0.25,69,0.0081,0.4998,0.470588235,0.0032,0.006356774,0.0036,,,,,,,,,,,
0.33,56,0.0155,0.4998,0.470588235,0.0032,0.006356774,0.0036,,,,,,,,,,,
0.39,34,0.0073,0.4998,0.470588235,0.0032,0.006356774,0.0036,,,,,,,,,,,
0.46,23,0.0101,0.4997,0.457142857,0.0032,0.006355511,0.0038,,,,,,,,,,,
0.23,78,0.0121,0.4989,0.372093023,0.0032,0.006345429,0.0054,,,,,,,,,,,
0.41,11,0.0097,0.4988,0.363636364,0.0032,0.006344171,0.0056,,,,,,,,,,,
