threshold,unknown_detection_rate,accuracy,precision,recall,f1,false_positive_rate
threshold,unknown_detection_rate,accuracy,precision,recall,f1,false_positive_rate
threshold,unknown_detection_rate,accuracy,precision,recall,f1,false_positive_rate
1.91,0.06818182,0.7528,0.906692407,0.5636,0.695115935,0.058
1.92,0.06818182,0.7519,0.906683888,0.5616,0.693590219,0.0578
1.93,0.06818182,0.751,0.906411917,0.5598,0.692136499,0.0578
1.94,0.06818182,0.7495,0.905955093,0.5568,0.689706429,0.0578
1.95,0.06818182,0.7491,0.905832519,0.556,0.689056884,0.0578
1.96,0.06818182,0.7481,0.905524681,0.554,0.687430202,0.0578
1.97,0.06818182,0.748,0.905759162,0.5536,0.687189672,0.0576
1.98,0.06818182,0.7477,0.905666557,0.553,0.686700608,0.0576
1.99,0.06818182,0.7475,0.906137184,0.5522,0.686218467,0.0572
2,0.06818182,0.7474,0.906640368,0.5516,0.68589903,0.0568
2,0.06818182,0.7474,0.906640368,0.5516,0.68589903,0.0568
2.01,0.06818182,0.7469,0.90675453,0.5504,0.685003111,0.0566
2.02,0.06818182,0.746,0.906477198,0.5486,0.683528532,0.0566
2.03,0.06818182,0.7452,0.906229291,0.547,0.682215016,0.0566
2.04,0.06818182,0.7446,0.906312292,0.5456,0.681148564,0.0564
2.05,0.06818182,0.7421,0.905527638,0.5406,0.677019411,0.0564
2.06,0.06818182,0.7417,0.905400872,0.5398,0.676356346,0.0564
2.07,0.06818182,0.7406,0.905050505,0.5376,0.674529486,0.0564
2.08,0.06818182,0.7398,0.904794058,0.536,0.673197689,0.0564
2.09,0.06818182,0.7395,0.904971255,0.5352,0.672615307,0.0562
2.1,0.06818182,0.7392,0.904874746,0.5346,0.672114659,0.0562
2.11,0.06818182,0.738,0.904761905,0.532,0.670025189,0.056
2.12,0.06818182,0.7368,0.904371585,0.5296,0.668012109,0.056
2.13,0.06818182,0.7364,0.905349794,0.528,0.667003537,0.0552
2.14,0.06818182,0.7364,0.906464924,0.5272,0.666666667,0.0544
2.15,0.06818182,0.7362,0.907522429,0.526,0.66599139,0.0536
2.16,0.06818182,0.7359,0.907708261,0.5252,0.665399721,0.0534
2.17,0.06818182,0.735,0.90742025,0.5234,0.663876205,0.0534
2.18,0.06818182,0.7342,0.907162726,0.5218,0.662519045,0.0534
2.19,0.06818182,0.7329,0.907310248,0.5188,0.660134877,0.053
2.2,0.06818182,0.7312,0.907042254,0.5152,0.657142857,0.0528
2.21,0.06818182,0.7294,0.906737589,0.5114,0.653964194,0.0526
2.22,0.06818182,0.7285,0.906728373,0.5094,0.652324241,0.0524
2.23,0.06818182,0.7281,0.90688548,0.5084,0.651544278,0.0522
2.24,0.06818182,0.727,0.906518625,0.5062,0.649640657,0.0522
2.25,0.06818182,0.7265,0.906642729,0.505,0.648683365,0.052
2.26,0.06818182,0.7257,0.906373785,0.5034,0.647293301,0.052
2.27,0.06818182,0.7246,0.906295224,0.501,0.645285935,0.0518
2.28,0.06818182,0.7242,0.906453952,0.5,0.644496004,0.0516
2.29,0.06818182,0.723,0.906341108,0.4974,0.642303719,0.0514
2.3,0.06818182,0.7223,0.906398537,0.4958,0.640982547,0.0512
2.31,0.06818182,0.7217,0.906788991,0.4942,0.6397411,0.0508
2.32,0.06818182,0.7207,0.906445672,0.4922,0.637977965,0.0508
2.33,0.06818182,0.7194,0.906296296,0.4894,0.635584416,0.0506
2.34,0.06818182,0.7169,0.905420561,0.4844,0.631140065,0.0506
2.35,0.06818182,0.7152,0.904815651,0.481,0.628101332,0.0506
2.36,0.06818182,0.7111,0.903632887,0.4726,0.620617203,0.0504
2.37,0.06818182,0.7095,0.903350019,0.4692,0.617612215,0.0502
2.38,0.06818182,0.709,0.90316358,0.4682,0.616701791,0.0502
2.39,0.06818182,0.7081,0.902826171,0.4664,0.615060003,0.0502
2.4,0.06818182,0.7075,0.902912621,0.465,0.613861386,0.05
2.41,0.06818182,0.7069,0.90268587,0.4638,0.612762584,0.05
2.42,0.06818182,0.7064,0.902810304,0.4626,0.611742925,0.0498
2.43,0.06818182,0.7052,0.903619197,0.4594,0.609122249,0.049
2.44,0.06818182,0.7032,0.902854877,0.4554,0.605424089,0.049
2.45,0.06818182,0.7018,0.902955272,0.4522,0.60261194,0.0486
2.46,0.06818182,0.6998,0.902173913,0.4482,0.598877606,0.0486
2.47,0.06818182,0.6988,0.90242915,0.4458,0.596787149,0.0482
2.48,0.06818182,0.6982,0.902518278,0.4444,0.595550791,0.048
2.49,0.06818182,0.6968,0.902289452,0.4414,0.592801504,0.0478
2.5,0.06818182,0.6962,0.902378999,0.44,0.59155687,0.0476
2.51,0.06818182,0.6951,0.902600083,0.4374,0.58924963,0.0472
2.52,0.06818182,0.6933,0.902205576,0.4336,0.585708497,0.047
2.53,0.06818182,0.6923,0.901796908,0.4316,0.583795482,0.047
2.54,0.06818182,0.6902,0.901265823,0.4272,0.579647218,0.0468
2.55,0.06818182,0.6892,0.901187447,0.425,0.577602609,0.0466
2.56,0.06818182,0.6888,0.901019541,0.4242,0.576828937,0.0466
2.57,0.06818182,0.6882,0.901108269,0.4228,0.57555132,0.0464
2.58,0.06818182,0.6877,0.901239846,0.4216,0.574465186,0.0462
2.59,0.06818182,0.6874,0.901456727,0.4208,0.573766021,0.046
2.6,0.06818182,0.687,0.901632302,0.4198,0.572871179,0.0458
2.61,0.06818182,0.6867,0.901505376,0.4192,0.572286689,0.0458
2.62,0.06818182,0.6856,0.901731602,0.4166,0.569904241,0.0454
2.63,0.06818182,0.6852,0.901909722,0.4156,0.569003286,0.0452
2.64,0.06818182,0.6842,0.902183406,0.4132,0.566803841,0.0448
2.65,0.06818182,0.683,0.90202109,0.4106,0.564321056,0.0446
2.66,0.06818182,0.6826,0.902202643,0.4096,0.563411279,0.0444
2.67,0.06818182,0.6806,0.901690391,0.4054,0.559326711,0.0442
2.68,0.06818182,0.6793,0.901837741,0.4024,0.556492878,0.0438
2.69,0.06818182,0.6785,0.90148448,0.4008,0.554894088,0.0438
2.7,0.06818182,0.6783,0.901395768,0.4004,0.554493837,0.0438
2.71,0.06818182,0.6775,0.901765505,0.3984,0.55264253,0.0434
2.72,0.06818182,0.6766,0.901728844,0.3964,0.55070853,0.0432
2.73,0.06818182,0.6754,0.90192484,0.3936,0.548036759,0.0428
2.74,0.06818182,0.6744,0.901843318,0.3914,0.545885635,0.0426
2.75,0.06818182,0.6742,0.901752768,0.391,0.545479911,0.0426
2.76,0.06818182,0.6736,0.901480111,0.3898,0.54426138,0.0426
2.77,0.06818182,0.6722,0.901585821,0.3866,0.541153415,0.0422
2.78,0.06818182,0.6713,0.90117096,0.3848,0.539313245,0.0422
2.79,0.06818182,0.6704,0.901129944,0.3828,0.537338574,0.042
2.8,0.06818182,0.6699,0.900896649,0.3818,0.53631128,0.042
2.81,0.06818182,0.6696,0.901895735,0.3806,0.535302391,0.0414
2.82,0.06818182,0.6689,0.901569187,0.3792,0.533858933,0.0414
2.83,0.06818182,0.6679,0.901866922,0.3768,0.531527719,0.041
2.84,0.06818182,0.6662,0.901061776,0.3734,0.527997738,0.041
2.85,0.06818182,0.6652,0.900581959,0.3714,0.525913339,0.041
2.86,0.06818182,0.6646,0.900681597,0.37,0.524525092,0.0408
2.87,0.06818182,0.663,0.899901865,0.3668,0.521170787,0.0408
2.88,0.06818182,0.6599,0.899550225,0.36,0.514212255,0.0402
2.89,0.06818182,0.6585,0.899244332,0.357,0.511095204,0.04
2.9,0.06818182,0.6576,0.899189463,0.355,0.509033553,0.0398
2.91,0.06818182,0.6569,0.899236641,0.3534,0.507394113,0.0396
2.92,0.06818182,0.6565,0.899031107,0.3526,0.506536417,0.0396
2.93,0.06818182,0.6543,0.898296335,0.348,0.501657777,0.0394
2.94,0.06818182,0.6536,0.898340249,0.3464,0.5,0.0392
2.95,0.06818182,0.6505,0.897097625,0.34,0.49311095,0.039
2.96,0.06818182,0.6498,0.896716102,0.3386,0.491579559,0.039
2.97,0.06818182,0.6482,0.896256684,0.3352,0.487918486,0.0388
2.98,0.06818182,0.6467,0.89541779,0.3322,0.484609774,0.0388
2.99,0.045454547,0.6455,0.895165671,0.3296,0.481800906,0.0386
3,0.045454547,0.6435,0.895316804,0.325,0.476889215,0.038
