threshold,unknown_detection_rate,accuracy,precision,recall,f1,false_positive_rate,,,,,,,,,
0.456,0.492537313,0.5793,0.659173023,0.3284,0.438392738,0.1698,,,,,,,,,
0.457,0.492537313,0.5795,0.659959759,0.328,0.438209753,0.169,,,,,,,,,
0.458,0.492537313,0.5787,0.658861526,0.3264,0.436538719,0.169,,,,,,,,,
0.46,0.47761194,0.586,0.683290708,0.3206,0.436427988,0.1486,,,,,,,,,
0.461,0.47761194,0.586,0.683290708,0.3206,0.436427988,0.1486,,,,,,,,,
0.459,0.492537313,0.5787,0.658989899,0.3262,0.43638796,0.1688,,,,,,,,,
0.466,0.47761194,0.5862,0.684503425,0.3198,0.435932388,0.1474,,,,,,,,,
0.467,0.47761194,0.5862,0.684503425,0.3198,0.435932388,0.1474,,,,,,,,,
0.462,0.47761194,0.5859,0.683468603,0.32,0.435907914,0.1482,,,,,,,,,
0.463,0.47761194,0.5861,0.684210526,0.3198,0.435872973,0.1476,,,,,,,,,
0.464,0.47761194,0.5861,0.684210526,0.3198,0.435872973,0.1476,,,,,,,,,
0.465,0.47761194,0.5861,0.684210526,0.3198,0.435872973,0.1476,,,,,,,,,
0.448,0.492537313,0.5598,0.606785714,0.3398,0.435641026,0.2202,,,,,,,,,
0.449,0.492537313,0.5591,0.60587603,0.3382,0.434090617,0.22,,,,,,,,,
0.468,0.47761194,0.5853,0.683283197,0.318,0.434011191,0.1474,,,,,,,,,
0.469,0.47761194,0.5853,0.683283197,0.318,0.434011191,0.1474,,,,,,,,,
0.47,0.47761194,0.5923,0.713558538,0.3084,0.430666108,0.1238,,,,,,,,,
0.471,0.47761194,0.5923,0.713558538,0.3084,0.430666108,0.1238,,,,,,,,,
0.472,0.47761194,0.5925,0.714418173,0.3082,0.430627358,0.1232,,,,,,,,,
0.477,0.47761194,0.5929,0.716147045,0.3078,0.430549727,0.122,,,,,,,,,
0.473,0.47761194,0.5926,0.714948932,0.308,0.430528376,0.1228,,,,,,,,,
0.474,0.47761194,0.5926,0.714948932,0.308,0.430528376,0.1228,,,,,,,,,
0.475,0.47761194,0.5926,0.714948932,0.308,0.430528376,0.1228,,,,,,,,,
0.476,0.47761194,0.5925,0.714816535,0.3078,0.430308961,0.1228,,,,,,,,,
0.478,0.47761194,0.5919,0.714820009,0.3058,0.42835131,0.122,,,,,,,,,
0.479,0.47761194,0.5919,0.714820009,0.3058,0.42835131,0.122,,,,,,,,,
0.487,0.47761194,0.5975,0.74559194,0.296,0.423765211,0.101,,,,,,,,,
0.482,0.47761194,0.5973,0.74484147,0.296,0.42364391,0.1014,,,,,,,,,
0.483,0.47761194,0.5973,0.74484147,0.296,0.42364391,0.1014,,,,,,,,,
0.484,0.47761194,0.5973,0.74484147,0.296,0.42364391,0.1014,,,,,,,,,
0.485,0.47761194,0.5973,0.74484147,0.296,0.42364391,0.1014,,,,,,,,,
0.486,0.47761194,0.5973,0.74484147,0.296,0.42364391,0.1014,,,,,,,,,
0.48,0.47761194,0.5972,0.744466801,0.296,0.423583286,0.1016,,,,,,,,,
0.481,0.47761194,0.5972,0.744466801,0.296,0.423583286,0.1016,,,,,,,,,
0.488,0.47761194,0.5972,0.745206862,0.2954,0.42308794,0.101,,,,,,,,,
0.489,0.47761194,0.5972,0.745206862,0.2954,0.42308794,0.101,,,,,,,,,
0.497,0.47761194,0.6018,0.768177028,0.2916,0.422731226,0.088,,,,,,,,,
0.498,0.47761194,0.6018,0.768177028,0.2916,0.422731226,0.088,,,,,,,,,
0.499,0.47761194,0.6018,0.768177028,0.2916,0.422731226,0.088,,,,,,,,,
0.493,0.47761194,0.6017,0.767772512,0.2916,0.422669952,0.0882,,,,,,,,,
0.494,0.47761194,0.6017,0.767772512,0.2916,0.422669952,0.0882,,,,,,,,,
0.495,0.47761194,0.6017,0.767772512,0.2916,0.422669952,0.0882,,,,,,,,,
0.496,0.47761194,0.6017,0.767772512,0.2916,0.422669952,0.0882,,,,,,,,,
0.49,0.47761194,0.6016,0.767368421,0.2916,0.422608696,0.0884,,,,,,,,,
0.491,0.47761194,0.6016,0.767368421,0.2916,0.422608696,0.0884,,,,,,,,,
0.492,0.47761194,0.6016,0.767368421,0.2916,0.422608696,0.0884,,,,,,,,,
0.51,0.402985075,0.6127,0.83205657,0.2824,0.42168135,0.057,,,,,,,,,
0.511,0.402985075,0.6127,0.83205657,0.2824,0.42168135,0.057,,,,,,,,,
0.512,0.402985075,0.6127,0.83205657,0.2824,0.42168135,0.057,,,,,,,,,
0.513,0.402985075,0.6125,0.831858407,0.282,0.421209858,0.057,,,,,,,,,
0.5,0.47761194,0.6059,0.793351801,0.2864,0.42086701,0.0746,,,,,,,,,
0.501,0.47761194,0.6059,0.793351801,0.2864,0.42086701,0.0746,,,,,,,,,
0.502,0.47761194,0.6059,0.793351801,0.2864,0.42086701,0.0746,,,,,,,,,
0.503,0.47761194,0.6059,0.793351801,0.2864,0.42086701,0.0746,,,,,,,,,
0.504,0.47761194,0.6059,0.793351801,0.2864,0.42086701,0.0746,,,,,,,,,
0.505,0.47761194,0.6059,0.793351801,0.2864,0.42086701,0.0746,,,,,,,,,
0.507,0.47761194,0.6059,0.793677205,0.2862,0.420696751,0.0744,,,,,,,,,
0.508,0.47761194,0.6059,0.793677205,0.2862,0.420696751,0.0744,,,,,,,,,
0.509,0.47761194,0.6059,0.793677205,0.2862,0.420696751,0.0744,,,,,,,,,
0.506,0.47761194,0.6058,0.793237251,0.2862,0.420634921,0.0746,,,,,,,,,
