self_radius,self_count,accuracy,precision,recall,f1,far,uc,,,,,,,,,
0.27,1671,0.5854,0.548194131,0.9714,0.700865801,0.8006,0.925373134,,,,,,,,,
0.27,1681,0.5854,0.548194131,0.9714,0.700865801,0.8006,0.925373134,,,,,,,,,
0.27,1691,0.5854,0.548194131,0.9714,0.700865801,0.8006,0.925373134,,,,,,,,,
0.27,1701,0.5854,0.548194131,0.9714,0.700865801,0.8006,0.925373134,,,,,,,,,
0.27,1711,0.5854,0.548194131,0.9714,0.700865801,0.8006,0.925373134,,,,,,,,,
0.27,1721,0.5854,0.548194131,0.9714,0.700865801,0.8006,0.925373134,,,,,,,,,
0.27,1731,0.5854,0.548194131,0.9714,0.700865801,0.8006,0.925373134,,,,,,,,,
0.27,1741,0.5854,0.548194131,0.9714,0.700865801,0.8006,0.925373134,,,,,,,,,
0.27,1751,0.5854,0.548194131,0.9714,0.700865801,0.8006,0.925373134,,,,,,,,,
0.27,1761,0.5854,0.548194131,0.9714,0.700865801,0.8006,0.925373134,,,,,,,,,
0.27,1771,0.5854,0.548194131,0.9714,0.700865801,0.8006,0.925373134,,,,,,,,,
0.27,1781,0.5854,0.548194131,0.9714,0.700865801,0.8006,0.925373134,,,,,,,,,
0.27,1791,0.5854,0.548194131,0.9714,0.700865801,0.8006,0.925373134,,,,,,,,,
0.27,1801,0.5854,0.548194131,0.9714,0.700865801,0.8006,0.925373134,,,,,,,,,
0.29,1101,0.5854,0.54822679,0.9708,0.700736249,0.8,0.925373134,,,,,,,,,
0.29,1111,0.5854,0.54822679,0.9708,0.700736249,0.8,0.925373134,,,,,,,,,
0.29,1121,0.5854,0.54822679,0.9708,0.700736249,0.8,0.925373134,,,,,,,,,
0.29,1131,0.5854,0.54822679,0.9708,0.700736249,0.8,0.925373134,,,,,,,,,
0.29,1281,0.5854,0.548314098,0.9692,0.70039023,0.7984,0.925373134,,,,,,,,,
0.29,1291,0.5854,0.548314098,0.9692,0.70039023,0.7984,0.925373134,,,,,,,,,
0.29,1301,0.5854,0.548314098,0.9692,0.70039023,0.7984,0.925373134,,,,,,,,,
0.29,1311,0.5854,0.548314098,0.9692,0.70039023,0.7984,0.925373134,,,,,,,,,
0.29,1321,0.5854,0.548314098,0.9692,0.70039023,0.7984,0.925373134,,,,,,,,,
0.29,1331,0.5854,0.548314098,0.9692,0.70039023,0.7984,0.925373134,,,,,,,,,
0.29,1341,0.5854,0.548314098,0.9692,0.70039023,0.7984,0.925373134,,,,,,,,,
0.29,1351,0.5854,0.548314098,0.9692,0.70039023,0.7984,0.925373134,,,,,,,,,
0.29,1361,0.5854,0.548314098,0.9692,0.70039023,0.7984,0.925373134,,,,,,,,,
