threshold,unknown_detection_rate,accuracy,precision,recall,f1,false_positive_rate
threshold,unknown_detection_rate,accuracy,precision,recall,f1,false_positive_rate
threshold,unknown_detection_rate,accuracy,precision,recall,f1,false_positive_rate
threshold,unknown_detection_rate,accuracy,precision,recall,f1,false_positive_rate
0.42,0.994709,0.7853,0.716431497,0.9444,0.81477008,0.3738
2.76,0.489418,0.8282,0.884129213,0.7554,0.814710958,0.099
2.78,0.489418,0.8285,0.886379675,0.7536,0.814614636,0.0966
2.79,0.489418,0.8286,0.887134779,0.753,0.814582432,0.0958
0.41,0.994709,0.7848,0.715692214,0.945,0.814514739,0.3754
2.8,0.489418,0.8287,0.888258918,0.752,0.814469836,0.0946
0.4,0.994709,0.7845,0.715171684,0.9456,0.814400138,0.3766
2.81,0.489418,0.8286,0.889152061,0.7508,0.8141401,0.0936
0.39,0.994709,0.784,0.714501511,0.946,0.814113597,0.378
0.38,0.994709,0.7838,0.714027149,0.9468,0.814101462,0.3792
0.37,0.994709,0.7835,0.713575411,0.9472,0.813955487,0.3802
2.82,0.489418,0.8286,0.890261283,0.7496,0.813897937,0.0924
0.36,0.994709,0.7831,0.713081439,0.9474,0.813707807,0.3812
0.35,0.994709,0.7827,0.712460544,0.948,0.813524414,0.3826
2.84,0.489418,0.8283,0.8911127,0.748,0.813308688,0.0914
2.83,0.489418,0.8281,0.890130797,0.7486,0.813253666,0.0924
0.34,0.994709,0.7822,0.711798259,0.9484,0.813239582,0.384
2.86,0.489418,0.8282,0.891646778,0.7472,0.813057671,0.0908
2.85,0.489418,0.8281,0.891060787,0.7476,0.813050571,0.0914
0.33,0.994709,0.7816,0.711157768,0.9484,0.812821392,0.3852
0.32,0.994709,0.7814,0.710754943,0.949,0.812778349,0.3862
0.28,0.994709,0.781,0.709889453,0.9504,0.812724474,0.3884
0.25,0.994709,0.7806,0.708966339,0.952,0.812702749,0.3908
2.88,0.489418,0.8283,0.893928486,0.745,0.81269772,0.0884
0.29,0.994709,0.781,0.710014948,0.95,0.812660393,0.388
