threshold,unknown_detection_rate,accuracy,precision,recall,f1,false_positive_rate
threshold,unknown_detection_rate,accuracy,precision,recall,f1,false_positive_rate
threshold,unknown_detection_rate,accuracy,precision,recall,f1,false_positive_rate
threshold,unknown_detection_rate,accuracy,precision,recall,f1,false_positive_rate
1.31,0.95084375,0.7983,0.741616718,0.9156,0.819475521,0.319
1.32,0.95084375,0.7986,0.742527615,0.9142,0.819469344,0.317
1.27,0.95133287,0.7972,0.738523274,0.9202,0.819412289,0.3258
1.22,0.9528002,0.7958,0.734687401,0.926,0.819324013,0.3344
1.23,0.95255566,0.796,0.735368957,0.9248,0.819277108,0.3328
1.2,0.9530448,0.795,0.732943778,0.9282,0.819096364,0.3382
1.21,0.9530448,0.7952,0.733766234,0.9266,0.818985328,0.3362
1.81,0.9097579,0.8189,0.818963793,0.8188,0.818881888,0.181
1.19,0.95328933,0.7943,0.731914894,0.9288,0.818686646,0.3402
1.8,0.910247,0.8182,0.81655392,0.8208,0.818671454,0.1844
1.82,0.9085351,0.8191,0.820961577,0.8162,0.818573864,0.178
1.18,0.95328933,0.7938,0.731047499,0.9296,0.818453953,0.342
1.17,0.95328933,0.7935,0.730557738,0.93,0.818301804,0.343
1.16,0.95328933,0.7928,0.729467085,0.9308,0.817926186,0.3452
1.83,0.90755683,0.8188,0.822150364,0.8136,0.817852835,0.176
1.15,0.95328933,0.792,0.728482003,0.931,0.81738367,0.347
1.84,0.90682316,0.8186,0.823780488,0.8106,0.817137097,0.1734
1.85,0.90560037,0.819,0.82564312,0.8088,0.817134775,0.1708
1.86,0.904133,0.8191,0.826879738,0.8072,0.816921364,0.169
1.14,0.95328933,0.7912,0.7275,0.9312,0.816842105,0.3488
1.13,0.9535339,0.7909,0.726946482,0.9318,0.816723639,0.35
1.87,0.90291023,0.8191,0.828359745,0.805,0.816512831,0.1668
1.12,0.9535339,0.7898,0.725490196,0.9324,0.816033608,0.3528
1.88,0.90217656,0.8189,0.829646475,0.8026,0.815899156,0.1648
1.11,0.95377845,0.7893,0.724926139,0.9324,0.815676669,0.3538
1.1,0.95377845,0.7885,0.723747479,0.9332,0.815235433,0.3562
1.89,0.90046465,0.8185,0.830874714,0.7998,0.815041272,0.1628
1.09,0.95377845,0.7879,0.722936348,0.9336,0.814873003,0.3578
1.07,0.95377845,0.7869,0.721271017,0.9352,0.814421318,0.3614
1.08,0.95377845,0.7871,0.721835883,0.9342,0.814401534,0.36
1.04,0.954023,0.786,0.719392452,0.9378,0.814203855,0.3658
