threshold,unknown_detection_rate,accuracy,precision,recall,f1,false_positive_rate
threshold,unknown_detection_rate,accuracy,precision,recall,f1,false_positive_rate
threshold,unknown_detection_rate,accuracy,precision,recall,f1,false_positive_rate
threshold,unknown_detection_rate,accuracy,precision,recall,f1,false_positive_rate
0.38,0.8296802,0.7704,0.703247144,0.9356,0.802952283,0.3948
0.35,0.830848,0.7701,0.702564872,0.9368,0.802948487,0.3966
1.03,0.769673,0.7794,0.725686591,0.8984,0.802859696,0.3396
0.4,0.8285124,0.7705,0.70372044,0.9344,0.802818112,0.3934
0.99,0.7748832,0.7784,0.723363286,0.9016,0.802706553,0.3448
0.43,0.82572764,0.7706,0.704318937,0.9328,0.802615729,0.3916
1.01,0.7720086,0.7788,0.724621334,0.8994,0.802605747,0.3418
0.34,0.8310277,0.7696,0.702038369,0.9368,0.802604524,0.3976
0.32,0.83174634,0.7695,0.701812191,0.9372,0.802603408,0.3982
1.02,0.7706612,0.7789,0.724955638,0.8988,0.802571658,0.341
0.33,0.8314768,0.7695,0.701872659,0.937,0.802569593,0.398
0.3,0.832465,0.7693,0.701421092,0.9378,0.802567394,0.3992
0.42,0.82608694,0.7704,0.704044673,0.933,0.802511612,0.3922
0.31,0.831926,0.7692,0.701376421,0.9376,0.802464909,0.3992
0.29,0.83309376,0.7691,0.701151144,0.938,0.802463855,0.3998
0.98,0.77659,0.778,0.722827829,0.9018,0.802455953,0.3458
2.21,0.55821055,0.8163,0.86787625,0.7462,0.802451877,0.1136
0.97,0.7779375,0.7779,0.722640602,0.902,0.802419714,0.3462
0.67,0.8081207,0.7728,0.709975369,0.9224,0.80236604,0.3768
0.44,0.82464963,0.7705,0.70458327,0.9316,0.802342606,0.3906
0.27,0.8339921,0.7687,0.700492464,0.9388,0.802324588,0.4014
2.22,0.5557851,0.8163,0.868390403,0.7456,0.80232433,0.113
0.28,0.8334531,0.7688,0.700776815,0.9382,0.802291774,0.4006
0.45,0.8241107,0.7704,0.704600484,0.9312,0.802205376,0.3904
0.83,0.7926698,0.775,0.715720113,0.9124,0.802180411,0.3624
