self_radius,self_count,accuracy,precision,recall,f1,far,uc
self_radius,self_count,accuracy,precision,recall,f1,far,uc
0.1,881,0.7377,0.709206126,0.8058,0.754423743,0.3304,0.924528302
0.11,661,0.7388,0.711852378,0.8024,0.754418954,0.3248,0.922813036
0.11,671,0.7388,0.711852378,0.8024,0.754418954,0.3248,0.922813036
0.11,681,0.7388,0.711852378,0.8024,0.754418954,0.3248,0.922813036
0.08,1160,0.7354,0.703844822,0.8128,0.754408762,0.342,0.922813036
0.09,1280,0.7385,0.711174075,0.8032,0.754390908,0.3262,0.922813036
0.09,1290,0.7385,0.711174075,0.8032,0.754390908,0.3262,0.922813036
0.09,1300,0.7385,0.711174075,0.8032,0.754390908,0.3262,0.922813036
0.09,1310,0.7385,0.711174075,0.8032,0.754390908,0.3262,0.922813036
0.12,821,0.7408,0.71685879,0.796,0.754359363,0.3144,0.922813036
0.12,831,0.7408,0.71685879,0.796,0.754359363,0.3144,0.922813036
0.1,841,0.7376,0.709081309,0.8058,0.754353117,0.3306,0.924528302
0.1,851,0.7376,0.709081309,0.8058,0.754353117,0.3306,0.924528302
0.1,861,0.7376,0.709081309,0.8058,0.754353117,0.3306,0.924528302
0.1,871,0.7376,0.709081309,0.8058,0.754353117,0.3306,0.924528302
0.11,501,0.7376,0.709081309,0.8058,0.754353117,0.3306,0.922813036
0.11,511,0.7376,0.709081309,0.8058,0.754353117,0.3306,0.922813036
0.11,651,0.7387,0.711726095,0.8024,0.75434803,0.325,0.922813036
0.09,811,0.7356,0.704442902,0.8118,0.754320758,0.3406,0.924528302
0.08,931,0.7337,0.700119884,0.8176,0.754313129,0.3502,0.926243568
0.08,941,0.7337,0.700119884,0.8176,0.754313129,0.3502,0.926243568
0.1,811,0.7374,0.708684951,0.8062,0.754303892,0.3314,0.924528302
0.09,891,0.7359,0.705166116,0.8108,0.754302726,0.339,0.924528302
0.09,901,0.7359,0.705166116,0.8108,0.754302726,0.339,0.924528302
0.09,911,0.7359,0.705166116,0.8108,0.754302726,0.339,0.924528302
0.11,771,0.7388,0.712078153,0.8018,0.754280339,0.3242,0.922813036
0.09,741,0.7352,0.703601108,0.8128,0.754268745,0.3424,0.924528302
0.09,751,0.7352,0.703601108,0.8128,0.754268745,0.3424,0.924528302
0.09,761,0.7352,0.703601108,0.8128,0.754268745,0.3424,0.924528302
0.09,881,0.7357,0.704778454,0.8112,0.754253835,0.3398,0.924528302
0.12,811,0.7406,0.716600648,0.796,0.754216411,0.3148,0.922813036
0.09,821,0.7355,0.704391599,0.8116,0.754205,0.3406,0.924528302
0.09,831,0.7355,0.704391599,0.8116,0.754205,0.3406,0.924528302
0.09,731,0.7351,0.703479315,0.8128,0.754198757,0.3426,0.924528302
0.1,821,0.7373,0.708633726,0.806,0.75418733,0.3314,0.924528302
0.1,831,0.7373,0.708633726,0.806,0.75418733,0.3314,0.924528302
0.09,841,0.7356,0.704656011,0.8112,0.754183711,0.34,0.924528302
0.09,851,0.7356,0.704656011,0.8112,0.754183711,0.34,0.924528302
0.09,861,0.7356,0.704656011,0.8112,0.754183711,0.34,0.924528302
0.09,871,0.7356,0.704656011,0.8112,0.754183711,0.34,0.924528302
0.1,781,0.7372,0.708435852,0.8062,0.754162769,0.3318,0.924528302
0.1,791,0.7372,0.708435852,0.8062,0.754162769,0.3318,0.924528302
0.1,801,0.7372,0.708435852,0.8062,0.754162769,0.3318,0.924528302
0.11,491,0.7373,0.708707124,0.8058,0.75414132,0.3312,0.922813036
0.1,771,0.7371,0.708238187,0.8064,0.754138221,0.3322,0.924528302
0.1,1170,0.7397,0.71451584,0.7984,0.754132427,0.319,0.922813036
0.1,1180,0.7397,0.71451584,0.7984,0.754132427,0.319,0.922813036
0.1,1190,0.7397,0.71451584,0.7984,0.754132427,0.319,0.922813036
0.1,1200,0.7397,0.71451584,0.7984,0.754132427,0.319,0.922813036
0.1,1210,0.7397,0.71451584,0.7984,0.754132427,0.319,0.922813036
0.1,1220,0.7397,0.71451584,0.7984,0.754132427,0.319,0.922813036
0.12,531,0.7396,0.71431127,0.7986,0.754107649,0.3194,0.922813036
0.12,541,0.7396,0.71431127,0.7986,0.754107649,0.3194,0.922813036
0.12,551,0.7396,0.71431127,0.7986,0.754107649,0.3194,0.922813036
0.12,561,0.7396,0.71431127,0.7986,0.754107649,0.3194,0.922813036
0.12,571,0.7396,0.71431127,0.7986,0.754107649,0.3194,0.922813036
0.12,581,0.7396,0.71431127,0.7986,0.754107649,0.3194,0.922813036
0.12,461,0.739,0.712860705,0.8004,0.754098361,0.3224,0.922813036
0.12,471,0.739,0.712860705,0.8004,0.754098361,0.3224,0.922813036
0.12,481,0.739,0.712860705,0.8004,0.754098361,0.3224,0.922813036
0.12,1010,0.7414,0.718817984,0.793,0.754089007,0.3102,0.922813036
0.12,1020,0.7414,0.718817984,0.793,0.754089007,0.3102,0.922813036
0.12,1030,0.7414,0.718817984,0.793,0.754089007,0.3102,0.922813036
0.12,781,0.7404,0.716342693,0.796,0.754073513,0.3152,0.922813036
0.12,791,0.7404,0.716342693,0.796,0.754073513,0.3152,0.922813036
0.12,801,0.7404,0.716342693,0.796,0.754073513,0.3152,0.922813036
0.09,691,0.7349,0.703235854,0.8128,0.754058818,0.343,0.924528302
0.09,701,0.7349,0.703235854,0.8128,0.754058818,0.343,0.924528302
0.09,711,0.7349,0.703235854,0.8128,0.754058818,0.343,0.924528302
0.09,721,0.7349,0.703235854,0.8128,0.754058818,0.343,0.924528302
0.09,681,0.7348,0.703043929,0.813,0.754034502,0.3434,0.924528302
0.1,741,0.7369,0.707989464,0.8064,0.753997195,0.3326,0.924528302
0.1,751,0.7369,0.707989464,0.8064,0.753997195,0.3326,0.924528302
0.1,761,0.7369,0.707989464,0.8064,0.753997195,0.3326,0.924528302
0.09,771,0.735,0.703568954,0.8122,0.753991831,0.3422,0.924528302
0.12,1040,0.7413,0.718766999,0.7928,0.753970518,0.3102,0.922813036
